Scenario,Zone,n_year,event,pv-N_Broken Hill (GW),pv-N_Central NSW Tablelands (GW),pv-N_Central West NSW (GW),pv-N_Murray River (GW),pv-N_North West New South Wales (GW),pv-N_Northern NSW Tablelands (GW),pv-N_Riverland (GW),pv-Q_Darling Downs (GW),pv-Q_Fitzroy (GW),pv-S_Eastern Eyre Peninsula (GW),pv-S_Leigh Creek (GW),pv-S_Northern SA (GW),pv-S_Riverland (GW),pv-S_Roxby Downs (GW),pv-S_Western Eyre Peninsula (GW),pv-V_Murray River (GW),wind-N_Broken Hill (GW),wind-N_Central NSW Tablelands (GW),wind-N_Central West NSW (GW),wind-N_Murray River (GW),wind-N_North West New South Wales (GW),wind-N_Northern NSW Tablelands (GW),wind-N_Riverland (GW),wind-N_Southern NSW Tablelands (GW),wind-Q_Darling Downs (GW),wind-Q_Fitzroy (GW),wind-S_Eastern Eyre Peninsula (GW),wind-S_Leigh Creek (GW),wind-S_Mid-North SA (GW),wind-S_Northern SA (GW),wind-S_Riverland (GW),wind-S_South East SA (GW),wind-S_Western Eyre Peninsula (GW),wind-S_Yorke Peninsula (GW),wind-T_King Island (GW),wind-T_North East Tasmania (GW),wind-T_North West Tasmania (GW),wind-T_Tasmania Midlands (GW),wind-V_Gippsland (GW),wind-V_Moyne (GW),wind-V_Murray River (GW),wind-V_Western Victoria (GW),storage-NSW (GW),storage-QLD (GW),storage-SA (GW),storage-TAS (GW),storage-VIC (GW),storage (GWh)
21,,-1,,10.665636657728117,0.5291930291952625,0.2689357756437296,0.156684213743425,33.407551564774614,17.567494535971527,0.0461936524842023,10.304156346622914,0.0368022649192454,0.0514689700101875,2.6629554982641714,0.0417041857629101,0.0418870263476272,17.168983050436925,0.5209744865810677,0.3336649168305357,0.1078016516886926,0.0450143256050097,0.0277040681779681,0.0147003904960172,0.0522631660285775,0.0639668976781351,0.0008199790403438,23.46345775325352,0.0284562835255286,30.175280479872225,0.0185186042342166,3.495065608888069,0.0102394988566807,0.0302727889158695,0.0026461817779726,0.0100228886446451,0.030581826979013,0.0129754531466552,0.113790704440948,0.517190799044613,0.0447131247469201,0.0180682236268978,0.3956906400782678,0.0382936900436376,0.0298529101794216,1.454627788479307,20.800141826303623,8.9308204661912,10.802380581787569,0.7752120862842204,5.640363281629373,552.3715490066877
21,None,25,0,10.615780733367655,0.4996341815244776,0.0106222578142727,0.0873910520940448,25.22463901992816,17.908956198705496,0.3018396535041781,9.806770062316335,0.9564165699685284,0.1509051539133068,7.317656155919632,0.1399629152679544,0.0355952527019418,17.563336916113883,0.5457323399736538,1.037079880803585,0.0561876112276458,0.0329501612440168,0.0073321192402886,0.0205915656703261,0.039319167869408,0.0342179226695869,0.0182463334335025,24.288953431110848,0.0067699103530003,30.250787962081294,0.0893664466128143,3.4582573113649424,0.1020187331367559,0.0323597564756568,0.0088418764663877,0.0560703984278667,0.008252900691783,0.041386439829619,0.0837409142547365,0.4753337137795341,0.0291225011584863,0.0498968438810507,0.2521397984711484,0.0935052285386497,0.0247590280769252,1.726441654906445,20.78391415133421,8.529628333854784,11.123845911139597,0.7149314021162638,5.503110394422915,544.2930987831248
21,None,25,1,16.10319834,0.0085687320000005,0.3902271550000016,0.0804294729999988,24.49953011,16.62961128,0.2863912950000014,10.77747788,0.3573251460000008,0.0580037429999968,6.063603118,0.0752257559999982,0.1085444349999988,17.624765510000003,0.3827719529999989,1.30354264,0.2035797600000002,0.0957789130000001,0.0126785160000011,0.0150217260000005,0.0856526629999976,0.0105518270000004,0.0329978789999998,23.48579677,0.0283483249999996,30.46667716,0.0449130969999984,2.775269738999995,0.0258939180000012,0.0844119859999992,0.0198086040000013,0.0601915240000003,0.0188417120000004,0.0334454069999985,0.1265260999999995,0.4849730219999983,0.0386570530000014,0.0258516100000001,0.2899730060000003,0.137558343999995,0.0209507269999988,1.4270947770000006,20.72212768,8.943630661,10.74293272,0.8687957749999988,5.514104775,556.6652048999999
21,None,25,10,16.37912937832404,0.2784866599100155,0.2636336049257686,0.2996110559757277,28.602112570294647,14.190668873169876,3.1429669150750463,8.021545206771567,1.8073053120671787,1.616434073562047,1.73735990227879,0.1499524699740106,0.2142115058294784,15.541206780821648,1.427754448367928,2.7338401762739477,0.0786575541458489,0.0424492253787605,0.0330307903697999,0.0456732589274402,0.0226872066413754,0.116403722222472,0.0032882846164561,15.44545755818095,0.0123036552068676,32.238643044056225,0.0631698250324817,3.5140356598330627,0.3606438453467895,0.038700015306432,0.0286452877478247,0.2384911985635049,0.0174307533521549,0.0042218128170858,0.1244561690605934,0.059407691981768,0.2602067800078806,0.0149013935895609,1.7917316284812088,0.1081128234685522,0.0545833490616907,2.6871199152811016,14.305740853620712,12.19228166242601,13.530782242236512,0.7402697452355547,5.498112024050126,733.8321464163243
21,None,25,11,8.813882314766904,0.7587150680141228,0.3155732471231758,0.1076860547609079,39.2816219079076,14.663591456284372,0.3443126318576723,13.031842368823726,0.1864827963572644,0.6390488302112622,3.844626378967359,0.1855994272585981,0.0568448652826205,9.801478328555437,1.6272402302691376,1.0838026281668682,0.1153313959397301,0.1484061692013583,0.0440340370909346,0.0211672724286167,0.0002841633664658,0.5391690642822198,0.1587221520111548,19.275193001287636,0.1010741471602116,31.73471874046889,0.0184173391719966,3.406832415053824,0.2184458567486196,0.1398985299404991,0.0105702444716264,0.0240611625280884,0.0978010215314668,0.0595172001580337,0.3355815325555262,0.1435079818239621,0.1375358998333453,0.0038505833381456,0.0082195229760309,0.325203198452332,0.0675644075159844,1.834219621729659,16.48297058807444,11.365218178398411,11.559658331620318,0.7877760195586845,6.646100401679014,654.9673813669565
21,None,25,12,13.06801216047029,1.5880178169831185,0.3088241830439777,0.5704764402911984,13.751490750779377,20.54813977976194,0.2859564828556564,7.254827853489161,2.510199735476842,0.898883288357478,9.333583926777282,0.2663675113502854,0.0666044526864872,19.061903907715507,1.8068696826587176,1.4396110836089804,0.1098840519173123,0.0968484689173969,0.0681863010371444,0.0381745803218471,0.0551162762637211,0.0517890164028678,0.0539529501041151,19.76882435804994,0.0819020988581336,31.504784905639816,0.0848124613337013,4.086722721814713,0.5779987750024098,0.0266859501776153,0.0203493788286692,0.280310764746293,0.0002450054797975,0.0575317714016705,0.2625847856669985,0.0179112158496153,0.177010403359727,0.1849430484865735,0.3869211993742532,0.4212864071352058,0.0342327317695918,0.778036214806928,14.468858302366383,9.881540176092482,15.797194917576968,0.7288241565160263,5.610217143092239,637.0840791587634
21,None,25,13,5.340402586660417,1.2059516929436178,0.0443614994424343,0.2287747676246994,48.6857763504428,12.02267863789714,1.0502079912537423,8.16887645780205,3.012394272962833,1.7150187276326072,2.452752368676748,0.1383701145309714,1.0999263389697873,4.318759881827582,1.9570320250400464,1.5834950606863245,0.0552345101555218,1.1092487406611795,0.0159229680326298,0.2364966797913084,0.0362809298161437,0.2010508826558705,0.0521041997958064,24.244145191086417,0.0043308914666262,31.463057755382835,0.1308234514534731,2.255796376961449,0.5571358158308826,0.0669997714357677,0.0968865266241003,0.3319633248730618,0.1248394845880369,0.1255285338045553,0.0832701107836868,0.3782481633095926,0.0170167208104743,0.0872808094592763,0.8304866044275343,0.2873793827690996,0.0800988411998382,1.3530419044924926,21.84009124720904,11.15011222947373,8.01131131721188,0.9206235269562768,5.524797359851895,540.3585838280594
21,None,25,2,11.85559995,0.1163315870000012,0.2713129099999989,0.0646272759999995,24.62285346,17.002388600000003,0.2448611750000004,9.86558077,1.6688706469999983,0.6656522510000009,5.996179118000001,0.0162750180000017,0.0483906159999989,15.65071419,0.0938027820000009,1.479167479000001,0.2146457559999994,0.2150997130000007,0.0295271859999957,0.0014296629999996,0.0176331709999999,0.0214520699999987,0.0500918840000004,25.1866529,0.0136824990000015,30.695111590000003,0.0605416189999985,4.079561180999999,0.0750227169999995,0.0013153720000005,0.0038225989999993,0.0041855059999988,0.0341518779999994,0.0266093480000009,0.0874275560000015,0.4123919499999999,0.0297961640000004,0.0544811030000005,0.3699567749999985,0.1708252200000011,0.0367412810000011,1.493614731000001,21.18755945,8.776654175999997,10.400010820000002,0.8063354840000017,5.537173996,535.4016588999998
21,None,25,3,13.08291104,0.4236775759999993,0.1821832259999993,0.0054629330000004,24.77708776,16.66908206,0.0543287140000003,10.43542542,1.2377433189999998,8.229999999898041e-05,6.318913585000001,0.007861837,0.0051408849999994,16.9027263,0.7947650300000006,1.452173994999999,0.4171795150000008,0.0410661390000015,0.0038483020000015,0.0414145300000008,0.0224474259999993,0.0516607439999994,0.0862967999999995,24.88584115,0.085497672999999,30.64898491,0.0205941249999987,2.510859218,0.0286860609999983,0.0430387469999971,0.0102027329999998,0.0360178689999983,0.007750141999999,0.0062076699999984,0.0952813960000007,0.4608043670000015,0.0291294630000003,0.0759963930000005,0.0272494690000009,0.0568647400000017,0.0261857630000008,2.010166827999999,20.74834781,8.869172078000002,10.670042000000002,0.6964448929999989,5.614650467000001,547.2511110999997
21,None,25,4,10.665636657728117,0.5291930291952625,0.2689357756437296,0.156684213743425,33.407551564774614,17.567494535971527,0.0461936524842023,10.304156346622914,0.0368022649192454,0.0514689700101875,2.6629554982641714,0.0417041857629101,0.0418870263476272,17.168983050436925,0.5209744865810677,0.3336649168305357,0.1078016516886926,0.0450143256050097,0.0277040681779681,0.0147003904960172,0.0522631660285775,0.0639668976781351,0.0008199790403438,23.46345775325352,0.0284562835255286,30.175280479872225,0.0185186042342166,3.495065608888069,0.0102394988566807,0.0302727889158695,0.0026461817779726,0.0100228886446451,0.030581826979013,0.0129754531466552,0.113790704440948,0.517190799044613,0.0447131247469201,0.0180682236268978,0.3956906400782678,0.0382936900436376,0.0298529101794216,1.454627788479307,20.800141826303623,8.9308204661912,10.802380581787569,0.7752120862842204,5.640363281629373,552.3715490066877
21,None,25,5,11.267426675663051,0.0134836802212063,0.1070406882240284,0.010596078879594,26.3502417206173,16.45818652695136,0.2164977578077724,12.069508717865492,0.0314122859130705,0.0459028988893948,6.601039887148239,0.0070845966345629,0.0494662525753,17.61718226881618,0.8406660763376692,2.0792465852761985,0.0198923883578316,0.0203174520375597,0.0213268054760114,0.0371001025327153,0.0293372754189107,0.0241279740126643,0.0084026025148276,24.064105640670025,0.053799206134343,30.154301183662003,0.0143055804892036,2.865111349997594,0.026396906878773,0.007425920593338,0.0311910501245584,0.0654991357796781,0.0278577906687544,0.0013460892240431,0.091980910693163,0.5437258685935973,0.0104263366769856,0.0358908836321845,0.4163605687243148,0.2043184702302873,0.0007658810080428,1.8636879979663556,20.436631128809733,8.367472091436895,11.497516016963504,0.8581317147075609,5.490719032219513,547.9948974718632
21,None,25,6,12.376518561359257,0.1962019068971798,0.7679162921756344,0.0194478113827827,25.18232156008726,17.109071812955715,0.1102210709268014,10.119866843114304,0.9354542045514512,0.0136933634700362,5.922724768659311,0.076356499331549,0.049752159196224,17.739380153917487,0.0150133082701735,0.8885755939612068,0.0478267565051488,0.0087487278244928,0.0303153456628848,0.0070980506621189,0.0221085480177123,0.0571112141957712,0.0147622118301491,24.59155629170725,0.0040079237809393,30.430967508432072,0.0270960627003198,3.416121707300082,0.0074670087553414,0.0362575508811566,0.0263130022994495,0.1030287353427468,0.0138891787173065,0.0153856591610583,0.1012771481563099,0.4523378507663089,0.0331467914967511,0.0417774005749755,0.393925464017606,0.0628505238384882,0.0149625538763729,2.1286537749501555,21.815257738972544,9.640075699148156,8.79158618454861,0.8642784026485053,5.50233022986512,536.3251101458563
