Date & time,Operational demand (original),Operational demand (adjusted),Hydropower,Biomass,Solar photovoltaics,Wind,eventPower,PHES-power,Energy deficit,Energy spillage,PHES-Charge,PHES-Storage,eventPowerLoss,eventDeficit,eventStorage,eventPHES-power,eventPHES-Charge,eventSpillage,FNQ-QLD,NSW-QLD,NSW-SA,NSW-VIC,NT-SA,SA-WA,TAS-VIC
Thu -01 Jul 2027 18:00,13992.0,13992.0,168.0,397.0,0.0,6534.0,6484.0,6893.0,0.0,0.0,-0.0,322297.0,49.0,0.0,322297.0,6893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 18:30,13017.0,13017.0,168.0,397.0,0.0,6242.0,6198.0,6209.0,0.0,0.0,-0.0,319192.0,44.0,0.0,319192.0,6209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 19:00,12314.0,12314.0,168.0,397.0,0.0,6242.0,6198.0,5507.0,0.0,0.0,-0.0,316439.0,44.0,0.0,316439.0,5507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 19:30,11622.0,11622.0,168.0,397.0,0.0,7883.0,7827.0,3173.0,0.0,0.0,-0.0,314852.0,56.0,0.0,314852.0,3173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 20:00,11204.0,11204.0,168.0,397.0,0.0,7883.0,7827.0,2755.0,0.0,0.0,-0.0,313475.0,56.0,0.0,313475.0,2755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 20:30,10921.0,10921.0,168.0,397.0,0.0,9587.0,9518.0,769.0,0.0,0.0,-0.0,313091.0,69.0,0.0,313091.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 21:00,10406.0,10406.0,168.0,397.0,0.0,9587.0,9518.0,254.0,0.0,0.0,-0.0,312963.0,69.0,0.0,312963.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 21:30,10094.0,10094.0,168.0,397.0,0.0,12423.0,12332.0,0.0,0.0,0.0,-2895.0,314121.0,92.0,0.0,314121.0,0.0,-2895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 22:00,9595.0,9595.0,168.0,397.0,0.0,12423.0,12332.0,0.0,0.0,0.0,-3394.0,315479.0,92.0,0.0,315479.0,0.0,-3394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 22:30,9274.0,9274.0,168.0,397.0,0.0,12198.0,12108.0,0.0,0.0,0.0,-3490.0,316875.0,90.0,0.0,316875.0,0.0,-3490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 23:00,8990.0,8990.0,168.0,397.0,0.0,12198.0,12108.0,0.0,0.0,0.0,-3774.0,318384.0,90.0,0.0,318384.0,0.0,-3774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 23:30,9158.0,9158.0,168.0,397.0,0.0,11922.0,11834.0,0.0,0.0,0.0,-3329.0,319716.0,88.0,0.0,319716.0,0.0,-3329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fri -02 Jul 2027 00:00,8914.0,8914.0,168.0,397.0,0.0,1535.0,1530.0,6813.0,0.0,0.0,-0.0,316309.0,5.0,0.0,316309.0,6813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fri -02 Jul 2027 00:30,8690.0,8690.0,168.0,397.0,0.0,1221.0,1217.0,6903.0,0.0,0.0,-0.0,312858.0,4.0,0.0,312858.0,6903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fri -02 Jul 2027 01:00,8427.0,8427.0,168.0,397.0,0.0,1221.0,1217.0,6640.0,0.0,0.0,-0.0,309538.0,4.0,0.0,309538.0,6640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fri -02 Jul 2027 01:30,8315.0,8315.0,168.0,397.0,0.0,1320.0,1314.0,6430.0,0.0,0.0,-0.0,306323.0,6.0,0.0,306323.0,6430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fri -02 Jul 2027 02:00,8213.0,8213.0,168.0,397.0,0.0,1320.0,1314.0,6328.0,0.0,0.0,-0.0,303159.0,6.0,0.0,303159.0,6328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fri -02 Jul 2027 02:30,8132.0,8132.0,168.0,397.0,0.0,2003.0,1994.0,5563.0,0.0,0.0,-0.0,300377.0,10.0,0.0,300377.0,5563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fri -02 Jul 2027 03:00,8143.0,8143.0,168.0,397.0,0.0,2003.0,1994.0,5574.0,0.0,0.0,-0.0,297590.0,10.0,0.0,297590.0,5574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fri -02 Jul 2027 03:30,8167.0,8167.0,168.0,397.0,0.0,1500.0,1492.0,6101.0,0.0,0.0,-0.0,294539.0,9.0,0.0,294539.0,6101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
