34.593855697523665,33.94177664699455
15.775781550303147,10.581405800002951
34.32504638407919,13.277332968611312
41.73128359486864,24.578657964016916
43.33041370832565,26.652715596449433,43.02799971206888
47.490299567681326,17.894739251573274,18.564688063952723
41.32034988146707,47.54008603339418,46.59305583182703
42.70577219182694,45.181770658195134,47.115984398457414
