Scenario,Zone,n_year,event,pv-Q_Darling Downs (GW),pv-Q_Fitzroy (GW),wind-Q_Darling Downs (GW),wind-Q_Fitzroy (GW),storage-QLD (GW),storage (GWh)
13,None,-1,,26.537775535035625,6.983550492982527,3.065331529776561,12.881661150044168,15.59007842285414,344.9491078507172
13,[10],-1,d,27.137368662477563,5.989500567655064,3.327965438931841,12.85933276212447,15.5803025404816,353.31408094070866
13,[10],-1,s,25.88607181061645,7.133035597451272,2.992848829729425,13.218020375428562,15.59328063920621,348.4226001312013
13,[9],-1,d,26.5228833904968,7.145698668867055,3.051888134578167,12.801845223296954,15.603316755145462,346.7618791096743
13,[9],-1,s,27.361924268530792,5.931475503445611,3.333996386310595,12.76263525406469,15.581584066460058,345.0522888346932
