Date & time,Operational demand (original),Operational demand (adjusted),Hydropower,Biomass,Solar photovoltaics,Wind,eventPower,PHES-power,Energy deficit,Energy spillage,PHES-Charge,PHES-Storage,eventPowerLoss,eventDeficit,eventStorage,eventPHES-power,eventPHES-Charge,eventSpillage,FNQ-QLD,NSW-QLD,NSW-SA,NSW-VIC,NT-SA,SA-WA,TAS-VIC
Wed -30 Jun 2021 09:30,48152.0,48152.0,7173.0,609.0,66357.0,9930.0,2957.0,0.0,0.0,-35916.0,-0.0,552372.0,6973.0,0.0,11577.0,0.0,-28943.0,0.0,0.0,3423.0,-4433.0,10067.0,0.0,0.0,560.0
Wed -30 Jun 2021 10:00,46047.0,46047.0,7173.0,609.0,66357.0,9930.0,2957.0,0.0,0.0,-38021.0,-0.0,552372.0,6973.0,0.0,12419.0,0.0,-31048.0,0.0,0.0,3581.0,-4296.0,9298.0,0.0,0.0,597.0
Wed -30 Jun 2021 10:30,43995.0,43995.0,7173.0,609.0,67224.0,8301.0,3417.0,0.0,0.0,-39310.0,-0.0,552372.0,4884.0,0.0,13770.0,0.0,-34426.0,0.0,0.0,4542.0,-4293.0,8581.0,0.0,0.0,654.0
Wed -30 Jun 2021 11:00,44042.0,44042.0,7173.0,609.0,67224.0,8301.0,3417.0,0.0,0.0,-39263.0,-0.0,552372.0,4884.0,0.0,13752.0,0.0,-34379.0,0.0,0.0,4751.0,-4496.0,8546.0,0.0,0.0,658.0
Wed -30 Jun 2021 11:30,42883.0,42883.0,7173.0,609.0,65135.0,9552.0,4015.0,0.0,0.0,-39586.0,-0.0,552372.0,5537.0,0.0,13620.0,0.0,-34049.0,0.0,0.0,4387.0,-4343.0,8152.0,0.0,0.0,671.0
Wed -30 Jun 2021 12:00,43393.0,43393.0,7173.0,609.0,65135.0,9552.0,4015.0,0.0,0.0,-39075.0,-0.0,552372.0,5537.0,0.0,13415.0,0.0,-33538.0,0.0,0.0,4625.0,-4570.0,8241.0,0.0,0.0,674.0
Wed -30 Jun 2021 12:30,42500.0,42500.0,7173.0,609.0,61393.0,10009.0,4164.0,0.0,0.0,-36683.0,-0.0,552372.0,5845.0,0.0,12335.0,0.0,-30837.0,0.0,0.0,4380.0,-4405.0,7853.0,0.0,0.0,716.0
Wed -30 Jun 2021 13:00,42932.0,42932.0,7173.0,609.0,61393.0,10009.0,4164.0,0.0,0.0,-36251.0,-0.0,552372.0,5845.0,0.0,12162.0,0.0,-30406.0,0.0,0.0,4438.0,-4598.0,8045.0,0.0,0.0,717.0
Wed -30 Jun 2021 13:30,42377.0,42377.0,7173.0,609.0,57977.0,12343.0,5206.0,0.0,0.0,-35725.0,-0.0,552372.0,7138.0,0.0,11435.0,0.0,-28588.0,0.0,0.0,3997.0,-4224.0,7786.0,0.0,0.0,737.0
Wed -30 Jun 2021 14:00,44644.0,44644.0,7173.0,609.0,57977.0,27858.0,4563.0,0.0,0.0,-48973.0,-0.0,552372.0,23295.0,0.0,10271.0,0.0,-25678.0,0.0,0.0,-1427.0,-3091.0,8853.0,0.0,0.0,630.0
Wed -30 Jun 2021 14:30,46346.0,46346.0,7173.0,609.0,46330.0,25393.0,5419.0,0.0,0.0,-33159.0,-0.0,552372.0,19974.0,0.0,5274.0,0.0,-13185.0,0.0,0.0,-1562.0,-3682.0,9299.0,0.0,0.0,664.0
Wed -30 Jun 2021 15:00,49409.0,49409.0,7173.0,609.0,46330.0,25393.0,5419.0,0.0,0.0,-30095.0,-0.0,552372.0,19974.0,0.0,4048.0,0.0,-10121.0,0.0,0.0,-1839.0,-4095.0,10270.0,0.0,0.0,615.0
