Date & time,Operational demand (original),Operational demand (adjusted),Hydropower,Biomass,Solar photovoltaics,Wind,StormPower,PHES-power,Energy deficit,Energy spillage,PHES-Charge,PHES-Storage,StormPowerLoss,StormDeficit,StormStorage,StormPHES-power,StormPHES-Charge,StormSpillage,FNQ-QLD,NSW-QLD,NSW-SA,NSW-VIC,NT-SA,SA-WA,TAS-VIC
Thu -24 Jun 2027 02:30,10976.0,10976.0,2419.0,129.0,0.0,10410.0,10382.0,0.0,0.0,0.0,-1983.0,529331.0,28.0,0.0,529331.0,0.0,-1983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 03:00,10947.0,10947.0,2419.0,129.0,0.0,10410.0,10382.0,0.0,0.0,0.0,-2011.0,530135.0,28.0,0.0,530135.0,0.0,-2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 03:30,10842.0,10842.0,2419.0,129.0,0.0,10362.0,10332.0,0.0,0.0,0.0,-2068.0,530963.0,30.0,0.0,530963.0,0.0,-2068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 04:00,11036.0,11036.0,2419.0,129.0,0.0,10362.0,10332.0,0.0,0.0,0.0,-1874.0,531712.0,30.0,0.0,531712.0,0.0,-1874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 04:30,11625.0,11625.0,2419.0,129.0,0.0,10064.0,10035.0,0.0,0.0,0.0,-987.0,532107.0,28.0,0.0,532107.0,0.0,-987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 05:00,12500.0,12500.0,2419.0,129.0,0.0,10064.0,10035.0,0.0,0.0,0.0,-112.0,532152.0,28.0,0.0,532152.0,0.0,-112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 05:30,13410.0,13410.0,2419.0,129.0,0.0,10209.0,10185.0,652.0,0.0,0.0,-0.0,531825.0,25.0,0.0,531825.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 06:00,15111.0,15111.0,2419.0,129.0,0.0,10209.0,10185.0,2354.0,0.0,0.0,-0.0,530648.0,25.0,0.0,530648.0,2354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 06:30,16982.0,16982.0,2419.0,129.0,16589.0,10118.0,10098.0,0.0,0.0,0.0,-12272.0,535557.0,19.0,0.0,535557.0,0.0,-12272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 07:00,18344.0,18344.0,2419.0,129.0,16589.0,10118.0,10098.0,0.0,0.0,0.0,-10911.0,539922.0,19.0,0.0,539922.0,0.0,-10911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 07:30,19928.0,19928.0,658.0,0.0,26008.0,10043.0,10027.0,0.0,0.0,-13876.0,-2905.0,541084.0,16.0,0.0,541084.0,0.0,-2905.0,-13876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 08:00,20519.0,20519.0,0.0,0.0,26008.0,10043.0,10027.0,0.0,0.0,-15532.0,-0.0,541084.0,16.0,0.0,541084.0,0.0,-0.0,-15532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 08:30,20077.0,20077.0,0.0,0.0,28878.0,9314.0,9297.0,0.0,0.0,-18115.0,-0.0,541084.0,17.0,0.0,541084.0,0.0,-0.0,-18115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 09:00,17420.0,17420.0,0.0,0.0,28878.0,9314.0,9297.0,0.0,0.0,-20771.0,-0.0,541084.0,17.0,0.0,541084.0,0.0,-0.0,-20771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 09:30,16263.0,16263.0,0.0,0.0,26296.0,8810.0,8799.0,0.0,0.0,-18842.0,-0.0,541084.0,10.0,0.0,541084.0,0.0,-0.0,-18842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 10:00,15266.0,15266.0,0.0,0.0,26296.0,8810.0,8799.0,0.0,0.0,-19839.0,-0.0,541084.0,10.0,0.0,541084.0,0.0,-0.0,-19839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 10:30,14432.0,14432.0,0.0,0.0,27048.0,8722.0,8713.0,0.0,0.0,-21338.0,-0.0,541084.0,8.0,0.0,541084.0,0.0,-0.0,-21338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 11:00,14320.0,14320.0,0.0,0.0,27048.0,8722.0,8713.0,0.0,0.0,-21450.0,-0.0,541084.0,8.0,0.0,541084.0,0.0,-0.0,-21450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 11:30,13875.0,13875.0,0.0,0.0,27820.0,8915.0,8904.0,0.0,0.0,-22861.0,-0.0,541084.0,11.0,0.0,541084.0,0.0,-0.0,-22861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 12:00,14049.0,14049.0,0.0,0.0,27820.0,8915.0,8904.0,0.0,0.0,-22686.0,-0.0,541084.0,11.0,0.0,541084.0,0.0,-0.0,-22686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 12:30,13788.0,13788.0,0.0,0.0,26064.0,8972.0,8959.0,0.0,0.0,-21248.0,-0.0,541084.0,13.0,0.0,541084.0,0.0,-0.0,-21248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 13:00,14072.0,14072.0,0.0,0.0,26064.0,8972.0,8959.0,0.0,0.0,-20963.0,-0.0,541084.0,13.0,0.0,541084.0,0.0,-0.0,-20963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 13:30,14094.0,14094.0,0.0,0.0,24760.0,9166.0,9150.0,0.0,0.0,-19832.0,-0.0,541084.0,15.0,0.0,541084.0,0.0,-0.0,-19832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 14:00,15281.0,15281.0,0.0,0.0,24760.0,9312.0,9297.0,0.0,0.0,-18791.0,-0.0,541084.0,15.0,0.0,541084.0,0.0,-0.0,-18791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 14:30,15868.0,15868.0,677.0,0.0,18921.0,9320.0,9303.0,0.0,0.0,-13050.0,-0.0,541084.0,16.0,0.0,541084.0,0.0,-0.0,-13050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 15:00,17152.0,17152.0,1778.0,0.0,18921.0,9320.0,9303.0,0.0,0.0,-12865.0,-0.0,541084.0,16.0,0.0,541084.0,0.0,-0.0,-12865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 15:30,17986.0,17986.0,2419.0,129.0,1415.0,9505.0,9483.0,4518.0,0.0,0.0,-0.0,538825.0,22.0,0.0,538825.0,4518.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 16:00,18919.0,18919.0,2419.0,129.0,1415.0,9505.0,9483.0,5450.0,0.0,0.0,-0.0,536100.0,22.0,0.0,536100.0,5450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 16:30,18944.0,18944.0,2419.0,129.0,0.0,9812.0,9780.0,6584.0,0.0,0.0,-0.0,532808.0,32.0,0.0,532808.0,6584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 17:00,20133.0,20133.0,2419.0,129.0,0.0,9812.0,9780.0,7773.0,0.0,0.0,-0.0,528922.0,32.0,0.0,528922.0,7773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 17:30,20376.0,20376.0,2419.0,129.0,0.0,9864.0,9832.0,7964.0,0.0,0.0,-0.0,524939.0,31.0,0.0,524939.0,7964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 18:00,19617.0,19617.0,2419.0,129.0,0.0,9864.0,9832.0,7206.0,0.0,0.0,-0.0,521337.0,31.0,0.0,521337.0,7206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 18:30,18173.0,18173.0,2419.0,129.0,0.0,10482.0,10440.0,5143.0,0.0,0.0,-0.0,518765.0,42.0,0.0,518765.0,5143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 19:00,16974.0,16974.0,2419.0,129.0,0.0,10482.0,10440.0,3943.0,0.0,0.0,-0.0,516793.0,42.0,0.0,516793.0,3943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -24 Jun 2027 19:30,15842.0,15842.0,2419.0,129.0,0.0,10818.0,10768.0,2476.0,0.0,0.0,-0.0,515555.0,50.0,0.0,515555.0,2476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
