iteration,dvar index,objective,increment,pos step obj,neg step obj,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar
0,0,48.572468174890545,1,-0.31413259419073825,111359.76644708935,3.4541792581230695,0.23009261395061387,0.04443340622840708,0.1831336145872946,36.388953021499795,0.05077638004519258,0.19521627015998888,4.644015260932978,0.018616017718890987,2.3555934493908985,0.0028656330615675074,0.06336824574501776,0.2516713794784735,0.0028938526279560506,8.737580988638673,19.405670399385784,541.0839337529067
0,1,48.25833558069981,1,-0.2659672102736437,0.06387920915121015,4.4541792581230695,0.23009261395061387,0.04443340622840708,0.1831336145872946,36.388953021499795,0.05077638004519258,0.19521627015998888,4.644015260932978,0.018616017718890987,2.3555934493908985,0.0028656330615675074,0.06336824574501776,0.2516713794784735,0.0028938526279560506,8.737580988638673,19.405670399385784,541.0839337529067
0,2,47.99236837042616,1,-0.251485321995915,0.011616939907753476,4.4541792581230695,1.2300926139506139,0.04443340622840708,0.1831336145872946,36.388953021499795,0.05077638004519258,0.19521627015998888,4.644015260932978,0.018616017718890987,2.3555934493908985,0.0028656330615675074,0.06336824574501776,0.2516713794784735,0.0028938526279560506,8.737580988638673,19.405670399385784,541.0839337529067
0,3,47.74088304843025,1,-0.23558559831158732,0.04402784148184935,4.4541792581230695,1.2300926139506139,1.044433406228407,0.1831336145872946,36.388953021499795,0.05077638004519258,0.19521627015998888,4.644015260932978,0.018616017718890987,2.3555934493908985,0.0028656330615675074,0.06336824574501776,0.2516713794784735,0.0028938526279560506,8.737580988638673,19.405670399385784,541.0839337529067
0,4,47.50529745011866,1,-0.2274663587718777,0.2466462648745562,4.4541792581230695,1.2300926139506139,1.044433406228407,1.1831336145872946,36.388953021499795,0.05077638004519258,0.19521627015998888,4.644015260932978,0.018616017718890987,2.3555934493908985,0.0028656330615675074,0.06336824574501776,0.2516713794784735,0.0028938526279560506,8.737580988638673,19.405670399385784,541.0839337529067
0,5,47.27783109134678,1,-0.21441018266814638,0.011186558248297729,4.4541792581230695,1.2300926139506139,1.044433406228407,1.1831336145872946,37.388953021499795,0.05077638004519258,0.19521627015998888,4.644015260932978,0.018616017718890987,2.3555934493908985,0.0028656330615675074,0.06336824574501776,0.2516713794784735,0.0028938526279560506,8.737580988638673,19.405670399385784,541.0839337529067
0,6,47.06342090867864,1,-0.1890268092698335,0.03976833526128587,4.4541792581230695,1.2300926139506139,1.044433406228407,1.1831336145872946,37.388953021499795,1.0507763800451926,0.19521627015998888,4.644015260932978,0.018616017718890987,2.3555934493908985,0.0028656330615675074,0.06336824574501776,0.2516713794784735,0.0028938526279560506,8.737580988638673,19.405670399385784,541.0839337529067
0,7,46.8743940994088,1,1.5048941920575345,0.8126160024024074,4.4541792581230695,1.2300926139506139,1.044433406228407,1.1831336145872946,37.388953021499795,1.0507763800451926,1.1952162701599889,4.644015260932978,0.018616017718890987,2.3555934493908985,0.0028656330615675074,0.06336824574501776,0.2516713794784735,0.0028938526279560506,8.737580988638673,19.405670399385784,541.0839337529067
0,8,46.8743940994088,1,1.5224381747153615,-0.02815434522501903,4.4541792581230695,1.2300926139506139,1.044433406228407,1.1831336145872946,37.388953021499795,1.0507763800451926,1.1952162701599889,4.644015260932978,0.018616017718890987,2.3555934493908985,0.0028656330615675074,0.06336824574501776,0.2516713794784735,0.0028938526279560506,8.737580988638673,19.405670399385784,541.0839337529067
0,9,46.846239754183784,1,1.5202414487707614,-1.468794090177326,4.4541792581230695,1.2300926139506139,1.044433406228407,1.1831336145872946,37.388953021499795,1.0507763800451926,1.1952162701599889,4.644015260932978,0.0,2.3555934493908985,0.0028656330615675074,0.06336824574501776,0.2516713794784735,0.0028938526279560506,8.737580988638673,19.405670399385784,541.0839337529067
