Date & time,Operational demand (original),Operational demand (adjusted),Hydropower,Biomass,Solar photovoltaics,Wind,StormPower,PHES-power,Energy deficit,Energy spillage,PHES-Charge,PHES-Storage,StormPowerLoss,StormDeficit,StormStorage,StormPHES-power,StormPHES-Charge,StormSpillage,FNQ-QLD,NSW-QLD,NSW-SA,NSW-VIC,NT-SA,SA-WA,TAS-VIC
Sun -21 Jun 2020 05:00,1440.0,1440.0,1510.0,0.0,0.0,574.0,530.0,0.0,0.0,-643.0,-0.0,1548.0,43.0,0.0,1548.0,0.0,-0.0,-643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 05:30,1465.0,1465.0,1510.0,0.0,0.0,596.0,551.0,0.0,0.0,-641.0,-0.0,1548.0,45.0,0.0,1548.0,0.0,-0.0,-641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 06:00,1510.0,1510.0,1555.0,0.0,0.0,596.0,551.0,0.0,0.0,-641.0,-0.0,1548.0,45.0,0.0,1548.0,0.0,-0.0,-641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 06:30,1554.0,1554.0,1578.0,0.0,0.0,616.0,570.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 07:00,1636.0,1636.0,1661.0,0.0,0.0,616.0,570.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 07:30,1697.0,1697.0,1709.0,0.0,0.0,628.0,583.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 08:00,1782.0,1782.0,1793.0,0.0,0.0,628.0,583.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 08:30,1843.0,1843.0,1858.0,0.0,0.0,625.0,579.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 09:00,1868.0,1868.0,1884.0,0.0,0.0,625.0,579.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 09:30,1924.0,1924.0,1931.0,0.0,0.0,634.0,588.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 10:00,1926.0,1926.0,1933.0,0.0,0.0,634.0,588.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 10:30,1891.0,1891.0,1886.0,0.0,0.0,645.0,599.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 11:00,1927.0,1927.0,1923.0,0.0,0.0,645.0,599.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 11:30,1869.0,1869.0,1861.0,0.0,0.0,648.0,602.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 12:00,1857.0,1857.0,1849.0,0.0,0.0,648.0,602.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 12:30,1841.0,1841.0,1822.0,0.0,0.0,659.0,613.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 13:00,1830.0,1830.0,1812.0,0.0,0.0,659.0,613.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 13:30,1820.0,1820.0,1823.0,0.0,0.0,636.0,590.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 14:00,1868.0,1868.0,2288.0,7.0,0.0,43.0,40.0,0.0,0.0,-469.0,-0.0,1548.0,3.0,0.0,1548.0,0.0,-0.0,-469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 14:30,1850.0,1850.0,2288.0,7.0,0.0,48.0,45.0,0.0,0.0,-493.0,-0.0,1548.0,3.0,0.0,1548.0,0.0,-0.0,-493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 15:00,1866.0,1866.0,2288.0,7.0,0.0,48.0,45.0,0.0,0.0,-477.0,-0.0,1548.0,3.0,0.0,1548.0,0.0,-0.0,-477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 15:30,1873.0,1873.0,2288.0,7.0,0.0,67.0,63.0,0.0,0.0,-488.0,-0.0,1548.0,4.0,0.0,1548.0,0.0,-0.0,-488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 16:00,2034.0,2034.0,2288.0,7.0,0.0,67.0,63.0,0.0,0.0,-327.0,-0.0,1548.0,4.0,0.0,1548.0,0.0,-0.0,-327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 16:30,2005.0,2005.0,2288.0,7.0,0.0,91.0,85.0,0.0,0.0,-380.0,-0.0,1548.0,6.0,0.0,1548.0,0.0,-0.0,-380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 17:00,2135.0,2135.0,2288.0,7.0,0.0,91.0,85.0,0.0,0.0,-251.0,-0.0,1548.0,6.0,0.0,1548.0,0.0,-0.0,-251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 17:30,2112.0,2112.0,2288.0,7.0,0.0,195.0,180.0,0.0,0.0,-377.0,-0.0,1548.0,14.0,0.0,1548.0,0.0,-0.0,-377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 18:00,2077.0,2077.0,2288.0,7.0,0.0,195.0,180.0,0.0,0.0,-412.0,-0.0,1548.0,14.0,0.0,1548.0,0.0,-0.0,-412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 18:30,2017.0,2017.0,2288.0,7.0,0.0,248.0,230.0,0.0,0.0,-526.0,-0.0,1548.0,18.0,0.0,1548.0,0.0,-0.0,-526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 19:00,1931.0,1931.0,2288.0,7.0,0.0,248.0,230.0,0.0,0.0,-611.0,-0.0,1548.0,18.0,0.0,1548.0,0.0,-0.0,-611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 19:30,1849.0,1849.0,2272.0,0.0,0.0,245.0,227.0,0.0,0.0,-668.0,-0.0,1548.0,18.0,0.0,1548.0,0.0,-0.0,-668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 20:00,1835.0,1835.0,2258.0,0.0,0.0,245.0,227.0,0.0,0.0,-668.0,-0.0,1548.0,18.0,0.0,1548.0,0.0,-0.0,-668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 20:30,1802.0,1802.0,2262.0,0.0,0.0,210.0,195.0,0.0,0.0,-671.0,-0.0,1548.0,15.0,0.0,1548.0,0.0,-0.0,-671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 21:00,1728.0,1728.0,2189.0,0.0,0.0,210.0,195.0,0.0,0.0,-671.0,-0.0,1548.0,15.0,0.0,1548.0,0.0,-0.0,-671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 21:30,1671.0,1671.0,2138.0,0.0,0.0,204.0,189.0,0.0,0.0,-671.0,-0.0,1548.0,15.0,0.0,1548.0,0.0,-0.0,-671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 22:00,1637.0,1637.0,2104.0,0.0,0.0,204.0,189.0,0.0,0.0,-671.0,-0.0,1548.0,15.0,0.0,1548.0,0.0,-0.0,-671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 22:30,1567.0,1567.0,1869.0,0.0,0.0,356.0,329.0,0.0,0.0,-659.0,-0.0,1548.0,27.0,0.0,1548.0,0.0,-0.0,-659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 23:00,1545.0,1545.0,1847.0,0.0,0.0,356.0,329.0,0.0,0.0,-659.0,-0.0,1548.0,27.0,0.0,1548.0,0.0,-0.0,-659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 Jun 2020 23:30,1497.0,1497.0,1808.0,0.0,0.0,348.0,321.0,0.0,0.0,-659.0,-0.0,1548.0,27.0,0.0,1548.0,0.0,-0.0,-659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 Jun 2020 00:00,1438.0,1438.0,1406.0,0.0,0.0,673.0,627.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 Jun 2020 00:30,1420.0,1420.0,1387.0,0.0,0.0,673.0,627.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 Jun 2020 01:00,1388.0,1388.0,1355.0,0.0,0.0,673.0,627.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 Jun 2020 01:30,1393.0,1393.0,1361.0,0.0,0.0,673.0,627.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 Jun 2020 02:00,1392.0,1392.0,1360.0,0.0,0.0,673.0,627.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 Jun 2020 02:30,1395.0,1395.0,1362.0,0.0,0.0,673.0,627.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 Jun 2020 03:00,1411.0,1411.0,1379.0,0.0,0.0,673.0,627.0,0.0,0.0,-640.0,-0.0,1548.0,46.0,0.0,1548.0,0.0,-0.0,-640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
