Date & time,Operational demand (original),Operational demand (adjusted),Hydropower,Biomass,Solar photovoltaics,Wind,eventPower,PHES-power,Energy deficit,Energy spillage,PHES-Charge,PHES-Storage,eventPowerLoss,eventDeficit,eventStorage,eventPHES-power,eventPHES-Charge,eventSpillage,FNQ-QLD,NSW-QLD,NSW-SA,NSW-VIC,NT-SA,SA-WA,TAS-VIC
Sun -21 May 2028 14:30,11844.0,11844.0,2294.0,58.0,8598.0,4841.0,4555.0,0.0,0.0,-3946.0,-0.0,705735.0,286.0,0.0,705735.0,0.0,-0.0,-3946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 May 2028 15:00,11791.0,11791.0,2294.0,58.0,8598.0,4841.0,4555.0,0.0,0.0,-3999.0,-0.0,705735.0,286.0,0.0,705735.0,0.0,-0.0,-3999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 May 2028 15:30,11711.0,11711.0,2294.0,58.0,2705.0,6059.0,5680.0,596.0,0.0,0.0,-0.0,705437.0,379.0,0.0,705437.0,596.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 May 2028 16:00,13248.0,13248.0,2294.0,58.0,2705.0,6059.0,5680.0,2132.0,0.0,0.0,-0.0,704371.0,379.0,0.0,704371.0,2132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 May 2028 16:30,12224.0,12224.0,2294.0,58.0,0.0,6044.0,5649.0,3828.0,0.0,0.0,-0.0,702457.0,395.0,0.0,702457.0,3828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 May 2028 17:00,13087.0,13087.0,2294.0,58.0,0.0,6044.0,5649.0,4690.0,0.0,0.0,-0.0,700112.0,395.0,0.0,700112.0,4690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 May 2028 17:30,12586.0,12586.0,2294.0,58.0,0.0,6275.0,5869.0,3959.0,0.0,0.0,-0.0,698132.0,405.0,0.0,698132.0,3959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 May 2028 18:00,12256.0,12256.0,2294.0,58.0,0.0,6275.0,5869.0,3630.0,0.0,0.0,-0.0,696317.0,405.0,0.0,696317.0,3630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 May 2028 18:30,11614.0,11614.0,2294.0,58.0,0.0,8234.0,7735.0,1029.0,0.0,0.0,-0.0,695803.0,499.0,0.0,695803.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 May 2028 19:00,10753.0,10753.0,2294.0,58.0,0.0,8234.0,7735.0,168.0,0.0,0.0,-0.0,695719.0,499.0,0.0,695719.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 May 2028 19:30,9890.0,9890.0,2294.0,58.0,0.0,7768.0,7305.0,0.0,0.0,0.0,-230.0,695811.0,462.0,0.0,695811.0,0.0,-230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 May 2028 20:00,9776.0,9776.0,2294.0,58.0,0.0,7768.0,7305.0,0.0,0.0,0.0,-344.0,695949.0,462.0,0.0,695949.0,0.0,-344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 May 2028 20:30,9718.0,9718.0,2294.0,58.0,0.0,9901.0,9295.0,0.0,0.0,0.0,-2535.0,696963.0,606.0,0.0,696963.0,0.0,-2535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 May 2028 21:00,9050.0,9050.0,2294.0,58.0,0.0,9901.0,9295.0,0.0,0.0,0.0,-3203.0,698244.0,606.0,0.0,698244.0,0.0,-3203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 May 2028 21:30,8711.0,8711.0,2294.0,58.0,0.0,9072.0,8542.0,0.0,0.0,0.0,-2713.0,699329.0,530.0,0.0,699329.0,0.0,-2713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 May 2028 22:00,8865.0,8865.0,2294.0,58.0,0.0,9072.0,8542.0,0.0,0.0,0.0,-2559.0,700352.0,530.0,0.0,700352.0,0.0,-2559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 May 2028 22:30,8565.0,8565.0,2294.0,58.0,0.0,9387.0,8899.0,0.0,0.0,0.0,-3174.0,701622.0,488.0,0.0,701622.0,0.0,-3174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 May 2028 23:00,8667.0,8667.0,2294.0,58.0,0.0,9387.0,8899.0,0.0,0.0,0.0,-3072.0,702851.0,488.0,0.0,702851.0,0.0,-3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -21 May 2028 23:30,8879.0,8879.0,2294.0,58.0,0.0,7304.0,6860.0,0.0,0.0,0.0,-777.0,703162.0,444.0,0.0,703162.0,0.0,-777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 00:00,8447.0,8447.0,2294.0,58.0,0.0,5316.0,4957.0,779.0,0.0,0.0,-0.0,702772.0,358.0,0.0,702772.0,779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 00:30,8161.0,8161.0,2294.0,58.0,0.0,3842.0,3589.0,1967.0,0.0,0.0,-0.0,701789.0,254.0,0.0,701789.0,1967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 01:00,8014.0,8014.0,2294.0,58.0,0.0,3842.0,3589.0,1820.0,0.0,0.0,-0.0,700879.0,254.0,0.0,700879.0,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 01:30,7929.0,7929.0,2294.0,58.0,0.0,3080.0,2884.0,2497.0,0.0,0.0,-0.0,699630.0,196.0,0.0,699630.0,2497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 02:00,8031.0,8031.0,2294.0,58.0,0.0,3080.0,2884.0,2599.0,0.0,0.0,-0.0,698331.0,196.0,0.0,698331.0,2599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 02:30,7922.0,7922.0,2294.0,58.0,0.0,4535.0,4243.0,1035.0,0.0,0.0,-0.0,697813.0,292.0,0.0,697813.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 03:00,8283.0,8283.0,2294.0,58.0,0.0,4535.0,4243.0,1396.0,0.0,0.0,-0.0,697116.0,292.0,0.0,697116.0,1396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 03:30,8283.0,8283.0,2294.0,58.0,0.0,4368.0,4089.0,1564.0,0.0,0.0,-0.0,696334.0,279.0,0.0,696334.0,1564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 04:00,8773.0,8773.0,2294.0,58.0,0.0,4368.0,4089.0,2054.0,0.0,0.0,-0.0,695307.0,279.0,0.0,695307.0,2054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 04:30,9240.0,9240.0,2294.0,58.0,0.0,6077.0,5672.0,811.0,0.0,0.0,-0.0,694901.0,405.0,0.0,694901.0,811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 05:00,9860.0,9860.0,2294.0,58.0,0.0,6077.0,5672.0,1431.0,0.0,0.0,-0.0,694186.0,405.0,0.0,694186.0,1431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 05:30,10459.0,10459.0,2294.0,58.0,0.0,8639.0,8052.0,0.0,0.0,0.0,-532.0,694398.0,587.0,0.0,694398.0,0.0,-532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 06:00,11598.0,11598.0,2294.0,58.0,0.0,8639.0,8052.0,607.0,0.0,0.0,-0.0,694095.0,587.0,0.0,694095.0,607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 06:30,13032.0,13032.0,2294.0,58.0,66.0,10259.0,9534.0,354.0,0.0,0.0,-0.0,693918.0,725.0,0.0,693918.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 07:00,14085.0,14085.0,2294.0,58.0,66.0,10259.0,9534.0,1408.0,0.0,0.0,-0.0,693214.0,725.0,0.0,693214.0,1408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 07:30,15528.0,15528.0,2294.0,58.0,2815.0,15227.0,14131.0,0.0,0.0,0.0,-4865.0,695160.0,1096.0,0.0,695160.0,0.0,-4865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 08:00,15359.0,15359.0,2294.0,58.0,2815.0,15227.0,14131.0,0.0,0.0,0.0,-5034.0,697174.0,1096.0,0.0,697174.0,0.0,-5034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 08:30,15278.0,15278.0,2294.0,58.0,8523.0,16296.0,15128.0,0.0,0.0,0.0,-11893.0,701931.0,1168.0,0.0,701931.0,0.0,-11893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 09:00,13679.0,13679.0,2294.0,58.0,8523.0,16296.0,15128.0,0.0,0.0,-3983.0,-9509.0,705735.0,1168.0,0.0,705735.0,0.0,-9509.0,-3983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 09:30,12842.0,12842.0,0.0,0.0,10488.0,17176.0,15943.0,0.0,0.0,-14822.0,-0.0,705735.0,1233.0,0.0,705735.0,0.0,-0.0,-14822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 10:00,12546.0,12546.0,0.0,0.0,10488.0,17176.0,15943.0,0.0,0.0,-15118.0,-0.0,705735.0,1233.0,0.0,705735.0,0.0,-0.0,-15118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 10:30,12050.0,12050.0,870.0,0.0,7851.0,17306.0,16057.0,0.0,0.0,-13976.0,-0.0,705735.0,1249.0,0.0,705735.0,0.0,-0.0,-13976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 11:00,12375.0,12375.0,1194.0,0.0,7851.0,17306.0,16057.0,0.0,0.0,-13976.0,-0.0,705735.0,1249.0,0.0,705735.0,0.0,-0.0,-13976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 11:30,12065.0,12065.0,1388.0,0.0,8147.0,16560.0,15366.0,0.0,0.0,-14030.0,-0.0,705735.0,1195.0,0.0,705735.0,0.0,-0.0,-14030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -22 May 2028 12:00,12436.0,12436.0,1760.0,0.0,8147.0,16560.0,15366.0,0.0,0.0,-14030.0,-0.0,705735.0,1195.0,0.0,705735.0,0.0,-0.0,-14030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
