Date & time,Operational demand (original),Operational demand (adjusted),Hydropower,Biomass,Solar photovoltaics,Wind,eventPower,PHES-power,Energy deficit,Energy spillage,PHES-Charge,PHES-Storage,eventPowerLoss,eventDeficit,eventStorage,eventPHES-power,eventPHES-Charge,eventSpillage,FNQ-QLD,NSW-QLD,NSW-SA,NSW-VIC,NT-SA,SA-WA,TAS-VIC
Wed -17 May 2028 12:00,11293.0,11293.0,2294.0,58.0,14440.0,7459.0,6965.0,0.0,0.0,-12958.0,-0.0,705735.0,494.0,0.0,705735.0,0.0,-0.0,-12958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 12:30,11052.0,11052.0,2294.0,58.0,13753.0,9301.0,8734.0,0.0,0.0,-14353.0,-0.0,705735.0,568.0,0.0,705735.0,0.0,-0.0,-14353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 13:00,11329.0,11329.0,2294.0,58.0,13753.0,9301.0,8734.0,0.0,0.0,-14076.0,-0.0,705735.0,568.0,0.0,705735.0,0.0,-0.0,-14076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 13:30,11260.0,11260.0,2294.0,58.0,12462.0,10174.0,9604.0,0.0,0.0,-13729.0,-0.0,705735.0,570.0,0.0,705735.0,0.0,-0.0,-13729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 14:00,12269.0,12269.0,2294.0,58.0,12462.0,11099.0,10671.0,0.0,0.0,-13644.0,-0.0,705735.0,428.0,0.0,705735.0,0.0,-0.0,-13644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 14:30,12658.0,12658.0,2294.0,58.0,9705.0,10858.0,10446.0,0.0,0.0,-10256.0,-0.0,705735.0,412.0,0.0,705735.0,0.0,-0.0,-10256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 15:00,13618.0,13618.0,2294.0,58.0,9705.0,10858.0,10446.0,0.0,0.0,-9296.0,-0.0,705735.0,412.0,0.0,705735.0,0.0,-0.0,-9296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 15:30,14122.0,14122.0,2294.0,58.0,3647.0,8462.0,8104.0,0.0,0.0,-340.0,-0.0,705735.0,357.0,0.0,705735.0,0.0,-0.0,-340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 16:00,14650.0,14650.0,2294.0,58.0,3647.0,8462.0,8104.0,188.0,0.0,0.0,-0.0,705641.0,357.0,0.0,705641.0,188.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 16:30,14514.0,14514.0,2294.0,58.0,0.0,5992.0,5742.0,6170.0,0.0,0.0,-0.0,702556.0,250.0,0.0,702556.0,6170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 17:00,15000.0,15000.0,2294.0,58.0,0.0,5992.0,5742.0,6656.0,0.0,0.0,-0.0,699228.0,250.0,0.0,699228.0,6656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 17:30,14944.0,14944.0,2294.0,58.0,0.0,5205.0,5000.0,7388.0,0.0,0.0,-0.0,695534.0,205.0,0.0,695534.0,7388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 18:00,14175.0,14175.0,2294.0,58.0,0.0,5205.0,5000.0,6618.0,0.0,0.0,-0.0,692225.0,205.0,0.0,692225.0,6618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 18:30,12892.0,12892.0,2294.0,58.0,0.0,5579.0,5324.0,4962.0,0.0,0.0,-0.0,689744.0,255.0,0.0,689744.0,4962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 19:00,11826.0,11826.0,2294.0,58.0,0.0,5579.0,5324.0,3895.0,0.0,0.0,-0.0,687796.0,255.0,0.0,687796.0,3895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 19:30,10863.0,10863.0,2294.0,58.0,0.0,5964.0,5645.0,2547.0,0.0,0.0,-0.0,686523.0,319.0,0.0,686523.0,2547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 20:00,10124.0,10124.0,2294.0,58.0,0.0,5964.0,5645.0,1808.0,0.0,0.0,-0.0,685619.0,319.0,0.0,685619.0,1808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 20:30,9849.0,9849.0,2294.0,58.0,0.0,5500.0,5236.0,1997.0,0.0,0.0,-0.0,684620.0,264.0,0.0,684620.0,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 21:00,9423.0,9423.0,2294.0,58.0,0.0,5500.0,5236.0,1571.0,0.0,0.0,-0.0,683835.0,264.0,0.0,683835.0,1571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 21:30,9041.0,9041.0,2294.0,58.0,0.0,4970.0,4714.0,1719.0,0.0,0.0,-0.0,682976.0,256.0,0.0,682976.0,1719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wed -17 May 2028 22:00,8591.0,8591.0,2294.0,58.0,0.0,4970.0,4714.0,1268.0,0.0,0.0,-0.0,682341.0,256.0,0.0,682341.0,1268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
