alt,origfunc,HSJ func,dvar,dvar,dvar,dvar
4,113.55231391833544,0.9999703704450152,0.12159962200000152,0.07336453999694825,0.07377864000000045,1.6659515739997914
4,113.55231391833544,0.9999703704450152,0.12159962200000152,0.07336453999694825,0.07377864000000045,1.6659515739997914
4,113.55231391833544,0.9999703704450152,0.12159962200000152,0.07336453999694825,0.07377864000000045,1.6659515739997914
4,113.55231391833544,0.9999703704450152,0.12159962200000152,0.07336453999694825,0.07377864000000045,1.6659515739997914
4,113.55231391833544,0.9999703704450152,0.12159962200000152,0.07336453999694825,0.07377864000000045,1.6659515739997914
4,113.55231391833544,0.9999703704450152,0.12159962200000152,0.07336453999694825,0.07377864000000045,1.6659515739997914
4,113.55231391833544,0.9999703704450152,0.12159962200000152,0.07336453999694825,0.07377864000000045,1.6659515739997914
4,113.55231391833544,0.9999703704450152,0.12159962200000152,0.07336453999694825,0.07377864000000045,1.6659515739997914
4,113.55231391833544,0.9999703704450152,0.12159962200000152,0.07336453999694825,0.07377864000000045,1.6659515739997914
4,113.55231391833544,0.9999703704450152,0.12159962200000152,0.07336453999694825,0.07377864000000045,1.6659515739997914
4,113.55231391833544,0.9999703704450152,0.12159962200000152,0.07336453999694825,0.07377864000000045,1.6659515739997914
4,113.55231391833544,0.9999703704450152,0.12159962200000152,0.07336453999694825,0.07377864000000045,1.6659515739997914
4,113.55231391833544,0.9999703704450152,0.12159962200000152,0.07336453999694825,0.07377864000000045,1.6659515739997914
4,113.55231391833544,0.9999703704450152,0.12159962200000152,0.07336453999694825,0.07377864000000045,1.6659515739997914
4,113.55231391833544,0.9999703704450152,0.12159962200000152,0.07336453999694825,0.07377864000000045,1.6659515739997914
4,111.89487991398313,0.9999206895730048,0.13392029829977048,0.06389721990074193,0.07377864000000045,1.6659515739997914
4,111.89487991398313,0.9999206895730048,0.13392029829977048,0.06389721990074193,0.07377864000000045,1.6659515739997914
4,111.89487991398313,0.9999206895730048,0.13392029829977048,0.06389721990074193,0.07377864000000045,1.6659515739997914
4,120.10848304139233,0.9998353802995921,0.11858589134486408,0.06284015062466963,0.08991836689149224,2.5827490299338933
4,120.10848304139233,0.9998353802995921,0.11858589134486408,0.06284015062466963,0.08991836689149224,2.5827490299338933
4,120.10848304139233,0.9998353802995921,0.11858589134486408,0.06284015062466963,0.08991836689149224,2.5827490299338933
4,120.10848304139233,0.9998353802995921,0.11858589134486408,0.06284015062466963,0.08991836689149224,2.5827490299338933
4,120.10848304139233,0.9998353802995921,0.11858589134486408,0.06284015062466963,0.08991836689149224,2.5827490299338933
4,119.34469032367015,0.9997193609013231,0.130802662088513,0.05339884104889947,0.09783910353758785,2.5478036730237363
4,115.94170241021747,0.9996448818398179,0.14155843764622134,0.04923336204291573,0.10204714436530438,2.1243503019668424
4,115.94170241021747,0.9996448818398179,0.14155843764622134,0.04923336204291573,0.10204714436530438,2.1243503019668424
4,119.85083784562228,0.9996035049223462,0.1617522640459157,0.046240669939194845,0.08539146488638494,2.2992205907503376
4,119.6687526293229,0.999580298179062,0.16817383353893334,0.04871179249217761,0.08974863251375709,1.9324852144336546
4,119.6687526293229,0.999580298179062,0.16817383353893334,0.04871179249217761,0.08974863251375709,1.9324852144336546
4,119.6687526293229,0.999580298179062,0.16817383353893334,0.04871179249217761,0.08974863251375709,1.9324852144336546
4,119.6687526293229,0.999580298179062,0.16817383353893334,0.04871179249217761,0.08974863251375709,1.9324852144336546
4,119.82646923517188,0.999577233326818,0.16817383353893334,0.04829432628333663,0.08958481012633612,1.9684219673195003
4,119.82646923517188,0.999577233326818,0.16817383353893334,0.04829432628333663,0.08958481012633612,1.9684219673195003
4,119.82646923517188,0.999577233326818,0.16817383353893334,0.04829432628333663,0.08958481012633612,1.9684219673195003
4,119.82646923517188,0.999577233326818,0.16817383353893334,0.04829432628333663,0.08958481012633612,1.9684219673195003
4,119.82646923517188,0.999577233326818,0.16817383353893334,0.04829432628333663,0.08958481012633612,1.9684219673195003
4,119.82646923517188,0.999577233326818,0.16817383353893334,0.04829432628333663,0.08958481012633612,1.9684219673195003
4,119.66081463247414,0.9995497443442714,0.17993557947385952,0.047196559564124385,0.08416662804739516,1.7742038363048778
4,119.66081463247414,0.9995497443442714,0.17993557947385952,0.047196559564124385,0.08416662804739516,1.7742038363048778
4,119.66081463247414,0.9995497443442714,0.17993557947385952,0.047196559564124385,0.08416662804739516,1.7742038363048778
4,119.66081463247414,0.9995497443442714,0.17993557947385952,0.047196559564124385,0.08416662804739516,1.7742038363048778
4,118.76496469362976,0.9995277106318192,0.16822299871551039,0.04534080040915356,0.09697734214633513,1.9191689911199319
4,118.76496469362976,0.9995277106318192,0.16822299871551039,0.04534080040915356,0.09697734214633513,1.9191689911199319
4,118.76496469362976,0.9995277106318192,0.16822299871551039,0.04534080040915356,0.09697734214633513,1.9191689911199319
4,118.76496469362976,0.9995277106318192,0.16822299871551039,0.04534080040915356,0.09697734214633513,1.9191689911199319
4,118.76496469362976,0.9995277106318192,0.16822299871551039,0.04534080040915356,0.09697734214633513,1.9191689911199319
4,118.76496469362976,0.9995277106318192,0.16822299871551039,0.04534080040915356,0.09697734214633513,1.9191689911199319
4,118.76496469362976,0.9995277106318192,0.16822299871551039,0.04534080040915356,0.09697734214633513,1.9191689911199319
4,119.61191728629929,0.9995222134634743,0.15420261285959214,0.04829432628333663,0.11455376948262597,1.9684219673195003
4,119.6977672370104,0.9994940117883998,0.16176549646374383,0.04829432628333663,0.11455376948262597,1.7761671083931105
4,119.6977672370104,0.9994940117883998,0.16176549646374383,0.04829432628333663,0.11455376948262597,1.7761671083931105
4,119.6977672370104,0.9994940117883998,0.16176549646374383,0.04829432628333663,0.11455376948262597,1.7761671083931105
4,120.01590598135569,0.999472516995381,0.16915018288767314,0.047196559564124385,0.11101862142487562,1.7114207221547986
4,120.01590598135569,0.999472516995381,0.16915018288767314,0.047196559564124385,0.11101862142487562,1.7114207221547986
4,120.01590598135569,0.999472516995381,0.16915018288767314,0.047196559564124385,0.11101862142487562,1.7114207221547986
4,120.01590598135569,0.999472516995381,0.16915018288767314,0.047196559564124385,0.11101862142487562,1.7114207221547986
4,120.0642014921402,0.9994567501101294,0.17193903637388885,0.044933921431947965,0.10833104316497355,1.790434192016619
4,120.0642014921402,0.9994567501101294,0.17193903637388885,0.044933921431947965,0.10833104316497355,1.790434192016619
4,120.0642014921402,0.9994567501101294,0.17193903637388885,0.044933921431947965,0.10833104316497355,1.790434192016619
4,119.62390470494994,0.99943586663244,0.17076452978107426,0.04352148736519368,0.11217553292568283,1.799766037090194
4,119.62390470494994,0.99943586663244,0.17076452978107426,0.04352148736519368,0.11217553292568283,1.799766037090194
4,119.62390470494994,0.99943586663244,0.17076452978107426,0.04352148736519368,0.11217553292568283,1.799766037090194
4,119.62390470494994,0.99943586663244,0.17076452978107426,0.04352148736519368,0.11217553292568283,1.799766037090194
4,119.62390470494994,0.99943586663244,0.17076452978107426,0.04352148736519368,0.11217553292568283,1.799766037090194
4,119.62390470494994,0.99943586663244,0.17076452978107426,0.04352148736519368,0.11217553292568283,1.799766037090194
4,119.62390470494994,0.99943586663244,0.17076452978107426,0.04352148736519368,0.11217553292568283,1.799766037090194
4,119.62390470494994,0.99943586663244,0.17076452978107426,0.04352148736519368,0.11217553292568283,1.799766037090194
4,119.62390470494994,0.99943586663244,0.17076452978107426,0.04352148736519368,0.11217553292568283,1.799766037090194
4,119.62390470494994,0.99943586663244,0.17076452978107426,0.04352148736519368,0.11217553292568283,1.799766037090194
4,119.81881215740266,0.9994348528970244,0.17099018017704637,0.043927221647766856,0.11273134597378487,1.7824539522848681
4,110.08418386170143,0.9997174264485122,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,0.9997174264485122,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,0.9997174264485122,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,0.9997174264485122,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,0.9997174264485122,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,0.9997174264485122,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,0.9997174264485122,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,0.9997174264485122,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,0.9997174264485122,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,0.9997174264485122,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,0.9997174264485122,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,0.9997174264485122,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,0.9997174264485122,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,0.9997174264485122,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
