alt,origfunc,HSJ func,dvar,dvar,dvar,dvar
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,110.08418386170143,1.0,0.12159962200000152,0.06743862900000153,0.07377864000000045,1.6659515739997914
4,113.55231391833544,0.9999703704450152,0.12159962200000152,0.07336453999694825,0.07377864000000045,1.6659515739997914
4,113.55231391833544,0.9999703704450152,0.12159962200000152,0.07336453999694825,0.07377864000000045,1.6659515739997914
