Date & time,Operational demand (original),Operational demand (adjusted),Hydropower,Biomass,Solar photovoltaics,Wind,eventPower,PHES-power,Energy deficit,Energy spillage,PHES-Charge,PHES-Storage,eventPowerLoss,eventDeficit,eventStorage,eventPHES-power,eventPHES-Charge,eventSpillage,FNQ-QLD,NSW-QLD,NSW-SA,NSW-VIC,NT-SA,SA-WA,TAS-VIC
Mon -21 Jun 2027 01:00,11346.0,11346.0,2419.0,129.0,0.0,9837.0,9807.0,0.0,0.0,0.0,-1039.0,245919.0,30.0,0.0,245919.0,0.0,-1039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -21 Jun 2027 01:30,11131.0,11131.0,2419.0,129.0,0.0,9840.0,9815.0,0.0,0.0,0.0,-1257.0,246422.0,25.0,0.0,246422.0,0.0,-1257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -21 Jun 2027 02:00,10823.0,10823.0,2419.0,129.0,0.0,9840.0,9815.0,0.0,0.0,0.0,-1565.0,247048.0,25.0,0.0,247048.0,0.0,-1565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -21 Jun 2027 02:30,10589.0,10589.0,2419.0,129.0,0.0,11894.0,11867.0,0.0,0.0,0.0,-3853.0,248589.0,27.0,0.0,248589.0,0.0,-3853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -21 Jun 2027 03:00,10571.0,10571.0,2419.0,129.0,0.0,11894.0,11867.0,0.0,0.0,0.0,-3871.0,250138.0,27.0,0.0,250138.0,0.0,-3871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -21 Jun 2027 03:30,10505.0,10505.0,2419.0,129.0,0.0,12224.0,12201.0,0.0,0.0,0.0,-4267.0,251845.0,23.0,0.0,251845.0,0.0,-4267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -21 Jun 2027 04:00,10824.0,10824.0,2419.0,129.0,0.0,12224.0,12201.0,0.0,0.0,0.0,-3948.0,253424.0,23.0,0.0,253424.0,0.0,-3948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -21 Jun 2027 04:30,11421.0,11421.0,2419.0,129.0,0.0,12728.0,12702.0,0.0,0.0,0.0,-3855.0,254966.0,26.0,0.0,254966.0,0.0,-3855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -21 Jun 2027 05:00,12386.0,12386.0,2419.0,129.0,0.0,12728.0,12702.0,0.0,0.0,0.0,-2890.0,256122.0,26.0,0.0,256122.0,0.0,-2890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -21 Jun 2027 05:30,13370.0,13370.0,2419.0,129.0,0.0,12742.0,12711.0,0.0,0.0,0.0,-1920.0,256890.0,31.0,0.0,256890.0,0.0,-1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -21 Jun 2027 06:00,15101.0,15101.0,2419.0,129.0,0.0,12742.0,12711.0,0.0,0.0,0.0,-189.0,256966.0,31.0,0.0,256966.0,0.0,-189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -21 Jun 2027 06:30,17125.0,17125.0,2419.0,129.0,13644.0,12959.0,12918.0,0.0,0.0,0.0,-12026.0,261776.0,40.0,0.0,261776.0,0.0,-12026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
