Date & time,Operational demand (original),Operational demand (adjusted),Hydropower,Biomass,Solar photovoltaics,Wind,StormPower,PHES-power,Energy deficit,Energy spillage,PHES-Charge,PHES-Storage,StormPowerLoss,StormDeficit,StormStorage,StormPHES-power,StormPHES-Charge,StormSpillage,FNQ-QLD,NSW-QLD,NSW-SA,NSW-VIC,NT-SA,SA-WA,TAS-VIC
Sat -03 Jun 2028 20:00,39766.0,39766.0,7173.0,609.0,0.0,22323.0,22300.0,9661.0,0.0,0.0,-0.0,159629.0,23.0,0.0,159629.0,9661.0,0.0,-401488.0,0.0,-6067.0,-4122.0,7176.0,0.0,0.0,793.0
Sat -03 Jun 2028 20:30,39083.0,39083.0,7173.0,609.0,0.0,28796.0,28767.0,2506.0,0.0,0.0,-0.0,158376.0,29.0,0.0,158376.0,2506.0,0.0,-396567.0,0.0,-8223.0,-1270.0,7747.0,0.0,0.0,739.0
Sat -03 Jun 2028 21:00,37197.0,37197.0,7173.0,609.0,0.0,28796.0,28767.0,620.0,0.0,0.0,-0.0,158067.0,29.0,0.0,158067.0,620.0,0.0,-395321.0,0.0,-8270.0,-557.0,7532.0,0.0,0.0,760.0
Sat -03 Jun 2028 21:30,36065.0,36065.0,7173.0,609.0,0.0,35817.0,35788.0,0.0,0.0,0.0,-7534.0,161080.0,30.0,0.0,161080.0,0.0,-7534.0,-395166.0,0.0,-11826.0,2533.0,8128.0,0.0,0.0,703.0
Sat -03 Jun 2028 22:00,36966.0,36966.0,7173.0,609.0,0.0,35817.0,35788.0,0.0,0.0,0.0,-6633.0,163733.0,30.0,0.0,163733.0,0.0,-6633.0,-402701.0,0.0,-11936.0,2069.0,8539.0,0.0,0.0,702.0
Sat -03 Jun 2028 22:30,35747.0,35747.0,7173.0,609.0,0.0,39343.0,39313.0,0.0,0.0,0.0,-11377.0,168284.0,30.0,0.0,168284.0,0.0,-11377.0,-409333.0,0.0,-12930.0,4062.0,8857.0,0.0,0.0,703.0
Sat -03 Jun 2028 23:00,35493.0,35493.0,7173.0,609.0,0.0,39343.0,39313.0,0.0,0.0,0.0,-11631.0,172937.0,30.0,0.0,172937.0,0.0,-11631.0,-420711.0,0.0,-13031.0,4045.0,9101.0,0.0,0.0,737.0
Sat -03 Jun 2028 23:30,36259.0,36259.0,7173.0,609.0,0.0,39291.0,39257.0,0.0,0.0,0.0,-10813.0,177262.0,34.0,0.0,177262.0,0.0,-10813.0,-432341.0,0.0,-14932.0,4002.0,9186.0,0.0,0.0,776.0
Sun -04 Jun 2028 00:00,35442.0,35442.0,7173.0,609.0,0.0,22584.0,22544.0,5077.0,0.0,0.0,-0.0,174724.0,40.0,0.0,174724.0,5077.0,0.0,-438078.0,0.0,-6342.0,-2863.0,6818.0,0.0,0.0,973.0
Sun -04 Jun 2028 00:30,34269.0,34269.0,7173.0,609.0,0.0,23986.0,23946.0,2502.0,0.0,0.0,-0.0,173473.0,40.0,0.0,173473.0,2502.0,0.0,-434307.0,0.0,-4963.0,-1891.0,6807.0,0.0,0.0,971.0
Sun -04 Jun 2028 01:00,32848.0,32848.0,7173.0,609.0,0.0,23986.0,23946.0,1081.0,0.0,0.0,-0.0,172932.0,40.0,0.0,172932.0,1081.0,0.0,-432601.0,0.0,-4991.0,-1447.0,6621.0,0.0,0.0,984.0
Sun -04 Jun 2028 01:30,32958.0,32958.0,7173.0,609.0,0.0,26618.0,26579.0,0.0,0.0,0.0,-1441.0,173509.0,38.0,0.0,173509.0,0.0,-1441.0,-432331.0,0.0,-6688.0,-298.0,7018.0,0.0,0.0,950.0
Sun -04 Jun 2028 02:00,32489.0,32489.0,7173.0,609.0,0.0,26618.0,26579.0,0.0,0.0,0.0,-1910.0,174273.0,38.0,0.0,174273.0,0.0,-1910.0,-433772.0,0.0,-6717.0,-171.0,7158.0,0.0,0.0,944.0
Sun -04 Jun 2028 02:30,31843.0,31843.0,7173.0,609.0,0.0,25385.0,25345.0,0.0,0.0,0.0,-1323.0,174802.0,40.0,0.0,174802.0,0.0,-1323.0,-435682.0,0.0,-4467.0,-498.0,6847.0,0.0,0.0,961.0
Sun -04 Jun 2028 03:00,31514.0,31514.0,7173.0,609.0,0.0,25385.0,25345.0,0.0,0.0,0.0,-1653.0,175463.0,40.0,0.0,175463.0,0.0,-1653.0,-437005.0,0.0,-4457.0,-409.0,6830.0,0.0,0.0,955.0
Sun -04 Jun 2028 03:30,31087.0,31087.0,7173.0,609.0,0.0,29246.0,29204.0,0.0,0.0,0.0,-5940.0,177839.0,41.0,0.0,177839.0,0.0,-5940.0,-438658.0,0.0,-8350.0,1368.0,7267.0,0.0,0.0,874.0
Sun -04 Jun 2028 04:00,31332.0,31332.0,7173.0,609.0,0.0,29246.0,29204.0,0.0,0.0,0.0,-5695.0,180117.0,41.0,0.0,180117.0,0.0,-5695.0,-444597.0,0.0,-8256.0,1230.0,7281.0,0.0,0.0,863.0
Sun -04 Jun 2028 04:30,31767.0,31767.0,7173.0,609.0,0.0,21859.0,21820.0,2127.0,0.0,0.0,-0.0,179054.0,40.0,0.0,179054.0,2127.0,0.0,-448166.0,0.0,-2585.0,-1916.0,6420.0,0.0,0.0,955.0
Sun -04 Jun 2028 05:00,32766.0,32766.0,7173.0,609.0,0.0,21859.0,21820.0,3125.0,0.0,0.0,-0.0,177491.0,40.0,0.0,177491.0,3125.0,0.0,-444509.0,0.0,-2613.0,-2282.0,6599.0,0.0,0.0,935.0
Sun -04 Jun 2028 05:30,32575.0,32575.0,7173.0,609.0,0.0,22302.0,22260.0,2492.0,0.0,0.0,-0.0,176245.0,42.0,0.0,176245.0,2492.0,0.0,-441236.0,0.0,-3547.0,-1927.0,6569.0,0.0,0.0,899.0
Sun -04 Jun 2028 06:00,34061.0,34061.0,7173.0,609.0,0.0,22302.0,22260.0,3978.0,0.0,0.0,-0.0,174256.0,42.0,0.0,174256.0,3978.0,0.0,-436635.0,0.0,-3611.0,-2493.0,6872.0,0.0,0.0,886.0
Sun -04 Jun 2028 06:30,35403.0,35403.0,7173.0,609.0,17864.0,21830.0,21785.0,0.0,0.0,0.0,-12072.0,179085.0,45.0,0.0,179085.0,0.0,-12072.0,-435641.0,0.0,-953.0,4162.0,9460.0,0.0,0.0,628.0
Sun -04 Jun 2028 07:00,36489.0,36489.0,7173.0,609.0,17864.0,21830.0,21785.0,0.0,0.0,0.0,-10986.0,183480.0,45.0,0.0,183480.0,0.0,-10986.0,-447713.0,0.0,-1033.0,3852.0,9636.0,0.0,0.0,578.0
Sun -04 Jun 2028 07:30,37346.0,37346.0,7173.0,609.0,41456.0,19638.0,19603.0,0.0,0.0,0.0,-31530.0,196092.0,35.0,0.0,196092.0,0.0,-31530.0,-458699.0,0.0,2727.0,1499.0,11546.0,0.0,0.0,181.0
Sun -04 Jun 2028 08:00,37896.0,37896.0,7173.0,609.0,41456.0,19638.0,19603.0,0.0,0.0,0.0,-30980.0,208484.0,35.0,0.0,208484.0,0.0,-30980.0,-490229.0,0.0,2890.0,1328.0,11219.0,0.0,0.0,137.0
Sun -04 Jun 2028 08:30,38755.0,38755.0,7173.0,609.0,50520.0,14892.0,14871.0,0.0,0.0,0.0,-34439.0,222259.0,21.0,0.0,222259.0,0.0,-34439.0,-521209.0,0.0,7198.0,-3748.0,12378.0,0.0,0.0,39.0
Sun -04 Jun 2028 09:00,39183.0,39183.0,7173.0,609.0,50520.0,14892.0,14871.0,0.0,0.0,0.0,-34011.0,235864.0,21.0,0.0,235864.0,0.0,-34011.0,-555648.0,0.0,7638.0,-3913.0,11858.0,0.0,0.0,63.0
Sun -04 Jun 2028 09:30,40903.0,40903.0,7173.0,609.0,54127.0,13933.0,13913.0,0.0,0.0,0.0,-34938.0,249839.0,20.0,0.0,249839.0,0.0,-34938.0,-589660.0,0.0,9817.0,-4799.0,11968.0,0.0,0.0,43.0
Sun -04 Jun 2028 10:00,41463.0,41463.0,7173.0,609.0,54127.0,13933.0,13913.0,0.0,0.0,0.0,-34378.0,263590.0,20.0,0.0,263590.0,0.0,-34378.0,-624598.0,0.0,10097.0,-4922.0,11670.0,0.0,0.0,79.0
Sun -04 Jun 2028 10:30,40483.0,40483.0,7173.0,609.0,56600.0,12290.0,12270.0,0.0,0.0,0.0,-36189.0,278066.0,20.0,0.0,278066.0,0.0,-36189.0,-658976.0,0.0,11294.0,-4280.0,11313.0,0.0,0.0,116.0
Sun -04 Jun 2028 11:00,41916.0,41916.0,7173.0,609.0,56600.0,12290.0,12270.0,0.0,0.0,0.0,-34756.0,291968.0,20.0,0.0,291968.0,0.0,-34756.0,-695165.0,0.0,11343.0,-4938.0,11584.0,0.0,0.0,115.0
Sun -04 Jun 2028 11:30,41544.0,41544.0,7173.0,609.0,55672.0,11990.0,11973.0,0.0,0.0,0.0,-33900.0,305528.0,18.0,0.0,305528.0,0.0,-33900.0,-729920.0,0.0,10706.0,-4776.0,11240.0,0.0,0.0,195.0
Sun -04 Jun 2028 12:00,41008.0,41008.0,7173.0,609.0,55672.0,11990.0,11973.0,0.0,0.0,0.0,-34435.0,319302.0,18.0,0.0,319302.0,0.0,-34435.0,-763820.0,0.0,10849.0,-4633.0,10895.0,0.0,0.0,247.0
Sun -04 Jun 2028 12:30,41160.0,41160.0,7173.0,609.0,50413.0,13042.0,13025.0,0.0,0.0,0.0,-30077.0,331333.0,18.0,0.0,331333.0,0.0,-30077.0,-798255.0,0.0,8468.0,-5580.0,10330.0,0.0,0.0,328.0
Sun -04 Jun 2028 13:00,41015.0,41015.0,7173.0,609.0,50413.0,13042.0,13025.0,0.0,0.0,0.0,-30221.0,343421.0,18.0,0.0,343421.0,0.0,-30221.0,-828332.0,0.0,8557.0,-5575.0,10169.0,0.0,0.0,354.0
Sun -04 Jun 2028 13:30,41131.0,41131.0,7173.0,609.0,48706.0,14539.0,14520.0,0.0,0.0,0.0,-29896.0,355379.0,19.0,0.0,355379.0,0.0,-29896.0,-858553.0,0.0,7211.0,-4487.0,10181.0,0.0,0.0,370.0
Sun -04 Jun 2028 14:00,42671.0,42671.0,7173.0,609.0,48706.0,7390.0,7351.0,0.0,0.0,0.0,-21207.0,363862.0,39.0,0.0,363862.0,0.0,-21207.0,-888448.0,0.0,12907.0,-8637.0,8916.0,0.0,0.0,478.0
Sun -04 Jun 2028 14:30,42530.0,42530.0,7173.0,609.0,37004.0,7931.0,7888.0,0.0,0.0,0.0,-10186.0,367937.0,43.0,0.0,367937.0,0.0,-10186.0,-909655.0,0.0,10255.0,-10780.0,7684.0,0.0,0.0,636.0
Sun -04 Jun 2028 15:00,42944.0,42944.0,7173.0,609.0,37004.0,7931.0,7888.0,0.0,0.0,0.0,-9772.0,371846.0,43.0,0.0,371846.0,0.0,-9772.0,-919841.0,0.0,10220.0,-10960.0,7755.0,0.0,0.0,604.0
Sun -04 Jun 2028 15:30,42787.0,42787.0,7173.0,609.0,12116.0,8313.0,8273.0,14576.0,0.0,0.0,-0.0,364558.0,41.0,0.0,364558.0,14576.0,0.0,-915038.0,0.0,4301.0,-15508.0,5804.0,0.0,0.0,905.0
Sun -04 Jun 2028 16:00,48413.0,48413.0,7173.0,609.0,12116.0,8313.0,8273.0,20202.0,0.0,0.0,-0.0,354457.0,41.0,0.0,354457.0,20202.0,0.0,-891192.0,0.0,4190.0,-17704.0,7214.0,0.0,0.0,794.0
Sun -04 Jun 2028 16:30,46107.0,46107.0,7173.0,609.0,0.0,9583.0,9545.0,28743.0,0.0,0.0,-0.0,340085.0,38.0,0.0,340085.0,28743.0,0.0,-857399.0,0.0,288.0,-11216.0,5395.0,0.0,0.0,958.0
Sun -04 Jun 2028 17:00,49652.0,49652.0,7173.0,609.0,0.0,9583.0,9545.0,32287.0,0.0,0.0,-0.0,323942.0,38.0,0.0,323942.0,32287.0,0.0,-817926.0,0.0,170.0,-12843.0,6601.0,0.0,0.0,851.0
Sun -04 Jun 2028 17:30,48479.0,48479.0,7173.0,609.0,0.0,15703.0,15660.0,24995.0,0.0,0.0,-0.0,311444.0,43.0,0.0,311444.0,24995.0,0.0,-784860.0,0.0,-3169.0,-9678.0,6974.0,0.0,0.0,833.0
Sun -04 Jun 2028 18:00,47570.0,47570.0,7173.0,609.0,0.0,15703.0,15660.0,24086.0,0.0,0.0,-0.0,299402.0,43.0,0.0,299402.0,24086.0,0.0,-754525.0,0.0,-3202.0,-9386.0,6941.0,0.0,0.0,853.0
Sun -04 Jun 2028 18:30,45534.0,45534.0,7173.0,609.0,0.0,21549.0,21505.0,16203.0,0.0,0.0,-0.0,291300.0,45.0,0.0,291300.0,16203.0,0.0,-732301.0,0.0,-6745.0,-6134.0,7253.0,0.0,0.0,901.0
Sun -04 Jun 2028 19:00,42872.0,42872.0,7173.0,609.0,0.0,21549.0,21505.0,13541.0,0.0,0.0,-0.0,284529.0,45.0,0.0,284529.0,13541.0,0.0,-714709.0,0.0,-6719.0,-5193.0,6788.0,0.0,0.0,904.0
Sun -04 Jun 2028 19:30,40006.0,40006.0,7173.0,609.0,0.0,29201.0,29156.0,3024.0,0.0,0.0,-0.0,283017.0,45.0,0.0,283017.0,3024.0,0.0,-708300.0,0.0,-12618.0,-1377.0,7280.0,0.0,0.0,774.0
