5.097679926687241903e-01,2.576502494288224199e+00,1.118859258594330441e+00,1.217470800574126599e+00,4.664756132103864417e+00,2.317745124392757816e+00,9.611771607691999009e-01,3.486313402837186715e+00,8.599455393780885970e-02,1.046337229338270447e+00,3.193522078883574977e-01,3.047639821852143882e-01,8.060798020819390786e-01,3.056976529994148706e+00,7.140996915012614465e+00,7.595137653259325816e+01
5.097679926687241903e-01,2.576502494288224199e+00,1.118859258594330441e+00,1.217470800574126599e+00,4.664756132103864417e+00,2.317745124392757816e+00,9.611771607691999009e-01,3.486313402837186715e+00,8.599455393780885970e-02,1.046337229338270447e+00,3.193522078883574977e-01,3.047639821852143882e-01,8.060798020819390786e-01,3.056976529994148706e+00,7.140996915012614465e+00,7.595137653259325816e+01
5.097679926687241903e-01,2.576502494288224199e+00,1.118859258594330441e+00,1.217470800574126599e+00,4.664756132103864417e+00,2.317745124392757816e+00,9.611771607691999009e-01,3.486313402837186715e+00,8.599455393780885970e-02,1.046337229338270447e+00,3.193522078883574977e-01,3.047639821852143882e-01,8.060798020819390786e-01,3.056976529994148706e+00,7.140996915012614465e+00,7.595137653259325816e+01
5.097679926687241903e-01,2.576502494288224199e+00,1.118859258594330441e+00,1.217470800574126599e+00,4.664756132103864417e+00,2.317745124392757816e+00,9.611771607691999009e-01,3.486313402837186715e+00,8.599455393780885970e-02,1.046337229338270447e+00,3.193522078883574977e-01,3.047639821852143882e-01,8.060798020819390786e-01,3.056976529994148706e+00,7.140996915012614465e+00,7.595137653259325816e+01
5.097679926687241903e-01,2.576502494288224199e+00,1.118859258594330441e+00,1.217470800574126599e+00,4.664756132103864417e+00,2.317745124392757816e+00,9.611771607691999009e-01,3.486313402837186715e+00,8.599455393780885970e-02,1.046337229338270447e+00,3.193522078883574977e-01,3.047639821852143882e-01,8.060798020819390786e-01,3.056976529994148706e+00,7.140996915012614465e+00,7.595137653259325816e+01
5.097679926687241903e-01,2.576502494288224199e+00,1.118859258594330441e+00,1.217470800574126599e+00,4.664756132103864417e+00,2.317745124392757816e+00,9.611771607691999009e-01,3.486313402837186715e+00,8.599455393780885970e-02,1.046337229338270447e+00,3.193522078883574977e-01,3.047639821852143882e-01,8.060798020819390786e-01,3.056976529994148706e+00,7.140996915012614465e+00,7.595137653259325816e+01
5.097679926687241903e-01,2.576502494288224199e+00,1.118859258594330441e+00,1.217470800574126599e+00,4.664756132103864417e+00,2.317745124392757816e+00,9.611771607691999009e-01,3.486313402837186715e+00,8.599455393780885970e-02,1.046337229338270447e+00,3.193522078883574977e-01,3.047639821852143882e-01,8.060798020819390786e-01,3.056976529994148706e+00,7.140996915012614465e+00,7.595137653259325816e+01
5.097679926687241903e-01,2.576502494288224199e+00,1.118859258594330441e+00,1.217470800574126599e+00,4.664756132103864417e+00,2.317745124392757816e+00,9.611771607691999009e-01,3.486313402837186715e+00,8.599455393780885970e-02,1.046337229338270447e+00,3.193522078883574977e-01,3.047639821852143882e-01,8.060798020819390786e-01,3.056976529994148706e+00,7.140996915012614465e+00,7.595137653259325816e+01
5.097679926687241903e-01,2.576502494288224199e+00,1.118859258594330441e+00,1.217470800574126599e+00,4.664756132103864417e+00,2.317745124392757816e+00,9.611771607691999009e-01,3.486313402837186715e+00,8.599455393780885970e-02,1.046337229338270447e+00,3.193522078883574977e-01,3.047639821852143882e-01,8.060798020819390786e-01,3.056976529994148706e+00,7.140996915012614465e+00,7.595137653259325816e+01
5.097679926687241903e-01,2.576502494288224199e+00,1.118859258594330441e+00,1.217470800574126599e+00,4.664756132103864417e+00,2.317745124392757816e+00,9.611771607691999009e-01,3.486313402837186715e+00,8.599455393780885970e-02,1.046337229338270447e+00,3.193522078883574977e-01,3.047639821852143882e-01,8.060798020819390786e-01,3.056976529994148706e+00,7.140996915012614465e+00,7.595137653259325816e+01
