Date & time,Operational demand (original),Operational demand (adjusted),Hydropower,Biomass,Solar photovoltaics,Wind,StormPower,PHES-power,Energy deficit,Energy spillage,PHES-Charge,PHES-Storage,StormPowerLoss,StormDeficit,StormStorage,StormPHES-power,StormPHES-Charge,StormSpillage,FNQ-QLD,NSW-QLD,NSW-SA,NSW-VIC,NT-SA,SA-WA,TAS-VIC
Sat -05 Jun 2021 20:00,37545.0,37545.0,7173.0,609.0,0.0,22323.0,22300.0,7441.0,0.0,0.0,-0.0,113665.0,23.0,0.0,113665.0,7441.0,0.0,-286022.0,0.0,-5520.0,-2918.0,5456.0,0.0,0.0,886.0
Sat -05 Jun 2021 20:30,36857.0,36857.0,7173.0,609.0,0.0,28796.0,28767.0,280.0,0.0,0.0,-0.0,113525.0,29.0,0.0,113525.0,280.0,0.0,-283883.0,0.0,-7668.0,-74.0,6023.0,0.0,0.0,831.0
Sat -05 Jun 2021 21:00,34901.0,34901.0,7173.0,609.0,0.0,28796.0,28767.0,0.0,0.0,0.0,-1676.0,114196.0,29.0,0.0,114196.0,0.0,-1676.0,-283813.0,0.0,-7766.0,668.0,5766.0,0.0,0.0,868.0
Sat -05 Jun 2021 21:30,33721.0,33721.0,7173.0,609.0,0.0,35817.0,35788.0,0.0,0.0,0.0,-9878.0,118147.0,30.0,0.0,118147.0,0.0,-9878.0,-285489.0,0.0,-11315.0,3768.0,6353.0,0.0,0.0,811.0
Sat -05 Jun 2021 22:00,34295.0,34295.0,7173.0,609.0,0.0,35817.0,35788.0,0.0,0.0,0.0,-9304.0,121869.0,30.0,0.0,121869.0,0.0,-9304.0,-295368.0,0.0,-11391.0,3433.0,6567.0,0.0,0.0,826.0
Sat -05 Jun 2021 22:30,33037.0,33037.0,7173.0,609.0,0.0,39343.0,39313.0,0.0,0.0,0.0,-14087.0,127503.0,30.0,0.0,127503.0,0.0,-14087.0,-304672.0,0.0,-12380.0,5435.0,6879.0,0.0,0.0,827.0
Sat -05 Jun 2021 23:00,32722.0,32722.0,7173.0,609.0,0.0,39343.0,39313.0,0.0,0.0,0.0,-14402.0,133264.0,30.0,0.0,133264.0,0.0,-14402.0,-318759.0,0.0,-12461.0,5444.0,7074.0,0.0,0.0,870.0
Sat -05 Jun 2021 23:30,32478.0,32478.0,7173.0,609.0,0.0,39291.0,39257.0,0.0,0.0,0.0,-14594.0,139102.0,34.0,0.0,139102.0,0.0,-14594.0,-333161.0,0.0,-14408.0,5759.0,7006.0,0.0,0.0,912.0
Sun -06 Jun 2021 00:00,31464.0,31464.0,7173.0,609.0,0.0,22584.0,22544.0,1098.0,0.0,0.0,-0.0,138553.0,40.0,0.0,138553.0,1098.0,0.0,-346657.0,0.0,-5787.0,-1086.0,4548.0,0.0,0.0,1111.0
Sun -06 Jun 2021 00:30,30364.0,30364.0,7173.0,609.0,0.0,23986.0,23946.0,0.0,0.0,0.0,-1404.0,139114.0,40.0,0.0,139114.0,0.0,-1404.0,-346382.0,0.0,-4416.0,-77.0,4518.0,0.0,0.0,1110.0
