Date & time,Operational demand (original),Operational demand (adjusted),Hydropower,Biomass,Solar photovoltaics,Wind,StormPower,PHES-power,Energy deficit,Energy spillage,PHES-Charge,PHES-Storage,StormPowerLoss,StormDeficit,StormStorage,StormPHES-power,StormPHES-Charge,StormSpillage,FNQ-QLD,NSW-QLD,NSW-SA,NSW-VIC,NT-SA,SA-WA,TAS-VIC
Mon -29 Jun 2020 20:00,2988.0,2988.0,3.0,18.0,0.0,2034.0,2021.0,933.0,0.0,0.0,-0.0,113581.0,13.0,0.0,113581.0,933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -29 Jun 2020 20:30,2946.0,2946.0,3.0,18.0,0.0,2451.0,2426.0,474.0,0.0,0.0,-0.0,113344.0,25.0,0.0,113344.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -29 Jun 2020 21:00,2870.0,2870.0,3.0,18.0,0.0,2451.0,2426.0,398.0,0.0,0.0,-0.0,113145.0,25.0,0.0,113145.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -29 Jun 2020 21:30,2754.0,2754.0,3.0,18.0,0.0,2690.0,2657.0,43.0,0.0,0.0,-0.0,113123.0,34.0,0.0,113123.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -29 Jun 2020 22:00,2629.0,2629.0,3.0,18.0,0.0,2690.0,2657.0,0.0,0.0,0.0,-82.0,113156.0,34.0,0.0,113156.0,0.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -29 Jun 2020 22:30,2459.0,2459.0,3.0,18.0,0.0,2473.0,2440.0,0.0,0.0,0.0,-36.0,113171.0,33.0,0.0,113171.0,0.0,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -29 Jun 2020 23:00,2323.0,2323.0,3.0,18.0,0.0,2473.0,2440.0,0.0,0.0,0.0,-171.0,113239.0,33.0,0.0,113239.0,0.0,-171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon -29 Jun 2020 23:30,2522.0,2522.0,3.0,18.0,0.0,2714.0,2678.0,0.0,0.0,0.0,-214.0,113324.0,36.0,0.0,113324.0,0.0,-214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tue -30 Jun 2020 00:00,2328.0,2328.0,3.0,18.0,0.0,1519.0,1514.0,787.0,0.0,0.0,-0.0,112931.0,5.0,0.0,112931.0,787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tue -30 Jun 2020 00:30,2282.0,2282.0,3.0,18.0,0.0,1854.0,1851.0,406.0,0.0,0.0,-0.0,112728.0,4.0,0.0,112728.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tue -30 Jun 2020 01:00,2138.0,2138.0,3.0,18.0,0.0,1854.0,1851.0,262.0,0.0,0.0,-0.0,112597.0,4.0,0.0,112597.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tue -30 Jun 2020 01:30,2015.0,2015.0,3.0,18.0,0.0,1852.0,1847.0,141.0,0.0,0.0,-0.0,112526.0,4.0,0.0,112526.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tue -30 Jun 2020 02:00,1954.0,1954.0,3.0,18.0,0.0,1852.0,1847.0,81.0,0.0,0.0,-0.0,112486.0,4.0,0.0,112486.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tue -30 Jun 2020 02:30,1901.0,1901.0,3.0,18.0,0.0,2073.0,2066.0,0.0,0.0,0.0,-194.0,112563.0,7.0,0.0,112563.0,0.0,-194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tue -30 Jun 2020 03:00,1861.0,1861.0,3.0,18.0,0.0,2073.0,2066.0,0.0,0.0,0.0,-234.0,112657.0,7.0,0.0,112657.0,0.0,-234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tue -30 Jun 2020 03:30,1861.0,1861.0,3.0,18.0,0.0,2088.0,2080.0,0.0,0.0,0.0,-249.0,112756.0,8.0,0.0,112756.0,0.0,-249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tue -30 Jun 2020 04:00,1859.0,1859.0,3.0,18.0,0.0,2088.0,2080.0,0.0,0.0,0.0,-251.0,112857.0,8.0,0.0,112857.0,0.0,-251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tue -30 Jun 2020 04:30,1919.0,1919.0,3.0,18.0,0.0,2144.0,2134.0,0.0,0.0,0.0,-247.0,112955.0,10.0,0.0,112955.0,0.0,-247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tue -30 Jun 2020 05:00,2054.0,2054.0,3.0,18.0,0.0,2144.0,2134.0,0.0,0.0,0.0,-111.0,112999.0,10.0,0.0,112999.0,0.0,-111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
