Date & time,Operational demand (original),Operational demand (adjusted),Hydropower,Biomass,Solar photovoltaics,Wind,StormPower,PHES-power,Energy deficit,Energy spillage,PHES-Charge,PHES-Storage,StormPowerLoss,StormDeficit,StormStorage,StormPHES-power,StormPHES-Charge,StormSpillage,FNQ-QLD,NSW-QLD,NSW-SA,NSW-VIC,NT-SA,SA-WA,TAS-VIC
Sat -20 May 2028 20:00,36279.0,36279.0,7173.0,609.0,0.0,31082.0,31070.0,0.0,0.0,0.0,-2584.0,518417.0,12.0,0.0,518417.0,0.0,-2584.0,0.0,0.0,8875.0,3085.0,6234.0,0.0,0.0,1219.0
Sat -20 May 2028 20:30,35561.0,35561.0,7173.0,609.0,0.0,31233.0,31220.0,0.0,0.0,0.0,-3453.0,519798.0,13.0,0.0,519798.0,0.0,-3453.0,0.0,0.0,8725.0,3408.0,6078.0,0.0,0.0,1215.0
Sat -20 May 2028 21:00,33537.0,33537.0,7173.0,609.0,0.0,31233.0,31220.0,0.0,0.0,0.0,-5477.0,521988.0,13.0,0.0,521988.0,0.0,-5477.0,0.0,0.0,8564.0,4235.0,5647.0,0.0,0.0,1230.0
Sat -20 May 2028 21:30,32499.0,32499.0,7173.0,609.0,0.0,31413.0,31396.0,0.0,0.0,0.0,-6695.0,524667.0,17.0,0.0,524667.0,0.0,-6695.0,0.0,0.0,8119.0,4826.0,5422.0,0.0,0.0,1267.0
Sat -20 May 2028 22:00,33224.0,33224.0,7173.0,609.0,0.0,31413.0,31396.0,0.0,0.0,0.0,-5970.0,527055.0,17.0,0.0,527055.0,0.0,-5970.0,0.0,0.0,8132.0,4441.0,5543.0,0.0,0.0,1276.0
Sat -20 May 2028 22:30,32037.0,32037.0,7173.0,609.0,0.0,30715.0,30705.0,0.0,0.0,0.0,-6460.0,529639.0,10.0,0.0,529639.0,0.0,-6460.0,0.0,0.0,8570.0,4756.0,5219.0,0.0,0.0,1333.0
Sat -20 May 2028 23:00,31783.0,31783.0,7173.0,609.0,0.0,30715.0,30705.0,0.0,0.0,0.0,-6713.0,532324.0,10.0,0.0,532324.0,0.0,-6713.0,0.0,0.0,8472.0,4761.0,5329.0,0.0,0.0,1375.0
Sat -20 May 2028 23:30,32521.0,32521.0,7173.0,609.0,0.0,30606.0,30597.0,0.0,0.0,-5104.0,-762.0,532629.0,10.0,0.0,532629.0,0.0,-762.0,-5104.0,0.0,7854.0,2333.0,4959.0,0.0,0.0,1390.0
Sun -21 May 2028 00:00,31621.0,31621.0,7173.0,609.0,0.0,27842.0,27828.0,0.0,0.0,-4002.0,-0.0,532629.0,14.0,0.0,532629.0,0.0,-0.0,-4002.0,0.0,7056.0,1738.0,4708.0,0.0,0.0,1221.0
Sun -21 May 2028 00:30,30497.0,30497.0,7173.0,609.0,0.0,27877.0,27858.0,0.0,0.0,-5161.0,-0.0,532629.0,19.0,0.0,532629.0,0.0,-0.0,-5161.0,0.0,6437.0,1738.0,4269.0,0.0,0.0,1282.0
Sun -21 May 2028 01:00,29220.0,29220.0,7173.0,609.0,0.0,27877.0,27858.0,0.0,0.0,-6438.0,-0.0,532629.0,19.0,0.0,532629.0,0.0,-0.0,-6438.0,0.0,6133.0,1609.0,3914.0,0.0,0.0,1295.0
Sun -21 May 2028 01:30,29015.0,29015.0,7173.0,609.0,0.0,28543.0,28536.0,0.0,0.0,-7309.0,-0.0,532629.0,7.0,0.0,532629.0,0.0,-0.0,-7309.0,0.0,7032.0,1728.0,3736.0,0.0,0.0,1289.0
Sun -21 May 2028 02:00,28400.0,28400.0,7173.0,609.0,0.0,28543.0,28536.0,0.0,0.0,-7924.0,-0.0,532629.0,7.0,0.0,532629.0,0.0,-0.0,-7924.0,0.0,6946.0,1701.0,3562.0,0.0,0.0,1284.0
Sun -21 May 2028 02:30,27843.0,27843.0,7173.0,609.0,0.0,29078.0,29066.0,0.0,0.0,-9016.0,-0.0,532629.0,12.0,0.0,532629.0,0.0,-0.0,-9016.0,0.0,6501.0,1655.0,3479.0,0.0,0.0,1256.0
Sun -21 May 2028 03:00,27658.0,27658.0,7173.0,609.0,0.0,29078.0,29066.0,0.0,0.0,-9201.0,-0.0,532629.0,12.0,0.0,532629.0,0.0,-0.0,-9201.0,0.0,6510.0,1619.0,3396.0,0.0,0.0,1258.0
Sun -21 May 2028 03:30,27229.0,27229.0,7173.0,609.0,0.0,29395.0,29387.0,0.0,0.0,-9947.0,-0.0,532629.0,8.0,0.0,532629.0,0.0,-0.0,-9947.0,0.0,6744.0,1563.0,3269.0,0.0,0.0,1227.0
Sun -21 May 2028 04:00,27663.0,27663.0,7173.0,609.0,0.0,29395.0,29387.0,0.0,0.0,-9513.0,-0.0,532629.0,8.0,0.0,532629.0,0.0,-0.0,-9513.0,0.0,6789.0,1517.0,3311.0,0.0,0.0,1237.0
