Date & time,Operational demand (original),Operational demand (adjusted),Hydropower,Biomass,Solar photovoltaics,Wind,eventWind,PHES-power,Energy deficit,Energy spillage,PHES-Charge,PHES-Storage,eventDeficit,eventStorage,eventPHES-power,eventPHES-Charge,eventSpillage,FNQ-QLD,NSW-QLD,NSW-SA,NSW-VIC,NT-SA,SA-WA,TAS-VIC,eventH&B
Sat -24 Jun 2028 16:30,48414.0,48414.0,7173.0,609.0,0.0,8.0,0.0,40625.0,0.0,0.0,0.0,1011125.0,0.0,1010947.0,40633.0,-0.0,-0.0,0.0,4630.0,-6026.0,-1606.0,0.0,0.0,601.0,7781.0
Sat -24 Jun 2028 17:00,51321.0,51321.0,7173.0,609.0,0.0,8.0,0.0,43532.0,0.0,0.0,0.0,989359.0,0.0,989177.0,43540.0,-0.0,-0.0,0.0,4892.0,-6925.0,-1321.0,0.0,0.0,477.0,7781.0
Sat -24 Jun 2028 17:30,50164.0,50164.0,7173.0,609.0,0.0,9.0,0.0,42374.0,0.0,0.0,0.0,968173.0,0.0,967986.0,42382.0,-0.0,-0.0,0.0,4656.0,-6313.0,-1499.0,0.0,0.0,503.0,7781.0
Sat -24 Jun 2028 18:00,49006.0,49006.0,7173.0,609.0,0.0,9.0,0.0,41216.0,0.0,0.0,0.0,947565.0,0.0,947374.0,41225.0,-0.0,-0.0,0.0,4612.0,-6126.0,-1627.0,0.0,0.0,542.0,7781.0
Sat -24 Jun 2028 18:30,47019.0,47019.0,7173.0,609.0,0.0,10.0,0.0,39228.0,0.0,0.0,0.0,927951.0,0.0,927755.0,39238.0,-0.0,-0.0,0.0,4500.0,-5752.0,-1682.0,0.0,0.0,582.0,7781.0
Sat -24 Jun 2028 19:00,44322.0,44322.0,7173.0,609.0,0.0,10.0,0.0,36531.0,0.0,0.0,0.0,909686.0,0.0,909485.0,36541.0,-0.0,-0.0,0.0,4420.0,-5291.0,-1771.0,0.0,0.0,654.0,7781.0
Sat -24 Jun 2028 19:30,41228.0,41228.0,7173.0,609.0,0.0,11.0,0.0,33436.0,0.0,0.0,0.0,892967.0,0.0,892761.0,33447.0,-0.0,-0.0,0.0,4229.0,-4795.0,-1820.0,0.0,0.0,713.0,7781.0
Sat -24 Jun 2028 20:00,40381.0,40381.0,7173.0,609.0,0.0,11.0,0.0,32589.0,0.0,0.0,0.0,876673.0,0.0,876461.0,32600.0,-0.0,-0.0,0.0,4200.0,-4850.0,-1742.0,0.0,0.0,708.0,7781.0
Sat -24 Jun 2028 20:30,39832.0,39832.0,7173.0,609.0,0.0,11.0,0.0,32040.0,0.0,0.0,0.0,860653.0,0.0,860436.0,32051.0,-0.0,-0.0,0.0,4318.0,-4795.0,-1800.0,0.0,0.0,732.0,7781.0
Sat -24 Jun 2028 21:00,37621.0,37621.0,7173.0,609.0,0.0,11.0,0.0,29829.0,0.0,0.0,0.0,845738.0,0.0,845516.0,29840.0,-0.0,-0.0,0.0,4135.0,-4334.0,-1846.0,0.0,0.0,776.0,7781.0
Sat -24 Jun 2028 21:30,36317.0,36317.0,7173.0,609.0,0.0,11.0,0.0,28525.0,0.0,0.0,0.0,831476.0,0.0,831248.0,28536.0,-0.0,-0.0,0.0,4104.0,-4216.0,-1906.0,0.0,0.0,908.0,7781.0
Sat -24 Jun 2028 22:00,36861.0,36861.0,7173.0,609.0,0.0,11.0,0.0,29068.0,0.0,0.0,0.0,816942.0,0.0,816708.0,29079.0,-0.0,-0.0,0.0,4042.0,-4454.0,-1751.0,0.0,0.0,856.0,7781.0
Sat -24 Jun 2028 22:30,35579.0,35579.0,7173.0,609.0,0.0,11.0,0.0,27786.0,0.0,0.0,0.0,803049.0,0.0,802810.0,27797.0,-0.0,-0.0,0.0,3877.0,-4124.0,-1737.0,0.0,0.0,879.0,7781.0
Sat -24 Jun 2028 23:00,35119.0,35119.0,7173.0,609.0,0.0,11.0,0.0,27326.0,0.0,0.0,0.0,789386.0,0.0,789141.0,27337.0,-0.0,-0.0,0.0,3772.0,-4149.0,-1469.0,0.0,0.0,917.0,7781.0
Sat -24 Jun 2028 23:30,35978.0,35978.0,7173.0,609.0,0.0,11.0,0.0,28186.0,0.0,0.0,0.0,775293.0,0.0,775042.0,28197.0,-0.0,-0.0,0.0,3882.0,-4114.0,-1543.0,0.0,0.0,949.0,7781.0
Sun -25 Jun 2028 00:00,34974.0,34974.0,7173.0,609.0,0.0,9.0,0.0,27183.0,0.0,0.0,0.0,761701.0,0.0,761446.0,27193.0,-0.0,-0.0,0.0,3794.0,-3929.0,-1518.0,0.0,0.0,979.0,7781.0
Sun -25 Jun 2028 00:30,33740.0,33740.0,7173.0,609.0,0.0,9.0,0.0,25949.0,0.0,0.0,0.0,748726.0,0.0,748467.0,25959.0,-0.0,-0.0,0.0,3736.0,-3806.0,-1509.0,0.0,0.0,1001.0,7781.0
Sun -25 Jun 2028 01:00,32250.0,32250.0,7173.0,609.0,0.0,9.0,0.0,24460.0,0.0,0.0,0.0,736496.0,0.0,736232.0,24469.0,-0.0,-0.0,0.0,3616.0,-3595.0,-1491.0,0.0,0.0,1028.0,7781.0
Sun -25 Jun 2028 01:30,31730.0,31730.0,7173.0,609.0,0.0,9.0,0.0,23939.0,0.0,0.0,0.0,724527.0,0.0,724258.0,23948.0,-0.0,-0.0,0.0,3616.0,-3651.0,-1474.0,0.0,0.0,1023.0,7781.0
Sun -25 Jun 2028 02:00,31001.0,31001.0,7173.0,609.0,0.0,9.0,0.0,23211.0,0.0,0.0,0.0,712921.0,0.0,712649.0,23219.0,-0.0,-0.0,0.0,3600.0,-3531.0,-1442.0,0.0,0.0,1040.0,7781.0
Sun -25 Jun 2028 02:30,30308.0,30308.0,7173.0,609.0,0.0,9.0,0.0,22517.0,0.0,0.0,0.0,701663.0,0.0,701385.0,22526.0,-0.0,-0.0,0.0,3616.0,-3447.0,-1433.0,0.0,0.0,1044.0,7781.0
Sun -25 Jun 2028 03:00,30171.0,30171.0,7173.0,609.0,0.0,9.0,0.0,22381.0,0.0,0.0,0.0,690472.0,0.0,690191.0,22390.0,-0.0,-0.0,0.0,3631.0,-3479.0,-1410.0,0.0,0.0,1053.0,7781.0
Sun -25 Jun 2028 03:30,29672.0,29672.0,7173.0,609.0,0.0,9.0,0.0,21882.0,0.0,0.0,0.0,679531.0,0.0,679245.0,21891.0,-0.0,-0.0,0.0,3614.0,-3381.0,-1436.0,0.0,0.0,1058.0,7781.0
Sun -25 Jun 2028 04:00,29821.0,29821.0,7173.0,609.0,0.0,9.0,0.0,22031.0,0.0,0.0,0.0,668516.0,0.0,668225.0,22040.0,-0.0,-0.0,0.0,3685.0,-3494.0,-1444.0,0.0,0.0,1057.0,7781.0
Sun -25 Jun 2028 04:30,30245.0,30245.0,7173.0,609.0,0.0,9.0,0.0,22455.0,0.0,0.0,0.0,657289.0,0.0,656993.0,22464.0,-0.0,-0.0,0.0,3729.0,-3580.0,-1433.0,0.0,0.0,1051.0,7781.0
Sun -25 Jun 2028 05:00,31282.0,31282.0,7173.0,609.0,0.0,9.0,0.0,23491.0,0.0,0.0,0.0,645543.0,0.0,645243.0,23500.0,-0.0,-0.0,0.0,3789.0,-3796.0,-1483.0,0.0,0.0,1046.0,7781.0
Sun -25 Jun 2028 05:30,31116.0,31116.0,7173.0,609.0,0.0,9.0,0.0,23326.0,0.0,0.0,0.0,633880.0,0.0,633576.0,23335.0,-0.0,-0.0,0.0,3839.0,-3741.0,-1490.0,0.0,0.0,1012.0,7781.0
Sun -25 Jun 2028 06:00,32553.0,32553.0,7173.0,609.0,0.0,9.0,0.0,24762.0,0.0,0.0,0.0,621499.0,0.0,621190.0,24771.0,-0.0,-0.0,0.0,3923.0,-4027.0,-1514.0,0.0,0.0,976.0,7781.0
Sun -25 Jun 2028 06:30,34003.0,34003.0,7173.0,609.0,105713.0,9.0,0.0,0.0,0.0,0.0,-79500.0,653299.0,0.0,652987.0,0.0,-79492.0,-0.0,0.0,13911.0,-55757.0,10456.0,0.0,0.0,2.0,7781.0
Sun -25 Jun 2028 07:00,35403.0,35403.0,7173.0,609.0,105713.0,9.0,0.0,0.0,0.0,0.0,-78101.0,684539.0,0.0,684224.0,0.0,-78092.0,-0.0,0.0,13837.0,-55970.0,10542.0,0.0,0.0,-70.0,7781.0
Sun -25 Jun 2028 07:30,36464.0,36464.0,1000.0,0.0,176664.0,9.0,0.0,0.0,0.0,-54710.0,-86499.0,719139.0,0.0,718823.0,0.0,-86499.0,-54701.0,0.0,21450.0,-89043.0,30611.0,0.0,0.0,-1495.0,1000.0
Sun -25 Jun 2028 08:00,37870.0,37870.0,1000.0,0.0,176664.0,9.0,0.0,0.0,0.0,-53303.0,-86499.0,753738.0,0.0,753423.0,0.0,-86499.0,-53295.0,0.0,21466.0,-89486.0,30454.0,0.0,0.0,-1588.0,1000.0
Sun -25 Jun 2028 08:30,39074.0,39074.0,1000.0,0.0,191365.0,9.0,0.0,0.0,0.0,-66800.0,-86499.0,788338.0,0.0,788022.0,0.0,-86499.0,-66792.0,0.0,22813.0,-93571.0,32769.0,0.0,0.0,-1656.0,1000.0
Sun -25 Jun 2028 09:00,40276.0,40276.0,1000.0,0.0,191365.0,9.0,0.0,0.0,0.0,-65599.0,-86499.0,822937.0,0.0,822622.0,0.0,-86499.0,-65590.0,0.0,22843.0,-94088.0,32792.0,0.0,0.0,-1716.0,1000.0
Sun -25 Jun 2028 09:30,42003.0,42003.0,1000.0,0.0,193331.0,9.0,0.0,0.0,0.0,-65838.0,-86499.0,857537.0,0.0,857221.0,0.0,-86499.0,-65829.0,0.0,23445.0,-95943.0,33515.0,0.0,0.0,-1780.0,1000.0
Sun -25 Jun 2028 10:00,42994.0,42994.0,1000.0,0.0,193331.0,9.0,0.0,0.0,0.0,-64847.0,-86499.0,892136.0,0.0,891820.0,0.0,-86499.0,-64838.0,0.0,23661.0,-96287.0,33406.0,0.0,0.0,-1796.0,1000.0
Sun -25 Jun 2028 10:30,42098.0,42098.0,1000.0,0.0,193822.0,10.0,0.0,0.0,0.0,-66236.0,-86499.0,926736.0,0.0,926420.0,0.0,-86499.0,-66226.0,0.0,22222.0,-93805.0,32811.0,0.0,0.0,-1753.0,1000.0
Sun -25 Jun 2028 11:00,43772.0,43772.0,1000.0,0.0,193822.0,10.0,0.0,0.0,0.0,-64561.0,-86499.0,961335.0,0.0,961019.0,0.0,-86499.0,-64551.0,0.0,22413.0,-94595.0,32816.0,0.0,0.0,-1787.0,1000.0
Sun -25 Jun 2028 11:30,43148.0,43148.0,1000.0,0.0,175502.0,10.0,0.0,0.0,0.0,-46865.0,-86499.0,995935.0,0.0,995619.0,0.0,-86499.0,-46855.0,0.0,20698.0,-89409.0,29716.0,0.0,0.0,-1745.0,1000.0
Sun -25 Jun 2028 12:00,42406.0,42406.0,1000.0,0.0,175502.0,10.0,0.0,0.0,0.0,-47607.0,-86499.0,1030534.0,0.0,1030218.0,0.0,-86499.0,-47598.0,0.0,20709.0,-89299.0,29929.0,0.0,0.0,-1713.0,1000.0
Sun -25 Jun 2028 12:30,42378.0,42378.0,1000.0,0.0,157043.0,10.0,0.0,0.0,0.0,-29177.0,-86499.0,1065133.0,0.0,1064818.0,0.0,-86499.0,-29167.0,0.0,18494.0,-82902.0,25742.0,0.0,0.0,-1688.0,1000.0
Sun -25 Jun 2028 13:00,42136.0,42136.0,1000.0,0.0,157043.0,10.0,0.0,0.0,0.0,-29419.0,-86499.0,1099733.0,0.0,1099417.0,0.0,-86499.0,-29409.0,0.0,18536.0,-82873.0,25740.0,0.0,0.0,-1670.0,1000.0
Sun -25 Jun 2028 13:30,42330.0,42330.0,1000.0,0.0,126672.0,10.0,0.0,0.0,0.0,-36527.0,-48824.0,1119263.0,0.0,1119263.0,0.0,-49613.0,-35728.0,0.0,17531.0,-71210.0,25492.0,0.0,0.0,-1321.0,2147.0
Sun -25 Jun 2028 14:00,44064.0,44064.0,1000.0,0.0,126672.0,11.0,0.0,0.0,0.0,-83619.0,-0.0,1119263.0,0.0,1119263.0,0.0,-0.0,-83608.0,0.0,19634.0,-74245.0,39287.0,0.0,0.0,-993.0,1000.0
Sun -25 Jun 2028 14:30,43948.0,43948.0,1000.0,0.0,104440.0,10.0,0.0,0.0,0.0,-61503.0,-0.0,1119263.0,0.0,1119263.0,0.0,-0.0,-61493.0,0.0,24577.0,-62944.0,23130.0,0.0,0.0,-967.0,1000.0
Sun -25 Jun 2028 15:00,44487.0,44487.0,1000.0,0.0,104440.0,10.0,0.0,0.0,0.0,-60964.0,-0.0,1119263.0,0.0,1119263.0,0.0,-0.0,-60954.0,0.0,24605.0,-63048.0,22874.0,0.0,0.0,-997.0,1000.0
Sun -25 Jun 2028 15:30,44670.0,44670.0,7173.0,609.0,10276.0,10.0,0.0,26602.0,0.0,0.0,0.0,1105962.0,0.0,1105957.0,26612.0,-0.0,-0.0,0.0,6239.0,-13525.0,1561.0,0.0,0.0,553.0,7781.0
Sun -25 Jun 2028 16:00,50570.0,50570.0,7173.0,609.0,10276.0,10.0,0.0,32502.0,0.0,0.0,0.0,1089710.0,0.0,1089700.0,32512.0,-0.0,-0.0,0.0,6695.0,-14838.0,1816.0,0.0,0.0,454.0,7781.0
Sun -25 Jun 2028 16:30,48296.0,48296.0,7173.0,609.0,0.0,10.0,0.0,40505.0,0.0,0.0,0.0,1069458.0,0.0,1069443.0,40515.0,-0.0,-0.0,0.0,4667.0,-6395.0,-1370.0,0.0,0.0,557.0,7781.0
Sun -25 Jun 2028 17:00,51840.0,51840.0,7173.0,609.0,0.0,10.0,0.0,44049.0,0.0,0.0,0.0,1047433.0,0.0,1047414.0,44059.0,-0.0,-0.0,0.0,5002.0,-7386.0,-1003.0,0.0,0.0,430.0,7781.0
Sun -25 Jun 2028 17:30,51006.0,51006.0,7173.0,609.0,0.0,9.0,0.0,43215.0,0.0,0.0,0.0,1025825.0,0.0,1025801.0,43225.0,-0.0,-0.0,0.0,4839.0,-6861.0,-1240.0,0.0,0.0,434.0,7781.0
Sun -25 Jun 2028 18:00,50216.0,50216.0,7173.0,609.0,0.0,9.0,0.0,42425.0,0.0,0.0,0.0,1004613.0,0.0,1004584.0,42435.0,-0.0,-0.0,0.0,4812.0,-6726.0,-1143.0,0.0,0.0,465.0,7781.0
Sun -25 Jun 2028 18:30,48415.0,48415.0,7173.0,609.0,0.0,10.0,0.0,40624.0,0.0,0.0,0.0,984301.0,0.0,984267.0,40633.0,-0.0,-0.0,0.0,4762.0,-6375.0,-1217.0,0.0,0.0,500.0,7781.0
Sun -25 Jun 2028 19:00,45663.0,45663.0,7173.0,609.0,0.0,10.0,0.0,37872.0,0.0,0.0,0.0,965365.0,0.0,965326.0,37882.0,-0.0,-0.0,0.0,4627.0,-5850.0,-1275.0,0.0,0.0,554.0,7781.0
Sun -25 Jun 2028 19:30,42741.0,42741.0,7173.0,609.0,0.0,9.0,0.0,34950.0,0.0,0.0,0.0,947890.0,0.0,947846.0,34960.0,-0.0,-0.0,0.0,4509.0,-5360.0,-1346.0,0.0,0.0,608.0,7781.0
Sun -25 Jun 2028 20:00,42202.0,42202.0,7173.0,609.0,0.0,9.0,0.0,34411.0,0.0,0.0,0.0,930684.0,0.0,930636.0,34421.0,-0.0,-0.0,0.0,4606.0,-5470.0,-1293.0,0.0,0.0,624.0,7781.0
Sun -25 Jun 2028 20:30,41382.0,41382.0,7173.0,609.0,0.0,9.0,0.0,33591.0,0.0,0.0,0.0,913888.0,0.0,913836.0,33601.0,-0.0,-0.0,0.0,4546.0,-5325.0,-1273.0,0.0,0.0,647.0,7781.0
Sun -25 Jun 2028 21:00,39103.0,39103.0,7173.0,609.0,0.0,9.0,0.0,31312.0,0.0,0.0,0.0,898232.0,0.0,898175.0,31322.0,-0.0,-0.0,0.0,4285.0,-4852.0,-1247.0,0.0,0.0,696.0,7781.0
Sun -25 Jun 2028 21:30,37658.0,37658.0,7173.0,609.0,0.0,9.0,0.0,29868.0,0.0,0.0,0.0,883298.0,0.0,883237.0,29877.0,-0.0,-0.0,0.0,4191.0,-4707.0,-1232.0,0.0,0.0,734.0,7781.0
Sun -25 Jun 2028 22:00,37629.0,37629.0,7173.0,609.0,0.0,9.0,0.0,29838.0,0.0,0.0,0.0,868379.0,0.0,868313.0,29847.0,-0.0,-0.0,0.0,4171.0,-4834.0,-1133.0,0.0,0.0,770.0,7781.0
Sun -25 Jun 2028 22:30,35886.0,35886.0,7173.0,609.0,0.0,9.0,0.0,28095.0,0.0,0.0,0.0,854332.0,0.0,854261.0,28104.0,-0.0,-0.0,0.0,4031.0,-4461.0,-1188.0,0.0,0.0,896.0,7781.0
Sun -25 Jun 2028 23:00,36026.0,36026.0,7173.0,609.0,0.0,9.0,0.0,28235.0,0.0,0.0,0.0,840214.0,0.0,840139.0,28244.0,-0.0,-0.0,0.0,3751.0,-4665.0,-426.0,0.0,0.0,849.0,7781.0
Sun -25 Jun 2028 23:30,36478.0,36478.0,7173.0,609.0,0.0,9.0,0.0,28687.0,0.0,0.0,0.0,825870.0,0.0,825791.0,28697.0,-0.0,-0.0,0.0,3627.0,-4506.0,-379.0,0.0,0.0,864.0,7781.0
Mon -26 Jun 2028 00:00,34987.0,34987.0,7173.0,609.0,0.0,6.0,0.0,27199.0,0.0,0.0,0.0,812271.0,0.0,812188.0,27205.0,-0.0,-0.0,0.0,4045.0,-4220.0,-804.0,0.0,0.0,1023.0,7781.0
Mon -26 Jun 2028 00:30,33912.0,33912.0,7173.0,609.0,0.0,6.0,0.0,26124.0,0.0,0.0,0.0,799209.0,0.0,799123.0,26130.0,-0.0,-0.0,0.0,3987.0,-4158.0,-795.0,0.0,0.0,1045.0,7781.0
Mon -26 Jun 2028 01:00,33218.0,33218.0,7173.0,609.0,0.0,6.0,0.0,25431.0,0.0,0.0,0.0,786493.0,0.0,786404.0,25437.0,-0.0,-0.0,0.0,3836.0,-4131.0,-591.0,0.0,0.0,1044.0,7781.0
Mon -26 Jun 2028 01:30,33114.0,33114.0,7173.0,609.0,0.0,6.0,0.0,25326.0,0.0,0.0,0.0,773830.0,0.0,773738.0,25332.0,-0.0,-0.0,0.0,3977.0,-4224.0,-501.0,0.0,0.0,1038.0,7781.0
Mon -26 Jun 2028 02:00,32548.0,32548.0,7173.0,609.0,0.0,6.0,0.0,24761.0,0.0,0.0,0.0,761450.0,0.0,761355.0,24767.0,-0.0,-0.0,0.0,3935.0,-4147.0,-445.0,0.0,0.0,1031.0,7781.0
Mon -26 Jun 2028 02:30,32064.0,32064.0,7173.0,609.0,0.0,6.0,0.0,24277.0,0.0,0.0,0.0,749311.0,0.0,749214.0,24283.0,-0.0,-0.0,0.0,3938.0,-4083.0,-427.0,0.0,0.0,1027.0,7781.0
Mon -26 Jun 2028 03:00,32018.0,32018.0,7173.0,609.0,0.0,6.0,0.0,24230.0,0.0,0.0,0.0,737196.0,0.0,737096.0,24236.0,-0.0,-0.0,0.0,3965.0,-4101.0,-380.0,0.0,0.0,1000.0,7781.0
Mon -26 Jun 2028 03:30,32002.0,32002.0,7173.0,609.0,0.0,6.0,0.0,24215.0,0.0,0.0,0.0,725089.0,0.0,724985.0,24221.0,-0.0,-0.0,0.0,4022.0,-4107.0,-382.0,0.0,0.0,998.0,7781.0
Mon -26 Jun 2028 04:00,32546.0,32546.0,7173.0,609.0,0.0,6.0,0.0,24759.0,0.0,0.0,0.0,712709.0,0.0,712603.0,24765.0,-0.0,-0.0,0.0,4124.0,-4242.0,-428.0,0.0,0.0,970.0,7781.0
Mon -26 Jun 2028 04:30,34247.0,34247.0,7173.0,609.0,0.0,6.0,0.0,26460.0,0.0,0.0,0.0,699479.0,0.0,699370.0,26466.0,-0.0,-0.0,0.0,4309.0,-4611.0,-402.0,0.0,0.0,934.0,7781.0
Mon -26 Jun 2028 05:00,36681.0,36681.0,7173.0,609.0,0.0,6.0,0.0,28894.0,0.0,0.0,0.0,685032.0,0.0,684920.0,28900.0,-0.0,-0.0,0.0,4503.0,-5080.0,-343.0,0.0,0.0,881.0,7781.0
Mon -26 Jun 2028 05:30,39087.0,39087.0,7173.0,609.0,0.0,6.0,0.0,31300.0,0.0,0.0,0.0,669382.0,0.0,669267.0,31306.0,-0.0,-0.0,0.0,4732.0,-5296.0,-451.0,0.0,0.0,839.0,7781.0
Mon -26 Jun 2028 06:00,43096.0,43096.0,7173.0,609.0,0.0,6.0,0.0,35309.0,0.0,0.0,0.0,651727.0,0.0,651609.0,35315.0,-0.0,-0.0,0.0,4956.0,-6002.0,-395.0,0.0,0.0,729.0,7781.0
Mon -26 Jun 2028 06:30,47900.0,47900.0,7173.0,609.0,73293.0,6.0,0.0,0.0,0.0,0.0,-33179.0,664999.0,0.0,664879.0,0.0,-33174.0,-0.0,0.0,7391.0,-48942.0,19147.0,0.0,0.0,-45.0,7781.0
Mon -26 Jun 2028 07:00,51953.0,51953.0,7173.0,609.0,73293.0,6.0,0.0,0.0,0.0,0.0,-29127.0,676650.0,0.0,676527.0,0.0,-29121.0,-0.0,0.0,7598.0,-49502.0,19352.0,0.0,0.0,-185.0,7781.0
Mon -26 Jun 2028 07:30,56889.0,56889.0,1000.0,0.0,149557.0,5.0,0.0,0.0,0.0,-7175.0,-86499.0,711249.0,0.0,711127.0,0.0,-86499.0,-7169.0,0.0,2192.0,-67645.0,22519.0,0.0,0.0,-2146.0,1000.0
Mon -26 Jun 2028 08:00,58972.0,58972.0,1000.0,0.0,149557.0,5.0,0.0,0.0,0.0,-5092.0,-86499.0,745849.0,0.0,745726.0,0.0,-86499.0,-5087.0,0.0,1971.0,-67947.0,22429.0,0.0,0.0,-2180.0,1000.0
Mon -26 Jun 2028 08:30,58327.0,58327.0,1000.0,0.0,181514.0,5.0,0.0,0.0,0.0,-37693.0,-86499.0,780448.0,0.0,780326.0,0.0,-86499.0,-37688.0,0.0,18165.0,-87516.0,25978.0,0.0,0.0,-2107.0,1000.0
Mon -26 Jun 2028 09:00,53513.0,53513.0,1000.0,0.0,181514.0,5.0,0.0,0.0,0.0,-42507.0,-86499.0,815048.0,0.0,814925.0,0.0,-86499.0,-42502.0,0.0,18097.0,-85784.0,25951.0,0.0,0.0,-1919.0,1000.0
Mon -26 Jun 2028 09:30,50453.0,50453.0,1000.0,0.0,178136.0,5.0,0.0,0.0,0.0,-42189.0,-86499.0,849647.0,0.0,849525.0,0.0,-86499.0,-42184.0,0.0,5097.0,-67767.0,22020.0,0.0,0.0,-1851.0,1000.0
Mon -26 Jun 2028 10:00,49102.0,49102.0,1000.0,0.0,178136.0,5.0,0.0,0.0,0.0,-43541.0,-86499.0,884247.0,0.0,884124.0,0.0,-86499.0,-43536.0,0.0,5932.0,-67563.0,21615.0,0.0,0.0,-1722.0,1000.0
Mon -26 Jun 2028 10:30,47115.0,47115.0,1000.0,0.0,177673.0,5.0,0.0,0.0,0.0,-45065.0,-86499.0,918846.0,0.0,918724.0,0.0,-86499.0,-45060.0,0.0,6667.0,-67607.0,21722.0,0.0,0.0,-1641.0,1000.0
Mon -26 Jun 2028 11:00,47439.0,47439.0,1000.0,0.0,177673.0,5.0,0.0,0.0,0.0,-44741.0,-86499.0,953446.0,0.0,953323.0,0.0,-86499.0,-44736.0,0.0,6865.0,-67935.0,21813.0,0.0,0.0,-1638.0,1000.0
Mon -26 Jun 2028 11:30,46282.0,46282.0,1000.0,0.0,177428.0,5.0,0.0,0.0,0.0,-45652.0,-86499.0,988045.0,0.0,987923.0,0.0,-86499.0,-45647.0,0.0,8091.0,-69918.0,23111.0,0.0,0.0,-1621.0,1000.0
Mon -26 Jun 2028 12:00,46770.0,46770.0,1000.0,0.0,177428.0,5.0,0.0,0.0,0.0,-45164.0,-86499.0,1022645.0,0.0,1022522.0,0.0,-86499.0,-45159.0,0.0,8140.0,-70226.0,23040.0,0.0,0.0,-1659.0,1000.0
Mon -26 Jun 2028 12:30,46106.0,46106.0,1000.0,0.0,148635.0,5.0,0.0,0.0,0.0,-17036.0,-86499.0,1057244.0,0.0,1057122.0,0.0,-86499.0,-17030.0,0.0,-102.0,-53605.0,14974.0,0.0,0.0,-1610.0,1000.0
Mon -26 Jun 2028 13:00,46891.0,46891.0,1000.0,0.0,148635.0,5.0,0.0,0.0,0.0,-16250.0,-86499.0,1091844.0,0.0,1091721.0,0.0,-86499.0,-16245.0,0.0,-289.0,-53957.0,15193.0,0.0,0.0,-1630.0,1000.0
Mon -26 Jun 2028 13:30,46584.0,46584.0,1000.0,0.0,129500.0,6.0,0.0,0.0,0.0,-15375.0,-68548.0,1119263.0,0.0,1119263.0,0.0,-68853.0,-15063.0,0.0,-810.0,-45498.0,12349.0,0.0,0.0,-1448.0,1000.0
Mon -26 Jun 2028 14:00,49454.0,49454.0,1000.0,0.0,129500.0,3.0,0.0,0.0,0.0,-81050.0,-0.0,1119263.0,0.0,1119263.0,0.0,-0.0,-81046.0,0.0,10689.0,-39827.0,13137.0,0.0,0.0,-954.0,1000.0
Mon -26 Jun 2028 14:30,50374.0,50374.0,1000.0,0.0,75454.0,3.0,0.0,0.0,0.0,-26084.0,-0.0,1119263.0,0.0,1119263.0,0.0,-0.0,-26081.0,0.0,1059.0,-21738.0,4055.0,0.0,0.0,-967.0,1000.0
Mon -26 Jun 2028 15:00,53891.0,53891.0,1000.0,0.0,75454.0,3.0,0.0,0.0,0.0,-22567.0,-0.0,1119263.0,0.0,1119263.0,0.0,-0.0,-22563.0,0.0,615.0,-22851.0,4192.0,0.0,0.0,-1061.0,1000.0
Mon -26 Jun 2028 15:30,56111.0,56111.0,7173.0,609.0,4358.0,4.0,0.0,43968.0,0.0,0.0,0.0,1097279.0,0.0,1097277.0,43972.0,-0.0,-0.0,0.0,6971.0,-10539.0,-431.0,0.0,0.0,564.0,7781.0
Mon -26 Jun 2028 16:00,57975.0,57975.0,7173.0,609.0,4358.0,4.0,0.0,45832.0,0.0,0.0,0.0,1074363.0,0.0,1074359.0,45835.0,-0.0,-0.0,0.0,6997.0,-10784.0,-510.0,0.0,0.0,515.0,7781.0
Mon -26 Jun 2028 16:30,58271.0,58271.0,7173.0,609.0,0.0,4.0,0.0,50486.0,0.0,0.0,0.0,1049120.0,0.0,1049114.0,50490.0,-0.0,-0.0,0.0,6295.0,-8503.0,-857.0,0.0,0.0,523.0,7781.0
Mon -26 Jun 2028 17:00,61014.0,61014.0,7173.0,609.0,0.0,4.0,0.0,53229.0,0.0,0.0,0.0,1022505.0,0.0,1022498.0,53233.0,-0.0,-0.0,0.0,6347.0,-9120.0,-682.0,0.0,0.0,440.0,7781.0
Mon -26 Jun 2028 17:30,61429.0,61429.0,7173.0,609.0,0.0,4.0,0.0,53644.0,0.0,0.0,0.0,995683.0,0.0,995674.0,53648.0,-0.0,-0.0,0.0,6228.0,-8992.0,-883.0,0.0,0.0,425.0,7781.0
Mon -26 Jun 2028 18:00,59126.0,59126.0,7173.0,609.0,0.0,4.0,0.0,51340.0,0.0,0.0,0.0,970013.0,0.0,970002.0,51345.0,-0.0,-0.0,0.0,5996.0,-8352.0,-1000.0,0.0,0.0,479.0,7781.0
Mon -26 Jun 2028 18:30,55091.0,55091.0,7173.0,609.0,0.0,5.0,0.0,47304.0,0.0,0.0,0.0,946361.0,0.0,946347.0,47309.0,-0.0,-0.0,0.0,5725.0,-7563.0,-1176.0,0.0,0.0,545.0,7781.0
Mon -26 Jun 2028 19:00,51383.0,51383.0,7173.0,609.0,0.0,5.0,0.0,43596.0,0.0,0.0,0.0,924563.0,0.0,924546.0,43601.0,-0.0,-0.0,0.0,5587.0,-6985.0,-1255.0,0.0,0.0,620.0,7781.0
