Date & time,Operational demand (original),Operational demand (adjusted),Hydropower,Biomass,Solar photovoltaics,Wind,eventWind,PHES-power,Energy deficit,Energy spillage,PHES-Charge,PHES-Storage,eventDeficit,eventStorage,eventPHES-power,eventPHES-Charge,eventSpillage,FNQ-QLD,NSW-QLD,NSW-SA,NSW-VIC,NT-SA,SA-WA,TAS-VIC,eventH&B
Mon -26 Jun 2028 19:30,48083.0,48083.0,7173.0,609.0,0.0,6.0,0.0,40296.0,0.0,0.0,0.0,904415.0,0.0,904395.0,40302.0,-0.0,-0.0,0.0,5389.0,-6453.0,-1301.0,0.0,0.0,693.0,7781.0
Mon -26 Jun 2028 20:00,45725.0,45725.0,7173.0,609.0,0.0,6.0,0.0,37938.0,0.0,0.0,0.0,885446.0,0.0,885423.0,37944.0,-0.0,-0.0,0.0,5322.0,-6137.0,-1366.0,0.0,0.0,732.0,7781.0
Mon -26 Jun 2028 20:30,44442.0,44442.0,7173.0,609.0,0.0,6.0,0.0,36654.0,0.0,0.0,0.0,867119.0,0.0,867093.0,36660.0,-0.0,-0.0,0.0,5187.0,-6030.0,-1296.0,0.0,0.0,753.0,7781.0
Mon -26 Jun 2028 21:00,43078.0,43078.0,7173.0,609.0,0.0,6.0,0.0,35290.0,0.0,0.0,0.0,849474.0,0.0,849445.0,35296.0,-0.0,-0.0,0.0,5006.0,-5778.0,-1280.0,0.0,0.0,782.0,7781.0
Mon -26 Jun 2028 21:30,41618.0,41618.0,7173.0,609.0,0.0,6.0,0.0,33830.0,0.0,0.0,0.0,832559.0,0.0,832527.0,33836.0,-0.0,-0.0,0.0,4845.0,-5536.0,-1270.0,0.0,0.0,815.0,7781.0
Mon -26 Jun 2028 22:00,40071.0,40071.0,7173.0,609.0,0.0,6.0,0.0,32283.0,0.0,0.0,0.0,816417.0,0.0,816382.0,32289.0,-0.0,-0.0,0.0,4556.0,-5285.0,-1251.0,0.0,0.0,872.0,7781.0
Mon -26 Jun 2028 22:30,38582.0,38582.0,7173.0,609.0,0.0,6.0,0.0,30795.0,0.0,0.0,0.0,801020.0,0.0,800982.0,30801.0,-0.0,-0.0,0.0,4410.0,-5078.0,-1210.0,0.0,0.0,929.0,7781.0
Mon -26 Jun 2028 23:00,39120.0,39120.0,7173.0,609.0,0.0,6.0,0.0,31332.0,0.0,0.0,0.0,785354.0,0.0,785313.0,31338.0,-0.0,-0.0,0.0,4018.0,-5344.0,-299.0,0.0,0.0,913.0,7781.0
Mon -26 Jun 2028 23:30,39463.0,39463.0,7173.0,609.0,0.0,6.0,0.0,31675.0,0.0,0.0,0.0,769516.0,0.0,769472.0,31682.0,-0.0,-0.0,0.0,3767.0,-5120.0,-196.0,0.0,0.0,943.0,7781.0
Tue -27 Jun 2028 00:00,40769.0,40769.0,7173.0,609.0,0.0,11.0,0.0,32977.0,0.0,0.0,0.0,753028.0,0.0,752978.0,32988.0,-0.0,-0.0,0.0,3249.0,-5293.0,170.0,0.0,0.0,795.0,7781.0
Tue -27 Jun 2028 00:30,39833.0,39833.0,7173.0,609.0,0.0,11.0,0.0,32041.0,0.0,0.0,0.0,737007.0,0.0,736952.0,32052.0,-0.0,-0.0,0.0,3151.0,-5108.0,135.0,0.0,0.0,803.0,7781.0
Tue -27 Jun 2028 01:00,39130.0,39130.0,7173.0,609.0,0.0,11.0,0.0,31338.0,0.0,0.0,0.0,721338.0,0.0,721278.0,31349.0,-0.0,-0.0,0.0,3049.0,-5074.0,231.0,0.0,0.0,823.0,7781.0
Tue -27 Jun 2028 01:30,38919.0,38919.0,7173.0,609.0,0.0,11.0,0.0,31127.0,0.0,0.0,0.0,705774.0,0.0,705709.0,31138.0,-0.0,-0.0,0.0,3247.0,-4929.0,49.0,0.0,0.0,869.0,7781.0
Tue -27 Jun 2028 02:00,38564.0,38564.0,7173.0,609.0,0.0,11.0,0.0,30772.0,0.0,0.0,0.0,690389.0,0.0,690318.0,30782.0,-0.0,-0.0,0.0,3303.0,-4916.0,172.0,0.0,0.0,834.0,7781.0
Tue -27 Jun 2028 02:30,38005.0,38005.0,7173.0,609.0,0.0,11.0,0.0,30213.0,0.0,0.0,0.0,675282.0,0.0,675206.0,30223.0,-0.0,-0.0,0.0,3324.0,-4842.0,244.0,0.0,0.0,803.0,7781.0
Tue -27 Jun 2028 03:00,37677.0,37677.0,7173.0,609.0,0.0,11.0,0.0,29885.0,0.0,0.0,0.0,660340.0,0.0,660258.0,29896.0,-0.0,-0.0,0.0,3470.0,-4820.0,144.0,0.0,0.0,803.0,7781.0
Tue -27 Jun 2028 03:30,37486.0,37486.0,7173.0,609.0,0.0,11.0,0.0,29694.0,0.0,0.0,0.0,645493.0,0.0,645406.0,29705.0,-0.0,-0.0,0.0,3526.0,-4809.0,166.0,0.0,0.0,804.0,7781.0
Tue -27 Jun 2028 04:00,38157.0,38157.0,7173.0,609.0,0.0,11.0,0.0,30365.0,0.0,0.0,0.0,630310.0,0.0,630218.0,30375.0,-0.0,-0.0,0.0,3693.0,-5002.0,143.0,0.0,0.0,852.0,7781.0
Tue -27 Jun 2028 04:30,39858.0,39858.0,7173.0,609.0,0.0,11.0,0.0,32066.0,0.0,0.0,0.0,614277.0,0.0,614179.0,32077.0,-0.0,-0.0,0.0,3859.0,-5353.0,212.0,0.0,0.0,748.0,7781.0
Tue -27 Jun 2028 05:00,42689.0,42689.0,7173.0,609.0,0.0,11.0,0.0,34897.0,0.0,0.0,0.0,596829.0,0.0,596726.0,34908.0,-0.0,-0.0,0.0,4144.0,-5898.0,240.0,0.0,0.0,679.0,7781.0
Tue -27 Jun 2028 05:30,45190.0,45190.0,7173.0,609.0,0.0,10.0,0.0,37398.0,0.0,0.0,0.0,578130.0,0.0,578021.0,37408.0,-0.0,-0.0,0.0,4444.0,-6369.0,220.0,0.0,0.0,622.0,7781.0
Tue -27 Jun 2028 06:00,49853.0,49853.0,7173.0,609.0,0.0,10.0,0.0,42061.0,0.0,0.0,0.0,557099.0,0.0,556986.0,42071.0,-0.0,-0.0,0.0,4769.0,-7216.0,200.0,0.0,0.0,513.0,7781.0
Tue -27 Jun 2028 06:30,55210.0,55210.0,7173.0,609.0,84885.0,10.0,0.0,0.0,0.0,0.0,-37467.0,572086.0,0.0,571968.0,0.0,-37457.0,-0.0,0.0,16053.0,-48914.0,6251.0,0.0,0.0,-368.0,7781.0
Tue -27 Jun 2028 07:00,59586.0,59586.0,7173.0,609.0,84885.0,10.0,0.0,0.0,0.0,0.0,-33091.0,585322.0,0.0,585201.0,0.0,-33081.0,-0.0,0.0,16196.0,-49520.0,6431.0,0.0,0.0,-510.0,7781.0
Tue -27 Jun 2028 07:30,64545.0,64545.0,7173.0,609.0,142699.0,10.0,0.0,0.0,0.0,0.0,-85945.0,619700.0,0.0,619575.0,0.0,-85935.0,-0.0,0.0,20856.0,-97036.0,32809.0,0.0,0.0,-1124.0,7781.0
Tue -27 Jun 2028 08:00,66890.0,66890.0,7173.0,609.0,142699.0,10.0,0.0,0.0,0.0,0.0,-83600.0,653140.0,0.0,653011.0,0.0,-83591.0,-0.0,0.0,21477.0,-97164.0,32201.0,0.0,0.0,-1114.0,7781.0
Tue -27 Jun 2028 08:30,66362.0,66362.0,1000.0,0.0,181083.0,9.0,0.0,0.0,0.0,-29232.0,-86499.0,687739.0,0.0,687610.0,0.0,-86499.0,-29223.0,0.0,24069.0,-96018.0,25545.0,0.0,0.0,-2397.0,1000.0
Tue -27 Jun 2028 09:00,58654.0,58654.0,1000.0,0.0,181083.0,9.0,0.0,0.0,0.0,-36939.0,-86499.0,722339.0,0.0,722210.0,0.0,-86499.0,-36930.0,0.0,23689.0,-92770.0,25258.0,0.0,0.0,-2063.0,1000.0
Tue -27 Jun 2028 09:30,55498.0,55498.0,1000.0,0.0,194202.0,9.0,0.0,0.0,0.0,-53215.0,-86499.0,756938.0,0.0,756809.0,0.0,-86499.0,-53206.0,0.0,24950.0,-97899.0,30205.0,0.0,0.0,-1970.0,1000.0
Tue -27 Jun 2028 10:00,52484.0,52484.0,1000.0,0.0,194202.0,9.0,0.0,0.0,0.0,-56229.0,-86499.0,791538.0,0.0,791409.0,0.0,-86499.0,-56220.0,0.0,24435.0,-96888.0,30604.0,0.0,0.0,-1865.0,1000.0
Tue -27 Jun 2028 10:30,50301.0,50301.0,1000.0,0.0,193044.0,10.0,0.0,0.0,0.0,-57254.0,-86499.0,826137.0,0.0,826008.0,0.0,-86499.0,-57244.0,0.0,23573.0,-95082.0,30461.0,0.0,0.0,-1755.0,1000.0
Tue -27 Jun 2028 11:00,49888.0,49888.0,1000.0,0.0,193044.0,10.0,0.0,0.0,0.0,-57667.0,-86499.0,860737.0,0.0,860608.0,0.0,-86499.0,-57657.0,0.0,23345.0,-95122.0,30687.0,0.0,0.0,-1750.0,1000.0
Tue -27 Jun 2028 11:30,48580.0,48580.0,1000.0,0.0,187546.0,10.0,0.0,0.0,0.0,-53478.0,-86499.0,895336.0,0.0,895207.0,0.0,-86499.0,-53467.0,0.0,23453.0,-94085.0,30034.0,0.0,0.0,-1688.0,1000.0
Tue -27 Jun 2028 12:00,48596.0,48596.0,1000.0,0.0,187546.0,10.0,0.0,0.0,0.0,-53462.0,-86499.0,929936.0,0.0,929807.0,0.0,-86499.0,-53451.0,0.0,23337.0,-94172.0,30060.0,0.0,0.0,-1699.0,1000.0
Tue -27 Jun 2028 12:30,47815.0,47815.0,1000.0,0.0,171711.0,11.0,0.0,0.0,0.0,-38408.0,-86499.0,964535.0,0.0,964406.0,0.0,-86499.0,-38397.0,0.0,23758.0,-90548.0,26263.0,0.0,0.0,-1647.0,1000.0
Tue -27 Jun 2028 13:00,48115.0,48115.0,1000.0,0.0,171711.0,11.0,0.0,0.0,0.0,-38108.0,-86499.0,999135.0,0.0,999006.0,0.0,-86499.0,-38097.0,0.0,23849.0,-90777.0,26129.0,0.0,0.0,-1567.0,1000.0
Tue -27 Jun 2028 13:30,47803.0,47803.0,1000.0,0.0,137691.0,11.0,0.0,0.0,0.0,-4400.0,-86499.0,1033734.0,0.0,1033605.0,0.0,-86499.0,-4389.0,0.0,24703.0,-78655.0,13304.0,0.0,0.0,-1624.0,1000.0
Tue -27 Jun 2028 14:00,50555.0,50555.0,1000.0,0.0,137691.0,10.0,0.0,0.0,0.0,-1646.0,-86499.0,1068334.0,0.0,1068205.0,0.0,-86499.0,-1637.0,0.0,25278.0,-79418.0,12282.0,0.0,0.0,-1715.0,1000.0
Tue -27 Jun 2028 14:30,52205.0,52205.0,7173.0,609.0,100682.0,9.0,0.0,0.0,0.0,0.0,-56267.0,1090841.0,0.0,1090708.0,0.0,-56258.0,-0.0,0.0,19069.0,-57512.0,6936.0,0.0,0.0,-202.0,7781.0
Tue -27 Jun 2028 15:00,55686.0,55686.0,7173.0,609.0,100682.0,9.0,0.0,0.0,0.0,0.0,-52786.0,1111955.0,0.0,1111819.0,0.0,-52777.0,-0.0,0.0,19440.0,-58244.0,6905.0,0.0,0.0,-266.0,7781.0
Tue -27 Jun 2028 15:30,57539.0,57539.0,7173.0,609.0,6836.0,9.0,0.0,42913.0,0.0,0.0,0.0,1090499.0,0.0,1090358.0,42922.0,-0.0,-0.0,0.0,6573.0,-13175.0,593.0,0.0,0.0,501.0,7781.0
Tue -27 Jun 2028 16:00,61607.0,61607.0,7173.0,609.0,6836.0,9.0,0.0,46981.0,0.0,0.0,0.0,1067008.0,0.0,1066863.0,46990.0,-0.0,-0.0,0.0,7437.0,-13935.0,381.0,0.0,0.0,450.0,7781.0
Tue -27 Jun 2028 16:30,62158.0,62158.0,7173.0,609.0,0.0,9.0,0.0,54368.0,0.0,0.0,0.0,1039824.0,0.0,1039674.0,54377.0,-0.0,-0.0,0.0,6281.0,-8919.0,-1702.0,0.0,0.0,452.0,7781.0
Tue -27 Jun 2028 17:00,66712.0,66712.0,7173.0,609.0,0.0,9.0,0.0,58922.0,0.0,0.0,0.0,1010363.0,0.0,1010209.0,58931.0,-0.0,-0.0,0.0,6713.0,-9966.0,-1332.0,0.0,0.0,306.0,7781.0
Tue -27 Jun 2028 17:30,67482.0,67482.0,7173.0,609.0,0.0,9.0,0.0,59692.0,0.0,0.0,0.0,980517.0,0.0,980359.0,59701.0,-0.0,-0.0,0.0,6756.0,-9877.0,-1560.0,0.0,0.0,275.0,7781.0
Tue -27 Jun 2028 18:00,66073.0,66073.0,7173.0,609.0,0.0,9.0,0.0,58283.0,0.0,0.0,0.0,951376.0,0.0,951217.0,58283.0,-0.0,-0.0,0.0,6802.0,-9449.0,-1663.0,0.0,0.0,292.0,7781.0
Tue -27 Jun 2028 18:30,61869.0,61869.0,7173.0,609.0,0.0,9.0,0.0,54078.0,0.0,0.0,0.0,924337.0,0.0,924178.0,54078.0,-0.0,-0.0,0.0,6459.0,-8629.0,-1801.0,0.0,0.0,365.0,7781.0
Tue -27 Jun 2028 19:00,58788.0,58788.0,7173.0,609.0,0.0,9.0,0.0,50997.0,0.0,0.0,0.0,898838.0,0.0,898680.0,50997.0,-0.0,-0.0,0.0,6100.0,-8225.0,-1452.0,0.0,0.0,423.0,7781.0
Tue -27 Jun 2028 19:30,55278.0,55278.0,7173.0,609.0,0.0,9.0,0.0,47487.0,0.0,0.0,0.0,875095.0,0.0,874936.0,47487.0,-0.0,-0.0,0.0,5805.0,-7667.0,-1422.0,0.0,0.0,481.0,7781.0
Tue -27 Jun 2028 20:00,52867.0,52867.0,7173.0,609.0,0.0,9.0,0.0,45076.0,0.0,0.0,0.0,852557.0,0.0,852398.0,45076.0,-0.0,-0.0,0.0,5806.0,-7376.0,-1395.0,0.0,0.0,522.0,7781.0
Tue -27 Jun 2028 20:30,51624.0,51624.0,7173.0,609.0,0.0,9.0,0.0,43833.0,0.0,0.0,0.0,830640.0,0.0,830481.0,43833.0,-0.0,-0.0,0.0,5745.0,-7322.0,-1216.0,0.0,0.0,553.0,7781.0
Tue -27 Jun 2028 21:00,49414.0,49414.0,7173.0,609.0,0.0,9.0,0.0,41623.0,0.0,0.0,0.0,809829.0,0.0,809670.0,41623.0,-0.0,-0.0,0.0,4796.0,-6890.0,-646.0,0.0,0.0,579.0,7781.0
Tue -27 Jun 2028 21:30,47818.0,47818.0,7173.0,609.0,0.0,10.0,0.0,40027.0,0.0,0.0,0.0,789815.0,0.0,789656.0,40027.0,-0.0,-0.0,0.0,4736.0,-6664.0,-633.0,0.0,0.0,629.0,7781.0
Tue -27 Jun 2028 22:00,46007.0,46007.0,7173.0,609.0,0.0,10.0,0.0,38216.0,0.0,0.0,0.0,770707.0,0.0,770548.0,38216.0,-0.0,-0.0,0.0,4183.0,-6378.0,-387.0,0.0,0.0,680.0,7781.0
Tue -27 Jun 2028 22:30,44239.0,44239.0,7173.0,609.0,0.0,11.0,0.0,36447.0,0.0,0.0,0.0,752484.0,0.0,752325.0,36447.0,-0.0,-0.0,0.0,4097.0,-6112.0,-366.0,0.0,0.0,740.0,7781.0
Tue -27 Jun 2028 23:00,43611.0,43611.0,7173.0,609.0,0.0,11.0,0.0,35819.0,0.0,0.0,0.0,734574.0,0.0,734415.0,35819.0,-0.0,-0.0,0.0,3931.0,-6126.0,17.0,0.0,0.0,789.0,7781.0
Tue -27 Jun 2028 23:30,44385.0,44385.0,7173.0,609.0,0.0,11.0,0.0,36593.0,0.0,0.0,0.0,716278.0,0.0,716119.0,36593.0,-0.0,-0.0,0.0,3930.0,-5827.0,-149.0,0.0,0.0,836.0,7781.0
Wed -28 Jun 2028 00:00,40777.0,40777.0,7173.0,609.0,0.0,9.0,0.0,32986.0,0.0,0.0,0.0,699784.0,0.0,699625.0,32986.0,-0.0,-0.0,0.0,3687.0,-5373.0,95.0,0.0,0.0,916.0,7781.0
Wed -28 Jun 2028 00:30,39779.0,39779.0,7173.0,609.0,0.0,9.0,0.0,31988.0,0.0,0.0,0.0,683790.0,0.0,683631.0,31988.0,-0.0,-0.0,0.0,3618.0,-5252.0,83.0,0.0,0.0,936.0,7781.0
Wed -28 Jun 2028 01:00,39257.0,39257.0,7173.0,609.0,0.0,9.0,0.0,31467.0,0.0,0.0,0.0,668057.0,0.0,667898.0,31467.0,-0.0,-0.0,0.0,3552.0,-5254.0,213.0,0.0,0.0,936.0,7781.0
Wed -28 Jun 2028 01:30,38643.0,38643.0,7173.0,609.0,0.0,9.0,0.0,30852.0,0.0,0.0,0.0,652631.0,0.0,652472.0,30852.0,-0.0,-0.0,0.0,3511.0,-5210.0,237.0,0.0,0.0,933.0,7781.0
Wed -28 Jun 2028 02:00,37852.0,37852.0,7173.0,609.0,0.0,9.0,0.0,30062.0,0.0,0.0,0.0,637600.0,0.0,637441.0,30062.0,-0.0,-0.0,0.0,3578.0,-5076.0,173.0,0.0,0.0,938.0,7781.0
Wed -28 Jun 2028 02:30,37226.0,37226.0,7173.0,609.0,0.0,9.0,0.0,29436.0,0.0,0.0,0.0,622882.0,0.0,622723.0,29436.0,-0.0,-0.0,0.0,3608.0,-4980.0,179.0,0.0,0.0,931.0,7781.0
Wed -28 Jun 2028 03:00,37784.0,37784.0,7173.0,609.0,0.0,9.0,0.0,29994.0,0.0,0.0,0.0,607885.0,0.0,607726.0,29994.0,-0.0,-0.0,0.0,3607.0,-5164.0,487.0,0.0,0.0,913.0,7781.0
Wed -28 Jun 2028 03:30,37706.0,37706.0,7173.0,609.0,0.0,9.0,0.0,29916.0,0.0,0.0,0.0,592927.0,0.0,592768.0,29916.0,-0.0,-0.0,0.0,3677.0,-5140.0,471.0,0.0,0.0,909.0,7781.0
Wed -28 Jun 2028 04:00,38367.0,38367.0,7173.0,609.0,0.0,9.0,0.0,30577.0,0.0,0.0,0.0,577638.0,0.0,577479.0,30577.0,-0.0,-0.0,0.0,3763.0,-5315.0,599.0,0.0,0.0,903.0,7781.0
Wed -28 Jun 2028 04:30,39997.0,39997.0,7173.0,609.0,0.0,9.0,0.0,32207.0,0.0,0.0,0.0,561535.0,0.0,561376.0,32207.0,-0.0,-0.0,0.0,3964.0,-5667.0,626.0,0.0,0.0,872.0,7781.0
Wed -28 Jun 2028 05:00,42470.0,42470.0,7173.0,609.0,0.0,9.0,0.0,34680.0,0.0,0.0,0.0,544195.0,0.0,544036.0,34680.0,-0.0,-0.0,0.0,4144.0,-6133.0,707.0,0.0,0.0,826.0,7781.0
Wed -28 Jun 2028 05:30,44705.0,44705.0,7173.0,609.0,0.0,8.0,0.0,36915.0,0.0,0.0,0.0,525738.0,0.0,525579.0,36915.0,-0.0,-0.0,0.0,4402.0,-6539.0,698.0,0.0,0.0,801.0,7781.0
Wed -28 Jun 2028 06:00,49115.0,49115.0,7173.0,609.0,0.0,8.0,0.0,41325.0,0.0,0.0,0.0,505075.0,0.0,504916.0,41325.0,-0.0,-0.0,0.0,4720.0,-7343.0,710.0,0.0,0.0,697.0,7781.0
Wed -28 Jun 2028 06:30,54073.0,54073.0,7173.0,609.0,64803.0,8.0,0.0,0.0,0.0,0.0,-18519.0,512483.0,0.0,512324.0,0.0,-18519.0,-0.0,0.0,13738.0,-35953.0,1682.0,0.0,0.0,-10.0,7781.0
Wed -28 Jun 2028 07:00,58090.0,58090.0,7173.0,609.0,64803.0,8.0,0.0,0.0,0.0,0.0,-14502.0,518283.0,0.0,518125.0,0.0,-14502.0,-0.0,0.0,14238.0,-36541.0,1525.0,0.0,0.0,-152.0,7781.0
Wed -28 Jun 2028 07:30,62639.0,62639.0,7173.0,609.0,131852.0,8.0,0.0,0.0,0.0,0.0,-77002.0,549084.0,0.0,548925.0,0.0,-77002.0,-0.0,0.0,21756.0,-71801.0,10190.0,0.0,0.0,-823.0,7781.0
Wed -28 Jun 2028 08:00,65339.0,65339.0,7173.0,609.0,131852.0,8.0,0.0,0.0,0.0,0.0,-74303.0,578805.0,0.0,578646.0,0.0,-74303.0,-0.0,0.0,23132.0,-72034.0,9139.0,0.0,0.0,-795.0,7781.0
Wed -28 Jun 2028 08:30,64410.0,64410.0,1000.0,0.0,163589.0,8.0,0.0,0.0,0.0,-13688.0,-86499.0,613405.0,0.0,613246.0,0.0,-86499.0,-13688.0,0.0,21699.0,-85776.0,18894.0,0.0,0.0,-2145.0,1000.0
Wed -28 Jun 2028 09:00,54790.0,54790.0,1000.0,0.0,163589.0,8.0,0.0,0.0,0.0,-23308.0,-86499.0,648004.0,0.0,647845.0,0.0,-86499.0,-23308.0,0.0,20981.0,-82237.0,19056.0,0.0,0.0,-1837.0,1000.0
Wed -28 Jun 2028 09:30,51292.0,51292.0,1000.0,0.0,186738.0,8.0,0.0,0.0,0.0,-49956.0,-86499.0,682604.0,0.0,682445.0,0.0,-86499.0,-49956.0,0.0,21659.0,-91361.0,28705.0,0.0,0.0,-1732.0,1000.0
Wed -28 Jun 2028 10:00,47545.0,47545.0,1000.0,0.0,186738.0,8.0,0.0,0.0,0.0,-53702.0,-86499.0,717203.0,0.0,717044.0,0.0,-86499.0,-53702.0,0.0,21005.0,-90430.0,29481.0,0.0,0.0,-1628.0,1000.0
Wed -28 Jun 2028 10:30,45333.0,45333.0,1000.0,0.0,179933.0,9.0,0.0,0.0,0.0,-49110.0,-86499.0,751803.0,0.0,751644.0,0.0,-86499.0,-49110.0,0.0,21463.0,-88578.0,28002.0,0.0,0.0,-1573.0,1000.0
Wed -28 Jun 2028 11:00,44674.0,44674.0,1000.0,0.0,179933.0,9.0,0.0,0.0,0.0,-49769.0,-86499.0,786402.0,0.0,786243.0,0.0,-86499.0,-49769.0,0.0,21112.0,-88550.0,28392.0,0.0,0.0,-1583.0,1000.0
Wed -28 Jun 2028 11:30,43641.0,43641.0,1000.0,0.0,174454.0,9.0,0.0,0.0,0.0,-45322.0,-86499.0,821002.0,0.0,820843.0,0.0,-86499.0,-45322.0,0.0,14566.0,-76521.0,23349.0,0.0,0.0,-1536.0,1000.0
Wed -28 Jun 2028 12:00,43545.0,43545.0,1000.0,0.0,174454.0,9.0,0.0,0.0,0.0,-45418.0,-86499.0,855601.0,0.0,855442.0,0.0,-86499.0,-45418.0,0.0,14463.0,-76612.0,23425.0,0.0,0.0,-1547.0,1000.0
Wed -28 Jun 2028 12:30,43013.0,43013.0,1000.0,0.0,155891.0,8.0,0.0,0.0,0.0,-27388.0,-86499.0,890201.0,0.0,890042.0,0.0,-86499.0,-27388.0,0.0,14405.0,-71049.0,18139.0,0.0,0.0,-1526.0,1000.0
Wed -28 Jun 2028 13:00,43571.0,43571.0,1000.0,0.0,155891.0,8.0,0.0,0.0,0.0,-26830.0,-86499.0,924800.0,0.0,924641.0,0.0,-86499.0,-26830.0,0.0,14282.0,-71312.0,18215.0,0.0,0.0,-1546.0,1000.0
Wed -28 Jun 2028 13:30,43565.0,43565.0,1000.0,0.0,137356.0,8.0,0.0,0.0,0.0,-8300.0,-86499.0,959400.0,0.0,959241.0,0.0,-86499.0,-8300.0,0.0,18803.0,-71033.0,13392.0,0.0,0.0,-1525.0,1000.0
Wed -28 Jun 2028 14:00,46702.0,46702.0,1000.0,0.0,137356.0,11.0,0.0,0.0,0.0,-5166.0,-86499.0,993999.0,0.0,993840.0,0.0,-86499.0,-5166.0,0.0,19360.0,-72444.0,12995.0,0.0,0.0,-1618.0,1000.0
Wed -28 Jun 2028 14:30,48541.0,48541.0,7173.0,609.0,101265.0,11.0,0.0,0.0,0.0,0.0,-60516.0,1018205.0,0.0,1018047.0,0.0,-60516.0,-0.0,0.0,16269.0,-54698.0,7490.0,0.0,0.0,-129.0,7781.0
Wed -28 Jun 2028 15:00,52288.0,52288.0,7173.0,609.0,101265.0,11.0,0.0,0.0,0.0,0.0,-56769.0,1040913.0,0.0,1040754.0,0.0,-56769.0,-0.0,0.0,16836.0,-55480.0,7359.0,0.0,0.0,-188.0,7781.0
Wed -28 Jun 2028 15:30,54829.0,54829.0,7173.0,609.0,2529.0,10.0,0.0,44508.0,0.0,0.0,0.0,1018659.0,0.0,1018500.0,44508.0,-0.0,-0.0,0.0,6062.0,-9160.0,-762.0,0.0,0.0,631.0,7781.0
Wed -28 Jun 2028 16:00,57943.0,57943.0,7173.0,609.0,2529.0,10.0,0.0,47622.0,0.0,0.0,0.0,994848.0,0.0,994689.0,47622.0,-0.0,-0.0,0.0,6347.0,-9722.0,-707.0,0.0,0.0,570.0,7781.0
Wed -28 Jun 2028 16:30,57857.0,57857.0,7173.0,609.0,0.0,10.0,0.0,50065.0,0.0,0.0,0.0,969815.0,0.0,969656.0,50065.0,-0.0,-0.0,0.0,5715.0,-8058.0,-1164.0,0.0,0.0,538.0,7781.0
Wed -28 Jun 2028 17:00,61320.0,61320.0,7173.0,609.0,0.0,10.0,0.0,53529.0,0.0,0.0,0.0,943051.0,0.0,942892.0,53529.0,-0.0,-0.0,0.0,5684.0,-8873.0,-570.0,0.0,0.0,420.0,7781.0
Wed -28 Jun 2028 17:30,61800.0,61800.0,7173.0,609.0,0.0,10.0,0.0,54009.0,0.0,0.0,0.0,916046.0,0.0,915887.0,54009.0,-0.0,-0.0,0.0,5660.0,-8722.0,-773.0,0.0,0.0,408.0,7781.0
Wed -28 Jun 2028 18:00,59827.0,59827.0,7173.0,609.0,0.0,10.0,0.0,52036.0,0.0,0.0,0.0,890028.0,0.0,889869.0,52036.0,-0.0,-0.0,0.0,5604.0,-8199.0,-892.0,0.0,0.0,457.0,7781.0
Wed -28 Jun 2028 18:30,55995.0,55995.0,7173.0,609.0,0.0,10.0,0.0,48204.0,0.0,0.0,0.0,865926.0,0.0,865767.0,48204.0,-0.0,-0.0,0.0,5318.0,-7372.0,-1069.0,0.0,0.0,531.0,7781.0
Wed -28 Jun 2028 19:00,52534.0,52534.0,7173.0,609.0,0.0,10.0,0.0,44743.0,0.0,0.0,0.0,843555.0,0.0,843396.0,44743.0,-0.0,-0.0,0.0,5075.0,-6875.0,-962.0,0.0,0.0,602.0,7781.0
Wed -28 Jun 2028 19:30,49349.0,49349.0,7173.0,609.0,0.0,10.0,0.0,41557.0,0.0,0.0,0.0,822776.0,0.0,822618.0,41557.0,-0.0,-0.0,0.0,4938.0,-6393.0,-1017.0,0.0,0.0,661.0,7781.0
Wed -28 Jun 2028 20:00,46983.0,46983.0,7173.0,609.0,0.0,10.0,0.0,39191.0,0.0,0.0,0.0,803181.0,0.0,803022.0,39191.0,-0.0,-0.0,0.0,4868.0,-6085.0,-1020.0,0.0,0.0,706.0,7781.0
Wed -28 Jun 2028 20:30,45651.0,45651.0,7173.0,609.0,0.0,10.0,0.0,37860.0,0.0,0.0,0.0,784251.0,0.0,784092.0,37860.0,-0.0,-0.0,0.0,4769.0,-5978.0,-976.0,0.0,0.0,737.0,7781.0
Wed -28 Jun 2028 21:00,43512.0,43512.0,7173.0,609.0,0.0,10.0,0.0,35720.0,0.0,0.0,0.0,766391.0,0.0,766232.0,35720.0,-0.0,-0.0,0.0,4350.0,-5571.0,-824.0,0.0,0.0,755.0,7781.0
Wed -28 Jun 2028 21:30,42027.0,42027.0,7173.0,609.0,0.0,10.0,0.0,34235.0,0.0,0.0,0.0,749274.0,0.0,749115.0,34235.0,-0.0,-0.0,0.0,4241.0,-5357.0,-804.0,0.0,0.0,803.0,7781.0
Wed -28 Jun 2028 22:00,40481.0,40481.0,7173.0,609.0,0.0,10.0,0.0,32689.0,0.0,0.0,0.0,732929.0,0.0,732770.0,32689.0,-0.0,-0.0,0.0,3879.0,-5088.0,-728.0,0.0,0.0,863.0,7781.0
Wed -28 Jun 2028 22:30,38876.0,38876.0,7173.0,609.0,0.0,10.0,0.0,31085.0,0.0,0.0,0.0,717387.0,0.0,717228.0,31085.0,-0.0,-0.0,0.0,3746.0,-4870.0,-712.0,0.0,0.0,965.0,7781.0
