iteration,dvar index,objective,increment,pos step obj,neg step obj,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar
0,0,89.11925274064396,10,7.733966727239391,951003.2140670499,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.002865633,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
0,1,89.11925274064396,10,7.834485158152134,5984.651857682178,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.002865633,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
0,2,89.11925274064396,10,7.832532495560244,329.45486781674776,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.002865633,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
0,3,89.11925274064396,10,7.83176476379397,3866.5693897899396,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.002865633,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
0,4,89.11925274064396,10,7.769369129388252,6392915.2164764535,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.002865633,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
0,5,89.11925274064396,10,7.779486475041935,662.1045889693589,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.002865633,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
0,6,89.11925274064396,10,7.815012312737338,5132.020459113395,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.002865633,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
0,7,89.11925274064396,10,15.04119939557917,5836388.443044163,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.002865633,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
0,8,89.11925274064396,10,15.03653092572948,323.5039640204239,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.002865633,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
0,9,89.11925274064396,10,15.071297593303441,1380460.6414749653,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.002865633,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
0,10,89.11925274064396,10,15.143836076406558,-0.0037357234084254287,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.002865633,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
0,11,89.11551701723553,10,15.152754315929002,1388.1246208738246,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.0,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
0,12,89.11551701723553,10,15.042025969073336,28727.50113683683,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.0,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
0,13,89.11551701723553,10,15.059708384173959,16.015377891428116,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.0,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
0,14,89.11551701723553,10,14.999150337655479,53643075.298352584,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.0,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
0,15,89.11551701723553,10,4.494715808454686,11515091.83316616,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.0,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
0,16,89.11551701723553,10,0.3199412456160644,22942.687965260033,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.0,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
1,0,89.11551701723553,10,7.733182537715663,952541.4702617198,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.0,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
1,1,89.11551701723553,10,7.833818250855913,6062.2949967703125,3.454179258,0.230092614,0.044433406,0.183133615,36.38895302,0.05077638,0.19521627,4.644015261,0.018616018,2.355593449,0.0,0.063368246,0.251671379,0.002893853,8.737580989,19.4056704,541.0839338
