Scenario,Zone,n_year,event,pv-S_Eastern Eyre Peninsula (GW),pv-S_Leigh Creek (GW),pv-S_Northern SA (GW),pv-S_Riverland (GW),pv-S_Roxby Downs (GW),pv-S_Western Eyre Peninsula (GW),wind-S_Eastern Eyre Peninsula (GW),wind-S_Leigh Creek (GW),wind-S_Mid-North SA (GW),wind-S_Northern SA (GW),wind-S_Riverland (GW),wind-S_South East SA (GW),wind-S_Western Eyre Peninsula (GW),wind-S_Yorke Peninsula (GW),storage-SA (GW),storage (GWh)
14,,-1,,0.0804386582461447,0.1137356008544188,0.077972819488064,0.0049477045597683,8.876631099064252,0.0855026186492367,0.1074162163058183,1.07363538448703,2.093381167219768,0.3226737098271215,0.0009582199933291,0.0030018876645563,0.0081072712266774,0.0272199904454737,4.341976789565308,120.89196669650757
14,None,1,e,0.664595850312125,2.06468764843784,0.6830417138752374,0.0055615689692096,5.784380072804559,1.1481729067152031,0.377000789065125,0.4776941543842419,0.7104039450846926,0.7416276415965406,0.0904583878177973,0.2035757768058594,0.0536593408972478,0.9734138015005483,4.578472326236032,122.80434135554516
