objective,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar,dvar
1.4773683390964243e+17,10.665636657728117,0.5291930291952625,0.26893577564372606,0.156684213743425,33.40755156477462,17.567494535971527,0.046193652484202374,10.304156346622914,0.03680226491924543,0.051468970010187576,2.6629554982641714,0.04170418576291013,0.0418870263476272,17.168983050436925,0.5209744865810677,0.3336649168305357,0.1078016516886926,0.04501432560500973,0.02770406817796811,0.014700390496017235,0.0522631660285775,0.06396689767813157,0.0008199790403438101,23.463457753253522,0.028456283525528647,30.175280479872225,0.018518604234216696,3.495065608888069,0.010239498856677187,0.030272788915869597,0.0026461817779726005,0.010022888644645178,0.030581826979013016,0.01297545314665527,0.11379070444094808,0.517190799044613,0.04471312474692013,0.01806822362689786,0.3956906400782678,0.038293690043637696,0.0298529101794216,1.454627788479307,20.800141826303626,8.9308204661912,10.802380581787567,0.7752120862842204,5.640363281629373,552.3715490066877
1.4773683390964243e+17,10.665636657728117,0.5291930291952625,0.26893577564372606,0.156684213743425,33.40755156477462,17.567494535971527,0.046193652484202374,10.304156346622914,0.03680226491924543,0.051468970010187576,2.6629554982641714,0.04170418576291013,0.0418870263476272,17.168983050436925,0.5209744865810677,0.3336649168305357,0.1078016516886926,0.04501432560500973,0.02770406817796811,0.014700390496017235,0.0522631660285775,0.06396689767813157,0.0008199790403438101,23.463457753253522,0.028456283525528647,30.175280479872225,0.018518604234216696,3.495065608888069,0.010239498856677187,0.030272788915869597,0.0026461817779726005,0.010022888644645178,0.030581826979013016,0.01297545314665527,0.11379070444094808,0.517190799044613,0.04471312474692013,0.01806822362689786,0.3956906400782678,0.038293690043637696,0.0298529101794216,1.454627788479307,20.800141826303626,8.9308204661912,10.802380581787567,0.7752120862842204,5.640363281629373,552.3715490066877
1.4773683390964243e+17,10.665636657728117,0.5291930291952625,0.26893577564372606,0.156684213743425,33.40755156477462,17.567494535971527,0.046193652484202374,10.304156346622914,0.03680226491924543,0.051468970010187576,2.6629554982641714,0.04170418576291013,0.0418870263476272,17.168983050436925,0.5209744865810677,0.3336649168305357,0.1078016516886926,0.04501432560500973,0.02770406817796811,0.014700390496017235,0.0522631660285775,0.06396689767813157,0.0008199790403438101,23.463457753253522,0.028456283525528647,30.175280479872225,0.018518604234216696,3.495065608888069,0.010239498856677187,0.030272788915869597,0.0026461817779726005,0.010022888644645178,0.030581826979013016,0.01297545314665527,0.11379070444094808,0.517190799044613,0.04471312474692013,0.01806822362689786,0.3956906400782678,0.038293690043637696,0.0298529101794216,1.454627788479307,20.800141826303626,8.9308204661912,10.802380581787567,0.7752120862842204,5.640363281629373,552.3715490066877
1.4773683390964243e+17,10.665636657728117,0.5291930291952625,0.26893577564372606,0.156684213743425,33.40755156477462,17.567494535971527,0.046193652484202374,10.304156346622914,0.03680226491924543,0.051468970010187576,2.6629554982641714,0.04170418576291013,0.0418870263476272,17.168983050436925,0.5209744865810677,0.3336649168305357,0.1078016516886926,0.04501432560500973,0.02770406817796811,0.014700390496017235,0.0522631660285775,0.06396689767813157,0.0008199790403438101,23.463457753253522,0.028456283525528647,30.175280479872225,0.018518604234216696,3.495065608888069,0.010239498856677187,0.030272788915869597,0.0026461817779726005,0.010022888644645178,0.030581826979013016,0.01297545314665527,0.11379070444094808,0.517190799044613,0.04471312474692013,0.01806822362689786,0.3956906400782678,0.038293690043637696,0.0298529101794216,1.454627788479307,20.800141826303626,8.9308204661912,10.802380581787567,0.7752120862842204,5.640363281629373,552.3715490066877
1.4773683390964243e+17,10.665636657728117,0.5291930291952625,0.26893577564372606,0.156684213743425,33.40755156477462,17.567494535971527,0.046193652484202374,10.304156346622914,0.03680226491924543,0.051468970010187576,2.6629554982641714,0.04170418576291013,0.0418870263476272,17.168983050436925,0.5209744865810677,0.3336649168305357,0.1078016516886926,0.04501432560500973,0.02770406817796811,0.014700390496017235,0.0522631660285775,0.06396689767813157,0.0008199790403438101,23.463457753253522,0.028456283525528647,30.175280479872225,0.018518604234216696,3.495065608888069,0.010239498856677187,0.030272788915869597,0.0026461817779726005,0.010022888644645178,0.030581826979013016,0.01297545314665527,0.11379070444094808,0.517190799044613,0.04471312474692013,0.01806822362689786,0.3956906400782678,0.038293690043637696,0.0298529101794216,1.454627788479307,20.800141826303626,8.9308204661912,10.802380581787567,0.7752120862842204,5.640363281629373,552.3715490066877
1.4773683390964243e+17,10.665636657728117,0.5291930291952625,0.26893577564372606,0.156684213743425,33.40755156477462,17.567494535971527,0.046193652484202374,10.304156346622914,0.03680226491924543,0.051468970010187576,2.6629554982641714,0.04170418576291013,0.0418870263476272,17.168983050436925,0.5209744865810677,0.3336649168305357,0.1078016516886926,0.04501432560500973,0.02770406817796811,0.014700390496017235,0.0522631660285775,0.06396689767813157,0.0008199790403438101,23.463457753253522,0.028456283525528647,30.175280479872225,0.018518604234216696,3.495065608888069,0.010239498856677187,0.030272788915869597,0.0026461817779726005,0.010022888644645178,0.030581826979013016,0.01297545314665527,0.11379070444094808,0.517190799044613,0.04471312474692013,0.01806822362689786,0.3956906400782678,0.038293690043637696,0.0298529101794216,1.454627788479307,20.800141826303626,8.9308204661912,10.802380581787567,0.7752120862842204,5.640363281629373,552.3715490066877
16354532374796.4,5.293258226899063,0.5291930291952625,0.26893577564372606,0.156684213743425,33.40755156477462,17.567494535971527,43.83328195639081,10.304156346622914,22.81385324093198,14.900072645433916,2.6629554982641714,0.04170418576291013,0.0418870263476272,17.168983050436925,0.5209744865810677,0.3336649168305357,39.46123988585287,23.48752912397856,0.02770406817796811,0.014700390496017235,1.0228857792600898,3.3101060146953927,0.0008199790403438101,23.463457753253522,0.028456283525528647,23.69799773440835,0.018518604234216696,3.495065608888069,36.69225974037643,21.914799616019103,0.0026461817779726005,0.010022888644645178,0.030581826979013016,0.01297545314665527,0.11379070444094808,0.517190799044613,0.04471312474692013,0.01806822362689786,0.3956906400782678,0.038293690043637696,0.0298529101794216,1.454627788479307,20.800141826303626,8.9308204661912,10.802380581787567,0.7752120862842204,5.640363281629373,552.3715490066877
2759712175367.194,5.293258226899063,5.108863808971247,13.222441340553262,0.156684213743425,33.40755156477462,17.567494535971527,43.83328195639081,0.9095983752015151,22.81385324093198,21.313944479117747,25.81031823807202,0.04170418576291013,0.0418870263476272,17.168983050436925,0.5209744865810677,0.3336649168305357,39.46123988585287,23.48752912397856,0.02770406817796811,0.014700390496017235,1.0228857792600898,3.3101060146953927,44.499741365069234,40.351549363353016,1.4437666519814094,23.69799773440835,0.018518604234216696,3.495065608888069,36.69225974037643,17.535534595498504,15.88102548963875,0.010022888644645178,0.030581826979013016,16.245650012911803,27.206962575841697,38.40042827126388,0.04471312474692013,0.01806822362689786,0.3956906400782678,0.038293690043637696,0.0298529101794216,9.474823845710882,20.800141826303626,8.9308204661912,10.802380581787567,0.7752120862842204,5.640363281629373,552.3715490066877
1335704464724.443,13.849045938664831,12.351676462762153,13.222441340553262,0.156684213743425,33.40755156477462,17.567494535971527,32.27839452983376,8.74291509399379,20.054451467582957,26.934534544078343,25.81031823807202,0.04170418576291013,0.0418870263476272,17.168983050436925,5.491227341398343,0.3336649168305357,39.46123988585287,23.48752912397856,0.02770406817796811,0.014700390496017235,1.0228857792600898,3.3101060146953927,44.499741365069234,33.934511428763344,33.03480265629732,23.319354656507336,0.018518604234216696,3.495065608888069,36.69225974037643,17.535534595498504,15.88102548963875,15.717763405217683,0.030581826979013016,9.084826815252594,27.206962575841697,38.40042827126388,0.04471312474692013,16.152130267396984,0.3956906400782678,47.954877206686106,7.352871821548636,9.465136745656553,14.199804858500462,8.9308204661912,10.802380581787567,0.7752120862842204,5.640363281629373,552.3715490066877
1335704464724.443,13.849045938664831,12.351676462762153,13.222441340553262,0.156684213743425,33.40755156477462,17.567494535971527,32.27839452983376,8.74291509399379,20.054451467582957,26.934534544078343,25.81031823807202,0.04170418576291013,0.0418870263476272,17.168983050436925,5.491227341398343,0.3336649168305357,39.46123988585287,23.48752912397856,0.02770406817796811,0.014700390496017235,1.0228857792600898,3.3101060146953927,44.499741365069234,33.934511428763344,33.03480265629732,23.319354656507336,0.018518604234216696,3.495065608888069,36.69225974037643,17.535534595498504,15.88102548963875,15.717763405217683,0.030581826979013016,9.084826815252594,27.206962575841697,38.40042827126388,0.04471312474692013,16.152130267396984,0.3956906400782678,47.954877206686106,7.352871821548636,9.465136745656553,14.199804858500462,8.9308204661912,10.802380581787567,0.7752120862842204,5.640363281629373,552.3715490066877
