Date & time,Operational demand (original),Operational demand (adjusted),Hydropower,Biomass,Solar photovoltaics,Wind,eventPower,PHES-power,Energy deficit,Energy spillage,PHES-Charge,PHES-Storage,eventPowerLoss,eventDeficit,eventStorage,eventPHES-power,eventPHES-Charge,eventSpillage,FNQ-QLD,NSW-QLD,NSW-SA,NSW-VIC,NT-SA,SA-WA,TAS-VIC
Sat -22 May 2027 20:00,10422.0,10422.0,168.0,397.0,0.0,1030.0,1027.0,8827.0,0.0,0.0,-0.0,284889.0,3.0,0.0,284889.0,8827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sat -22 May 2027 20:30,10191.0,10191.0,168.0,397.0,0.0,992.0,990.0,8633.0,0.0,0.0,-0.0,280572.0,2.0,0.0,280572.0,8633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sat -22 May 2027 21:00,9654.0,9654.0,168.0,397.0,0.0,992.0,990.0,8097.0,0.0,0.0,-0.0,276524.0,2.0,0.0,276524.0,8097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sat -22 May 2027 21:30,9439.0,9439.0,168.0,397.0,0.0,1146.0,1144.0,7727.0,0.0,0.0,-0.0,272660.0,2.0,0.0,272660.0,7727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sat -22 May 2027 22:00,9585.0,9585.0,168.0,397.0,0.0,1146.0,1144.0,7873.0,0.0,0.0,-0.0,268724.0,2.0,0.0,268724.0,7873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sat -22 May 2027 22:30,9217.0,9217.0,168.0,397.0,0.0,1168.0,1164.0,7483.0,0.0,0.0,-0.0,264982.0,4.0,0.0,264982.0,7483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sat -22 May 2027 23:00,9071.0,9071.0,168.0,397.0,0.0,1168.0,1164.0,7337.0,0.0,0.0,-0.0,261314.0,4.0,0.0,261314.0,7337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sat -22 May 2027 23:30,8965.0,8965.0,168.0,397.0,0.0,1520.0,1514.0,6879.0,0.0,0.0,-0.0,257874.0,6.0,0.0,257874.0,6879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -23 May 2027 00:00,8701.0,8701.0,168.0,397.0,0.0,1002.0,1000.0,7133.0,0.0,0.0,-0.0,254308.0,2.0,0.0,254308.0,7133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -23 May 2027 00:30,8442.0,8442.0,168.0,397.0,0.0,1172.0,1170.0,6705.0,0.0,0.0,-0.0,250955.0,2.0,0.0,250955.0,6705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -23 May 2027 01:00,8045.0,8045.0,168.0,397.0,0.0,1172.0,1170.0,6307.0,0.0,0.0,-0.0,247801.0,2.0,0.0,247801.0,6307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -23 May 2027 01:30,8122.0,8122.0,168.0,397.0,0.0,548.0,547.0,7008.0,0.0,0.0,-0.0,244297.0,1.0,0.0,244297.0,7008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -23 May 2027 02:00,8019.0,8019.0,168.0,397.0,0.0,548.0,547.0,6905.0,0.0,0.0,-0.0,240845.0,1.0,0.0,240845.0,6905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -23 May 2027 02:30,7913.0,7913.0,168.0,397.0,0.0,797.0,796.0,6550.0,0.0,0.0,-0.0,237570.0,1.0,0.0,237570.0,6550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -23 May 2027 03:00,7914.0,7914.0,168.0,397.0,0.0,797.0,796.0,6551.0,0.0,0.0,-0.0,234294.0,1.0,0.0,234294.0,6551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -23 May 2027 03:30,7829.0,7829.0,168.0,397.0,0.0,562.0,560.0,6702.0,0.0,0.0,-0.0,230943.0,1.0,0.0,230943.0,6702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -23 May 2027 04:00,7888.0,7888.0,168.0,397.0,0.0,562.0,560.0,6761.0,0.0,0.0,-0.0,227563.0,1.0,0.0,227563.0,6761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -23 May 2027 04:30,8029.0,8029.0,168.0,397.0,0.0,626.0,625.0,6838.0,0.0,0.0,-0.0,224144.0,1.0,0.0,224144.0,6838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -23 May 2027 05:00,8273.0,8273.0,168.0,397.0,0.0,626.0,625.0,7081.0,0.0,0.0,-0.0,220603.0,1.0,0.0,220603.0,7081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -23 May 2027 05:30,8313.0,8313.0,168.0,397.0,0.0,490.0,489.0,7257.0,0.0,0.0,-0.0,216974.0,1.0,0.0,216974.0,7257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -23 May 2027 06:00,8529.0,8529.0,168.0,397.0,0.0,490.0,489.0,7473.0,0.0,0.0,-0.0,213238.0,1.0,0.0,213238.0,7473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -23 May 2027 06:30,8715.0,8715.0,168.0,397.0,15267.0,760.0,759.0,0.0,0.0,0.0,-7877.0,216389.0,1.0,0.0,216389.0,0.0,-7877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun -23 May 2027 07:00,8755.0,8755.0,168.0,397.0,15267.0,760.0,759.0,0.0,0.0,0.0,-7837.0,219524.0,1.0,0.0,219524.0,0.0,-7837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
