Date & time,Operational demand (original),Operational demand (adjusted),Hydropower,Biomass,Solar photovoltaics,Wind,StormPower,PHES-power,Energy deficit,Energy spillage,PHES-Charge,PHES-Storage,StormPowerLoss,StormDeficit,StormStorage,StormPHES-power,StormPHES-Charge,StormSpillage,FNQ-QLD,NSW-QLD,NSW-SA,NSW-VIC,NT-SA,SA-WA,TAS-VIC
Sat -10 Jun 2023 20:00,39681.0,39681.0,1000.0,0.0,0.0,22323.0,22300.0,16358.0,0.0,0.0,-0.0,22248.0,23.0,0.0,22248.0,16358.0,0.0,-59709.0,0.0,-7105.0,-6675.0,9389.0,0.0,0.0,-302.0
Sat -10 Jun 2023 20:30,38983.0,38983.0,1000.0,0.0,0.0,28796.0,28767.0,9187.0,0.0,0.0,-0.0,17654.0,29.0,0.0,17654.0,9187.0,0.0,-46432.0,0.0,-9253.0,-3839.0,9961.0,0.0,0.0,-357.0
Sat -10 Jun 2023 21:00,36748.0,36748.0,1000.0,0.0,0.0,28796.0,28767.0,6952.0,0.0,0.0,-0.0,14178.0,29.0,0.0,14178.0,6952.0,0.0,-37183.0,0.0,-9332.0,-2984.0,9614.0,0.0,0.0,-332.0
Sat -10 Jun 2023 21:30,35574.0,35574.0,1000.0,0.0,0.0,35817.0,35788.0,0.0,0.0,0.0,-1243.0,14675.0,30.0,0.0,14675.0,0.0,-1243.0,-35445.0,0.0,-12880.0,102.0,10208.0,0.0,0.0,-390.0
Sat -10 Jun 2023 22:00,35998.0,35998.0,1000.0,0.0,0.0,35817.0,35788.0,0.0,0.0,0.0,-819.0,15003.0,30.0,0.0,15003.0,0.0,-819.0,-36688.0,0.0,-12934.0,-170.0,10330.0,0.0,0.0,-380.0
Sat -10 Jun 2023 22:30,34746.0,34746.0,1000.0,0.0,0.0,39343.0,39313.0,0.0,0.0,0.0,-5597.0,17242.0,30.0,0.0,17242.0,0.0,-5597.0,-37508.0,0.0,-13923.0,1822.0,10647.0,0.0,0.0,-380.0
Sat -10 Jun 2023 23:00,34319.0,34319.0,1000.0,0.0,0.0,39343.0,39313.0,0.0,0.0,0.0,-6023.0,19651.0,30.0,0.0,19651.0,0.0,-6023.0,-43105.0,0.0,-13976.0,1875.0,10723.0,0.0,0.0,-340.0
Sat -10 Jun 2023 23:30,34364.0,34364.0,1000.0,0.0,0.0,39291.0,39257.0,0.0,0.0,0.0,-5927.0,22022.0,34.0,0.0,22022.0,0.0,-5927.0,-49128.0,0.0,-15802.0,2077.0,10655.0,0.0,0.0,-297.0
Sun -11 Jun 2023 00:00,33288.0,33288.0,1000.0,0.0,0.0,22584.0,22544.0,9704.0,0.0,0.0,-0.0,17170.0,40.0,0.0,17170.0,9704.0,0.0,-45351.0,0.0,-7117.0,-4752.0,8117.0,0.0,0.0,-102.0
Sun -11 Jun 2023 00:30,32198.0,32198.0,1000.0,0.0,0.0,23986.0,23946.0,7211.0,0.0,0.0,-0.0,13564.0,40.0,0.0,13564.0,7211.0,0.0,-35714.0,0.0,-5752.0,-3740.0,8092.0,0.0,0.0,-103.0
Sun -11 Jun 2023 01:00,30582.0,30582.0,1000.0,0.0,0.0,23986.0,23946.0,5595.0,0.0,0.0,-0.0,10767.0,40.0,0.0,10767.0,5595.0,0.0,-28315.0,0.0,-5712.0,-3216.0,7671.0,0.0,0.0,-95.0
Sun -11 Jun 2023 01:30,30428.0,30428.0,1000.0,0.0,0.0,26618.0,26579.0,2810.0,0.0,0.0,-0.0,9361.0,38.0,0.0,9361.0,2810.0,0.0,-24106.0,0.0,-7521.0,-1983.0,7971.0,0.0,0.0,-133.0
Sun -11 Jun 2023 02:00,29683.0,29683.0,1000.0,0.0,0.0,26618.0,26579.0,2065.0,0.0,0.0,-0.0,8329.0,38.0,0.0,8329.0,2065.0,0.0,-21338.0,0.0,-7460.0,-1743.0,7882.0,0.0,0.0,-135.0
Sun -11 Jun 2023 02:30,29037.0,29037.0,1000.0,0.0,0.0,25385.0,25345.0,2652.0,0.0,0.0,-0.0,7003.0,40.0,0.0,7003.0,2652.0,0.0,-18170.0,0.0,-5207.0,-2076.0,7569.0,0.0,0.0,-118.0
Sun -11 Jun 2023 03:00,28813.0,28813.0,1000.0,0.0,0.0,25385.0,25345.0,2428.0,0.0,0.0,-0.0,5789.0,40.0,0.0,5789.0,2428.0,0.0,-15079.0,0.0,-5131.0,-2030.0,7519.0,0.0,0.0,-127.0
Sun -11 Jun 2023 03:30,28375.0,28375.0,1000.0,0.0,0.0,29246.0,29204.0,0.0,0.0,0.0,-1871.0,6537.0,41.0,0.0,6537.0,0.0,-1871.0,-14473.0,0.0,-9021.0,-261.0,7956.0,0.0,0.0,-208.0
Sun -11 Jun 2023 04:00,28600.0,28600.0,1000.0,0.0,0.0,29246.0,29204.0,0.0,0.0,0.0,-1646.0,7196.0,41.0,0.0,7196.0,0.0,-1646.0,-16343.0,0.0,-8987.0,-390.0,8038.0,0.0,0.0,-211.0
Sun -11 Jun 2023 04:30,29050.0,29050.0,1000.0,0.0,0.0,21859.0,21820.0,6190.0,0.0,0.0,-0.0,4101.0,40.0,0.0,4101.0,6190.0,0.0,-11799.0,0.0,-3321.0,-3526.0,7175.0,0.0,0.0,-120.0
