Date & time,Operational demand (original),Operational demand (adjusted),Hydropower,Biomass,Solar photovoltaics,Wind,eventPower,PHES-power,Energy deficit,Energy spillage,PHES-Charge,PHES-Storage,eventPowerLoss,eventDeficit,eventStorage,eventPHES-power,eventPHES-Charge,eventSpillage,FNQ-QLD,NSW-QLD,NSW-SA,NSW-VIC,NT-SA,SA-WA,TAS-VIC
Thu -01 Jul 2027 18:30,13017.0,13017.0,168.0,397.0,0.0,6242.0,6233.0,6209.0,0.0,0.0,-0.0,319192.0,8.0,0.0,319192.0,6209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 19:00,12314.0,12314.0,168.0,397.0,0.0,6242.0,6233.0,5507.0,0.0,0.0,-0.0,316439.0,8.0,0.0,316439.0,5507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 19:30,11622.0,11622.0,168.0,397.0,0.0,7883.0,7873.0,3173.0,0.0,0.0,-0.0,314852.0,10.0,0.0,314852.0,3173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 20:00,11204.0,11204.0,168.0,397.0,0.0,7883.0,7873.0,2755.0,0.0,0.0,-0.0,313475.0,10.0,0.0,313475.0,2755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 20:30,10921.0,10921.0,168.0,397.0,0.0,9587.0,9575.0,769.0,0.0,0.0,-0.0,313091.0,12.0,0.0,313091.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 21:00,10406.0,10406.0,168.0,397.0,0.0,9587.0,9575.0,254.0,0.0,0.0,-0.0,312963.0,12.0,0.0,312963.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 21:30,10094.0,10094.0,168.0,397.0,0.0,12423.0,12409.0,0.0,0.0,0.0,-2895.0,314121.0,14.0,0.0,314121.0,0.0,-2895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 22:00,9595.0,9595.0,168.0,397.0,0.0,12423.0,12409.0,0.0,0.0,0.0,-3394.0,315479.0,14.0,0.0,315479.0,0.0,-3394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 22:30,9274.0,9274.0,168.0,397.0,0.0,12198.0,12184.0,0.0,0.0,0.0,-3490.0,316875.0,14.0,0.0,316875.0,0.0,-3490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 23:00,8990.0,8990.0,168.0,397.0,0.0,12198.0,12184.0,0.0,0.0,0.0,-3774.0,318384.0,14.0,0.0,318384.0,0.0,-3774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thu -01 Jul 2027 23:30,9158.0,9158.0,168.0,397.0,0.0,11922.0,11908.0,0.0,0.0,0.0,-3329.0,319716.0,14.0,0.0,319716.0,0.0,-3329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fri -02 Jul 2027 00:00,8914.0,8914.0,168.0,397.0,0.0,1535.0,1530.0,6813.0,0.0,0.0,-0.0,316309.0,6.0,0.0,316309.0,6813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
