station no.,station name,latitude,longitude,altitude,meanSpeed-100m,meanDuration,highWindFrac,scaleFactor,meanSpeed-10m,startTime,meanRes,Observations,closestZone,distanceToZone,distanceToCentroid,inZone
018115,NEPTUNE ISLAND                          ,-35.3365,136.1174,32.0,8.759283,9.81081081081081,0.0127839753961499,1.077553118642657,8.128864289149435,1995-08-15 13:00:00,29.999938116666662,362358.0,13,29.516244247020122,124.61894140520258,False
018116,CLEVE AERODROME                         ,-33.7081,136.5026,175.0,7.49255,9.251655629139073,0.0150544345089681,1.3874085132151588,5.400392043780326,1996-07-16 17:30:00,29.971289416666664,323614.0,13,0.0,20.607509210781885,True
018192,NORTH SHIELDS (PORT LINCOLN AWS)        ,-34.5993,135.8784,8.5,6.7399406,7.889763779527559,0.0104880623245119,1.3068510119918522,5.157390231528985,1992-04-06 10:30:00,29.999944816666662,463102.0,13,0.0,80.79364418587852,True
018217,CUMMINS AERO                            ,-34.2524,135.7135,60.1,6.980287,6.9640718562874255,0.0232310431725728,1.576691592943949,4.4271733966750935,2007-05-25 08:30:00,29.99989223333333,235504.0,13,5.6885947437206585,77.39337746580242,False
018230,COFFIN BAY (POINT AVOID)                ,-34.675,135.3362,35.0,8.706226,9.964788732394366,0.0287909520540429,1.5834438882047457,5.498285359986942,2017-06-13 08:30:00,29.99970633333333,100264.0,13,27.89589910588641,130.47859142418767,False
