station no.,station name,latitude,longitude,altitude,meanSpeed-100m,meanDuration,highWindFrac,scaleFactor,meanSpeed-10m,startTime,meanRes,Observations,closestZone,distanceToZone,distanceToCentroid,inZone
036034,BLACKALL AIRPORT                        ,-24.4303,145.4306,281.3,6.916158,6.714285714285714,0.015839519496232524,1.9055553149914388,3.6294712333456327,2001-03-13 11:00:00,29.999922483333332,309685,8,35.49191641839256,132.53787850009053,False
