station no.,station name,latitude,longitude,altitude,meanSpeed-100m,meanDuration,highWindFrac,scaleFactor,meanSpeed-10m,startTime,meanRes,Observations,closestZone,distanceToZone,distanceToCentroid,inZone
017110,LEIGH CREEK AIRPORT                     ,-30.5963,138.4219,258.8,7.4333596,15.15673289183223,0.04167153845535587,1.6863160325095194,4.408046581810198,1992-07-29 09:30:00,29.99994425,336634,14,0.0,90.60418599786759,True
