station no.,station name,latitude,longitude,altitude,meanSpeed-100m,meanDuration,highWindFrac,scaleFactor,meanSpeed-10m,startTime,meanRes,Observations,closestZone,distanceToZone,distanceToCentroid,inZone
050137,CONDOBOLIN AIRPORT AWS                  ,-33.0682,147.2133,192.6,6.2185802,7.174129353233831,0.0200958362288713,1.7069164935634131,3.643166065487816,1993-06-15 00:00:00,29.999942616666665,384385.0,2,0.0,64.94867294409343,True
051049,TRANGIE RESEARCH STATION AWS            ,-31.9861,147.9489,215.0,6.804929,7.638225255972697,0.0260914705892585,1.992024359016458,3.416087132067961,1997-10-10 10:00:00,29.999932883333333,324756.0,2,0.0,94.46676618741554,True
