station no.,station name,latitude,longitude,altitude,meanSpeed-100m,meanDuration,highWindFrac,scaleFactor,meanSpeed-10m,startTime,meanRes,Observations,closestZone,distanceToZone,distanceToCentroid,inZone
098017,KING ISLAND AIRPORT                     ,-39.8804,143.8857,35.4,8.519295,10.128787878787879,0.04483755553688307,1.3710709286565546,6.213606138609599,1990-11-21 15:00:00,29.87315065,354193,21,0.0,10.021744396071574,True
