554.5,1
500.5,1
501.5,1
289.5,1
502.5,1
503.5,1
505.0,1
283.5,1
406.5,1
566.0,1
283.0,1
281.0,1
280.5,1
332.0,1
272.0,1
494.5,1
474.5,1
468.5,1
453.5,1
439.0,1
290.5,1
431.5,1
292.0,1
429.0,1
428.0,1
293.5,1
426.0,1
424.0,1
299.0,1
420.0,1
414.0,1
413.0,1
328.5,1
30.34450933569248,1
215.0,1
0.5873165918958219,1
1.0957117509163201,1
1.120386074959848,1
1.146450117198007,1
1.1670260177027667,1
1.168386289967031,1
1.287675942803372,1
1.500629088472496,1
1.5161817737956556,1
1.6100360047728468,1
1.648130252967798,1
1.680650819672131,1
1.7148831808564444,1
1.7599668401611819,1
2.0229906921710423,1
77.43184948487686,1
2.02552087820806,1
2.058044714227309,1
1.0888305091318005,1
1.0683110500749082,1
1.065928466097783,1
1.0060422960725075,1
0.6299986395945992,1
0.6439969682431121,1
0.6464460102914564,1
0.6522073989411317,1
0.6584176915877651,1
0.6645805924510846,1
0.669697130149317,1
1.0065319776797654,1
1.0567845949578287,1
1.0105779334500875,1
1.0106556316321968,1
1.014766059476881,1
1.014969458286449,1
1.0186226325205148,1
1.052357965946225,1
1.0544654276463608,1
2.1020591311588612,1
2.1023234863556173,1
2.1076102807820147,1
10.146245468669083,1
6.039500949281258,1
6.57296362149919,1
8.029183721261735,1
8.148804178316208,1
8.503917255594002,1
9.077539865929992,1
10.020399750996853,1
11.523444317647849,1
5.056220836746106,1
12.897384758420058,1
15.262217169612434,1
16.01344029871915,1
16.044573195656422,1
17.164962740617952,1
17.24824979846164,1
25.10765101415904,1
5.57014203436735,1
5.020505385252693,1
2.108632474100558,1
3.0909313275851527,1
2.1525083405412087,1
2.364308703022349,1
2.517761898899918,1
2.5250974475040864,1
2.600538240328849,1
2.6143811211061614,1
3.0385788001290024,1
3.1177515306623182,1
4.606907805709009,1
3.1517154680845945,1
3.154660204389868,1
3.172579594836813,1
3.2046788444567307,1
3.2394489734396346,1
3.7760760008962073,1
3.809002221913623,1
0.621066294232842,1
0.5816366396368723,1
213.5,1
0.5683734085018635,1
180.5,1
179.5,1
179.0,1
178.5,1
178.0,1
177.5,1
177.0,1
174.5,1
173.0,1
171.5,1
169.5,1
25.523682734905623,1
167.5,1
0.5005673494289589,1
159.5,1
157.0,1
156.5,1
183.0,1
183.5,1
184.0,1
202.0,1
209.5,1
208.0,1
206.0,1
205.5,1
205.0,1
204.5,1
203.5,1
201.0,1
186.0,1
200.5,1
195.0,1
194.0,1
192.0,1
191.5,1
190.5,1
187.5,1
155.5,1
154.5,1
153.5,1
0.521484358163151,1
0.5041240686189569,1
0.5042555483731954,1
0.5059289709792473,1
118.5,1
0.5062826827796308,1
0.5063282769845003,1
0.5209264331814909,1
0.5381889604341311,1
124.0,1
0.5464992779167478,1
0.5000981800518804,1
0.5475147008338778,1
0.5477585259206806,1
107.0,1
0.5537920104414301,1
0.5563058286132736,1
121.84831483705923,1
124.5,1
152.5,1
136.5,1
152.0,1
147.5,1
146.5,1
145.0,1
143.5,1
139.5,1
0.5006414573911928,1
0.5016222996226728,1
125.5,1
135.5,1
134.5,1
133.5,1
131.5,1
0.5032011248078998,1
130.5,1
129.5,1
2872.5,1
